tr|M0U2F0|M0U2F0_MUSAM	TM_PBP2|GT-A	TM_PBP2(8-65)|Branch(53-326)
tr|Q5URW1|Q5URW1_HORVV	TMhelix|GT-A	TMhelix(19-41)|Branch(11-425)
tr|Q6DBE8|Q6DBE8_ARATH	TMhelix|GT-A	TMhelix(24-46)|PLN03183(15-423)
tr|Q8A2C8|Q8A2C8_BACTN	TMhelix|GT-A	TMhelix(2-24)|Branch(34-284)
tr|Q8GYH0|Q8GYH0_ARATH	TMhelix|GT-A	TMhelix(20-42)|Branch(75-328)
tr|Q8W460|Q8W460_ARATH	TMhelix|GT-A	TMhelix(31-50)|Branch(107-337)
tr|Q8W4E9|Q8W4E9_ARATH	TMhelix|GT-A	TMhelix(34-53)|Branch(110-340)
tr|Q93643|Q93643_CAEEL	TMhelix|GT-A	TMhelix(33-55)|Branch(156-421)
tr|Q9C9A1|Q9C9A1_ARATH	TMhelix|GT-A	TMhelix(7-29)|Branch(47-395)
tr|Q9LIQ3|Q9LIQ3_ARATH	TMhelix|GT-A	TMhelix(12-29)|Branch(51-415)
tr|Q9M9C3|Q9M9C3_ARATH	TMhelix|GT-A	TMhelix(28-50)|Branch(125-348)
tr|Q9U3H9|Q9U3H9_CAEEL	TMhelix|GT-A	TMhelix(7-29)|Branch(137-394)
tr|Q9ZQZ7|Q9ZQZ7_ARATH	TMhelix|GT-A	TMhelix(36-58)|Branch(33-447)
tr|R4G9Q3|R4G9Q3_ANOCA	TMhelix|GT-A	TMhelix(7-26)|Branch(112-374)
tr|S8C5A6|S8C5A6_9LAMI	TMhelix|GT-A	TMhelix(12-34)|Branch(15-422)
tr|S8CVW5|S8CVW5_9LAMI	TMhelix|GT-A	TMhelix(29-48)|Branch(105-335)
tr|S8DIL5|S8DIL5_9LAMI	TMhelix|GT-A	TMhelix(7-29)|Branch(117-344)
tr|S8DLI7|S8DLI7_9LAMI	TMhelix|GT-A	TMhelix(12-34)|Branch(56-391)
tr|U3I658|U3I658_ANAPL	TMhelix|GT-A	TMhelix(7-29)|Branch(97-358)
tr|U3K8M4|U3K8M4_FICAL	TMhelix|GT-A	TMhelix(9-31)|Branch(113-375)
tr|U5D2V1|U5D2V1_AMBTC	TMhelix|GT-A	TMhelix(12-31)|Branch(66-392)
tr|U5DCT4|U5DCT4_AMBTC	TMhelix|GT-A	TMhelix(21-43)|Branch(12-434)
tr|U5DG89|U5DG89_AMBTC	TMhelix|GT-A	TMhelix(20-42)|Branch(16-443)
tr|U6JIG9|U6JIG9_ECHGR	TMhelix|GT-A	TMhelix(7-29)|Branch(90-286)
tr|U6NLN3|U6NLN3_HAECO	TMhelix|GT-A	TMhelix(12-34)|Branch(145-409)
tr|U6PXU9|U6PXU9_HAECO	TMhelix|GT-A	TMhelix(38-57)|Branch(146-407)
tr|V7AIF6|V7AIF6_PHAVU	TMhelix|GT-A	TMhelix(20-42)|Branch(10-431)
tr|V7AK20|V7AK20_PHAVU	TMhelix|GT-A	TMhelix(13-35)|Branch(2-423)
tr|V7AZR2|V7AZR2_PHAVU	TMhelix|GT-A	TMhelix(31-50)|Branch(107-336)
tr|V7B570|V7B570_PHAVU	TMhelix|GT-A	TMhelix(20-42)|Branch(57-362)
tr|V7BLE3|V7BLE3_PHAVU	TMhelix|GT-A	TMhelix(31-53)|Branch(92-433)
tr|V7BTX0|V7BTX0_PHAVU	TMhelix|GT-A	TMhelix(12-34)|Branch(1-425)
tr|V7CDM5|V7CDM5_PHAVU	TMhelix|GT-A	TMhelix(12-34)|Branch(52-418)
tr|V8NQZ7|V8NQZ7_OPHHA	TMhelix|GT-A	TMhelix(40-62)|Branch(165-433)
tr|V8NTC3|V8NTC3_OPHHA	TMhelix|GT-A	TMhelix(9-26)|Branch(111-354)
tr|V8NW72|V8NW72_OPHHA	TMhelix|GT-A	TMhelix(12-34)|Branch(134-401)
tr|W1NXH6|W1NXH6_AMBTC	TMhelix|GT-A	TMhelix(19-41)|Branch(16-426)
tr|W1PWF3|W1PWF3_AMBTC	TMhelix|GT-A	TMhelix(32-51)|Branch(107-339)
tr|W4XM61|W4XM61_STRPU	TMhelix|GT-A	TMhelix(13-32)|Branch(165-417)
tr|W4XVF1|W4XVF1_STRPU	TMhelix|GT-A	TMhelix(63-85)|Branch(250-504)
tr|W5A835|W5A835_WHEAT	TMhelix|GT-A	TMhelix(21-43)|Branch(70-423)
tr|W5ANH1|W5ANH1_WHEAT	TMhelix|GT-A	TMhelix(21-43)|Branch(70-423)
tr|W5EDR7|W5EDR7_WHEAT	TMhelix|GT-A	TMhelix(42-64)|Branch(61-453)
tr|W5JYG4|W5JYG4_ASTMX	TMhelix|GT-A	TMhelix(12-30)|Branch(120-387)
tr|W5K006|W5K006_ASTMX	TMhelix|GT-A	TMhelix(7-29)|Branch(103-363)
tr|W5LTV7|W5LTV7_ASTMX	TMhelix|GT-A	TMhelix(13-35)|Branch(122-390)
tr|W5LUB4|W5LUB4_ASTMX	TMhelix|GT-A	TMhelix(11-33)|Branch(121-387)
tr|A0A016S144|A0A016S144_9BILA	TMhelix|FlaC_arch|GT-A	TMhelix(17-39)|FlaC_arch(42-74)|Branch(172-436)
tr|O76634|O76634_CAEEL	TMhelix|FixQ|GT-A	TMhelix(21-40)|FixQ(19-44)|Branch(162-426)
tr|M4ACE9|M4ACE9_XIPMA	TMhelix|COG4223|GT-A|GT-A	TMhelix(13-35)|COG4223(34-156)|Branch(241-493)|Xylo_C(526-706)
tr|A0A1I7TSB5|A0A1I7TSB5_9PELO	TMhelix|7TM_GPCR_Sra|TMhelix|GT-A	TMhelix(15-37)|7TM_GPCR_Sra(2-188)|TMhelix(143-165)|Branch(212-396)
tr|A0A2G3BK05|A0A2G3BK05_CAPCH	RVT_2|GT-A	RVT_2(2-86)|Branch(82-427)
tr|F4Q5D7|F4Q5D7_CAVFA	RbsK|GT-A	RbsK(10-374)|Branch(642-907)
tr|K1PWL8|K1PWL8_CRAGI	PTZ00112|GT-A	PTZ00112(4-113)|Branch(174-413)
tr|A0A1E5VD79|A0A1E5VD79_9POAL	PRK03427|GT-A	PRK03427(45-100)|Branch(152-380)
tr|F1RLT2|F1RLT2_PIG	PHA03419|GT-A|GT-A	PHA03419(163-245)|Branch(325-577)|Xylo_C(610-790)
tr|A0A0D9ZBV4|A0A0D9ZBV4_9ORYZ	PHA03247|TMhelix|GT-A	PHA03247(12-185)|TMhelix(135-157)|Branch(176-562)
tr|A0A152A0D6|A0A152A0D6_9MYCE	Peptidase_C48|TMhelix|GT-A	Peptidase_C48(28-187)|TMhelix(225-247)|Branch(467-720)
tr|A0A1I8I5K5|A0A1I8I5K5_9PLAT	Nop|GT-A	Nop(94-123)|Branch(357-604)
tr|A0A1S3W357|A0A1S3W357_ERIEU	MIP-T3|GT-A|GT-A	MIP-T3(83-191)|Branch(240-492)|Xylo_C(525-705)
tr|A0A1V4KW93|A0A1V4KW93_PATFA	Ig_pIgR_like|TMhelix|GT-A|GT-A	Ig_pIgR_like(23-114)|TMhelix(187-209)|Branch(408-660)|Xylo_C(693-873)
tr|M0RLS5|M0RLS5_MUSAM	HemeO|GT-A	HemeO(6-192)|Branch(325-683)
tr|A0A1I8CBN7|A0A1I8CBN7_9BILA	GT|GT-A|VESA1_N|VESA1_N	WSC(38-123)|Branch(183-414)|VESA1_N(706-799)|VESA1_N(758-858)
tr|A0A182I2A0|A0A182I2A0_ANOAR	GT|GT-A|TMhelix|GT|GT-A|GT-A	WSC(10-42)|Branch(74-122)|TMhelix(133-155)|WSC(291-371)|Branch(403-660)|Xylo_C(693-872)
tr|A0A182R2A5|A0A182R2A5_ANOFN	GT|GT-A|TMhelix|GT|GT-A|GT-A	WSC(35-112)|Branch(144-245)|TMhelix(255-277)|WSC(413-493)|Branch(525-781)|Xylo_C(815-997)
tr|A0A182WL74|A0A182WL74_9DIPT	GT|GT-A|GT-A|TMhelix|TMhelix|GT|GT-A|GT-A	WSC(123-200)|Branch(232-467)|Xylo_C(517-687)|TMhelix(852-871)|TMhelix(912-934)|WSC(1070-1150)|Branch(1182-1439)|Xylo_C(1472-1653)
tr|A0A182FD67|A0A182FD67_ANOAL	GT|GT-A|GT-A|TMhelix|GT|TMhelix|GT-A|GT-A	WSC(110-182)|Branch(214-449)|Xylo_C(500-611)|TMhelix(836-858)|WSC(991-1071)|TMhelix(1163-1185)|Branch(1103-1364)|Xylo_C(1397-1579)
tr|A0A182NJI0|A0A182NJI0_9DIPT	GT|GT-A|GT-A|TMhelix|GT|GT-A|GT-A	WSC(105-182)|Branch(214-448)|Xylo_C(499-676)|TMhelix(833-855)|WSC(992-1072)|Branch(1105-1362)|Xylo_C(1396-1585)
tr|A0A182Y7V1|A0A182Y7V1_ANOST	GT|GT-A|GT-A|GT|GT-A|GT-A	WSC(136-213)|Branch(245-479)|Xylo_C(530-705)|WSC(1013-1093)|Branch(1125-1381)|Xylo_C(1415-1598)
sp|Q7KVA1|XYLT_DROME	GT|GT-A|GT-A	WSC(138-218)|Branch(250-503)|Xylo_C(537-710)
tr|A0A044U2I9|A0A044U2I9_ONCVO	GT|GT-A|GT-A	WSC(91-170)|Branch(219-451)|Xylo_C(514-675)
tr|A0A068XBP5|A0A068XBP5_HYMMI	GT|GT-A|GT-A	WSC(52-132)|Branch(194-431)|Xylo_C(590-664)
tr|A0A0K0JWX3|A0A0K0JWX3_BRUMA	GT|GT-A|GT-A	WSC(46-127)|Branch(176-415)|Xylo_C(569-635)
tr|A0A0V1HAL7|A0A0V1HAL7_9BILA	GT|GT-A|GT-A	WSC(3-86)|Branch(122-376)|Xylo_C(433-608)
tr|A0A182EDA0|A0A182EDA0_ONCOC	GT|GT-A|GT-A	WSC(91-170)|Branch(219-458)|Xylo_C(514-675)
tr|A0A182LT57|A0A182LT57_9DIPT	GT|GT-A|GT-A	WSC(141-199)|Branch(231-467)|Xylo_C(516-692)
tr|A0A182T1A0|A0A182T1A0_9DIPT	GT|GT-A|GT-A	WSC(1-16)|Branch(48-282)|Xylo_C(333-504)
tr|A0A1B0CFL8|A0A1B0CFL8_LUTLO	GT|GT-A|GT-A	WSC(183-263)|Branch(295-547)|Xylo_C(581-757)
tr|A0A1I7VC87|A0A1I7VC87_LOALO	GT|GT-A|GT-A	WSC(1-79)|Branch(128-367)|Xylo_C(423-584)
tr|A0A1W4VQK2|A0A1W4VQK2_DROFC	GT|GT-A|GT-A	WSC(140-220)|Branch(252-505)|Xylo_C(539-712)
tr|A0A2C9H5T6|A0A2C9H5T6_ANOME	GT|GT-A|GT-A	WSC(20-97)|Branch(129-366)|Xylo_C(414-586)
tr|A0A2C9MAE7|A0A2C9MAE7_BIOGL	GT|GT-A|GT-A	WSC(160-240)|Branch(275-528)|Xylo_C(568-736)
tr|B0XK52|B0XK52_CULQU	GT|GT-A|GT-A	WSC(169-249)|Branch(281-496)|Xylo_C(530-707)
tr|B3M6N0|B3M6N0_DROAN	GT|GT-A|GT-A	WSC(143-223)|Branch(255-508)|Xylo_C(542-715)
tr|B4J0I5|B4J0I5_DROGR	GT|GT-A|GT-A	WSC(142-222)|Branch(255-508)|Xylo_C(542-716)
tr|B4KV08|B4KV08_DROMO	GT|GT-A|GT-A	WSC(143-223)|Branch(257-510)|Xylo_C(544-718)
tr|B4LBW6|B4LBW6_DROVI	GT|GT-A|GT-A	WSC(143-223)|Branch(256-509)|Xylo_C(543-717)
tr|B4QN38|B4QN38_DROSI	GT|GT-A|GT-A	WSC(138-218)|Branch(250-503)|Xylo_C(537-710)
tr|D7EJH3|D7EJH3_TRICA	GT|GT-A|GT-A	WSC(140-220)|Branch(252-503)|Xylo_C(537-705)
tr|E9FS29|E9FS29_DAPPU	GT|GT-A|GT-A	WSC(57-136)|Branch(166-420)|Xylo_C(460-629)
tr|H9JQ87|H9JQ87_BOMMO	GT|GT-A|GT-A	WSC(88-169)|Branch(183-386)|Xylo_C(433-595)
tr|J9JW08|J9JW08_ACYPI	GT|GT-A|GT-A	WSC(178-258)|Branch(294-544)|Xylo_C(578-753)
tr|K1Q6F9|K1Q6F9_CRAGI	GT|GT-A|GT-A	WSC(126-204)|Branch(255-489)|Xylo_C(524-698)
tr|Q172E6|Q172E6_AEDAE	GT|GT-A|GT-A	WSC(142-222)|Branch(254-509)|Xylo_C(543-717)
tr|Q2KT99|Q2KT99_DROSE	GT|GT-A|GT-A	WSC(138-218)|Branch(250-503)|Xylo_C(537-710)
tr|T1EPE3|T1EPE3_HELRO	GT|GT-A|GT-A	WSC(3-42)|Branch(176-427)|Xylo_C(661-723)
tr|T1HNX7|T1HNX7_RHOPR	GT|GT-A|GT-A	WSC(6-86)|Branch(120-373)|Xylo_C(406-576)
tr|T1INJ3|T1INJ3_STRMM	GT|GT-A|GT-A	WSC(52-132)|Branch(164-416)|Xylo_C(450-621)
tr|W5JHG0|W5JHG0_ANODA	GT|GT-A|GT-A	WSC(165-245)|Branch(277-538)|Xylo_C(571-750)
tr|A0A068YA82|A0A068YA82_ECHMU	GT|GT-A	WSC(96-176)|Branch(238-475)
tr|A0A139WSV4|A0A139WSV4_9CYAN	GT|GT-A	PANDER_like(10-69)|Branch(73-307)
tr|E5SJ52|E5SJ52_TRISP	GT|GT-A	WSC(65-109)|Branch(143-397)
tr|W6UI68|W6UI68_ECHGR	GT|GT-A	WSC(81-161)|Branch(223-460)
tr|A0A1S3JD78|A0A1S3JD78_LINUN	GT-B|GT|GT-A|GT-A	Glycosyltransferase_GTB-type(1-74)|WSC(82-124)|Branch(160-412)|Xylo_C(446-618)
tr|A0A1D6MME8|A0A1D6MME8_MAIZE	GT-A|WD40|WD40	Branch(53-398)|WD40(650-684)|WD40(652-722)
tr|A0A1I7C8P5|A0A1I7C8P5_9RHOB	GT-A|TraC	Branch(6-250)|TraC(453-512)
tr|H3DVH8|H3DVH8_PRIPA	GT-A|TPD52	Branch(12-267)|TPD52(427-487)
tr|A0A2T0VA54|A0A2T0VA54_9MICO	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Transporter|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Branch(54-256)|TMhelix(409-431)|TMhelix(441-460)|TMhelix(480-502)|TMhelix(515-537)|TMhelix(544-566)|TMhelix(570-592)|MATE_Wzx_like(417-801)|TMhelix(611-633)|TMhelix(648-670)|TMhelix(690-712)|TMhelix(725-747)|TMhelix(754-773)|TMhelix(778-800)|TMhelix(807-829)|TMhelix(839-856)
tr|A0A2A2L1M9|A0A2A2L1M9_9BILA	GT-A|TMhelix|TMhelix|Ion_trans|CAP_ED|B41|PH-like|PKc_like	Branch(2-170)|TMhelix(516-538)|TMhelix(551-570)|Ion_trans(517-768)|CAP_ED(839-953)|B41(1056-1281)|PH-like(1277-1380)|PKc_like(1417-1686)
tr|L9L9F7|L9L9F7_TUPCH	GT-A|TMhelix|GT-A|GT-A	Branch(97-304)|TMhelix(342-364)|Branch(432-639)|Branch(728-935)
tr|A0A1I2B5M4|A0A1I2B5M4_9BACT	GT-A|TMhelix	Branch(6-253)|TMhelix(171-193)
tr|A0A218XT11|A0A218XT11_PUNGR	GT-A|TMhelix	Branch(82-368)|TMhelix(413-435)
tr|S8C1G2|S8C1G2_9LAMI	GT-A|TMhelix	Branch(55-408)|TMhelix(234-256)
tr|A0A1D6KH00|A0A1D6KH00_MAIZE	GT-A|SNARE|Synaptobrevin|TMhelix	Branch(68-417)|Longin(438-552)|Synaptobrevin(558-646)|TMhelix(627-649)
tr|A0A1Y1HUA3|A0A1Y1HUA3_KLENI	GT-A|SH3	Branch(208-347)|SH3(364-411)
tr|A0A2P6NQ48|A0A2P6NQ48_9MYCE	GT-A|RicinB_lectin_2	Branch(56-312)|RicinB_lectin_2(424-499)
tr|A0A099FG69|A0A099FG69_9RHOB	GT-A|RDV-p3	Branch(4-226)|RDV-p3(469-512)
tr|R1CYE0|R1CYE0_EMIHU	GT-A|pVHL	Branch(124-329)|pVHL(520-600)
tr|A0A1I8C5U1|A0A1I8C5U1_9BILA	GT-A|PTZ00121	Branch(92-355)|PTZ00121(469-845)
tr|L1JT50|L1JT50_GUITH	GT-A|PTZ00121	Branch(8-233)|PTZ00121(374-681)
tr|M0SGM4|M0SGM4_MUSAM	GT-A|prfB	Branch(54-368)|prfB(505-868)
tr|A0A225NW55|A0A225NW55_9RHOB	GT-A|PQQ_syn_pqqE	Branch(32-241)|PQQ_syn_pqqE(441-518)
tr|A0A1R3I435|A0A1R3I435_9ROSI	GT-A|PLN03218|PLN03218	Branch(1-413)|PLN03218(463-716)|PLN03218(597-872)
tr|A0A196PG47|A0A196PG47_9RHOB	GT-A|PKc_like	Branch(4-241)|PKc_like(227-284)
tr|A0A1J0WCW6|A0A1J0WCW6_9RHOB	GT-A|PKc_like	Branch(4-241)|PKc_like(227-284)
tr|A0A132BUX2|A0A132BUX2_9RHOB	GT-A|Peptidase_S30	Branch(33-241)|Peptidase_S30(324-435)
tr|H8Z1V9|H8Z1V9_9GAMM	GT-A|PDC1_HK_sensor	Branch(3-227)|PDC1_HK_sensor(254-351)
tr|A0A1Q9EHD6|A0A1Q9EHD6_SYMMI	GT-A|Oxygenase	Branch(100-348)|2OG-FeII_Oxy_3(628-667)
tr|C3YJA0|C3YJA0_BRAFL	GT-A|NAGPA|CUB|CUB|TMhelix	Branch(15-240)|NAGPA(366-490)|CUB(502-605)|CUB(622-731)|TMhelix(790-812)
tr|A0A1B1PPT1|A0A1B1PPT1_9RHOB	GT-A|MmdA	Branch(31-250)|MmdA(415-516)
tr|A0A177W9P6|A0A177W9P6_BATDE	GT-A|GT-A|TMhelix|PTH2	Branch(191-454)|Glyco_tranf_GTA_type(537-714)|TMhelix(910-932)|PTH2(995-1088)
tr|A0A1E5UUW4|A0A1E5UUW4_9POAL	GT-A|GT-A|GT-A	Branch(16-244)|Branch(393-513)|Branch(620-849)
tr|A0A1I8GVQ4|A0A1I8GVQ4_9PLAT	GT-A|GT-A|GluZincin	Branch(239-490)|Xylo_C(556-742)|GluZincin(914-1062)
sp|Q5QQ49|XYLT2_BOVIN	GT-A|GT-A	Branch(233-485)|Xylo_C(518-701)
sp|Q5QQ50|XYLT2_CANLF	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
sp|Q5QQ51|XYLT2_PANTR	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
sp|Q5QQ54|XYLT_CIOSA	GT-A|GT-A	Branch(212-462)|Xylo_C(495-636)
sp|Q5QQ55|XYLT_CIOIN	GT-A|GT-A	Branch(214-464)|Xylo_C(497-660)
sp|Q5QQ56|XYLT1_CANLF	GT-A|GT-A	Branch(317-569)|Xylo_C(602-784)
sp|Q5QQ57|XYLT1_PANTR	GT-A|GT-A	Branch(314-566)|Xylo_C(599-779)
sp|Q86Y38|XYLT1_HUMAN	GT-A|GT-A	Branch(328-580)|Xylo_C(613-793)
sp|Q9EPI0|XYLT2_RAT	GT-A|GT-A	Branch(234-486)|Xylo_C(519-698)
sp|Q9EPI1|XYLT1_RAT	GT-A|GT-A	Branch(193-445)|Xylo_C(478-658)
sp|Q9EPL0|XYLT2_MOUSE	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
sp|Q9H1B5|XYLT2_HUMAN	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A022L137|A0A022L137_9MICO	GT-A|GT-A	Branch(31-250)|Branch(219-286)
tr|A0A0Q5R8P8|A0A0Q5R8P8_9MICO	GT-A|GT-A	Branch(35-244)|Branch(218-286)
tr|A0A0R1P0X5|A0A0R1P0X5_9LACO	GT-A|GT-A	Branch(24-229)|Branch(176-285)
tr|A0A1A6GF84|A0A1A6GF84_NEOLE	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A1D5NUI3|A0A1D5NUI3_CHICK	GT-A|GT-A	Branch(279-531)|Xylo_C(564-744)
tr|A0A1D5PJK7|A0A1D5PJK7_CHICK	GT-A|GT-A	Branch(166-418)|Xylo_C(451-631)
tr|A0A1G9VLD9|A0A1G9VLD9_9BACT	GT-A|GT-A	Branch(8-235)|Branch(176-310)
tr|A0A1H3XPY9|A0A1H3XPY9_9FIRM	GT-A|GT-A	Branch(6-258)|Glycos_transf_2(311-475)
tr|A0A1H7SLT7|A0A1H7SLT7_9FIRM	GT-A|GT-A	Branch(5-256)|Glycos_transf_2(307-473)
tr|A0A1L8EMT0|A0A1L8EMT0_XENLA	GT-A|GT-A	Branch(211-441)|Xylo_C(471-622)
tr|A0A1L8EUE4|A0A1L8EUE4_XENLA	GT-A|GT-A	Branch(210-460)|Xylo_C(493-668)
tr|A0A1M6IFZ6|A0A1M6IFZ6_PSEXY	GT-A|GT-A	Branch(6-258)|Glycos_transf_2(311-477)
tr|A0A1S2ZWG1|A0A1S2ZWG1_ERIEU	GT-A|GT-A	Branch(37-289)|Xylo_C(322-502)
tr|A0A1S3EQI9|A0A1S3EQI9_DIPOR	GT-A|GT-A	Branch(265-517)|Xylo_C(550-734)
tr|A0A1S3GXY0|A0A1S3GXY0_DIPOR	GT-A|GT-A	Branch(232-484)|Xylo_C(517-697)
tr|A0A1S3Q1U1|A0A1S3Q1U1_SALSA	GT-A|GT-A	Branch(23-274)|Xylo_C(307-488)
tr|A0A1S3R9R0|A0A1S3R9R0_SALSA	GT-A|GT-A	Branch(245-497)|Xylo_C(530-708)
tr|A0A1S3S112|A0A1S3S112_SALSA	GT-A|GT-A	Branch(50-302)|Xylo_C(335-516)
tr|A0A1S3S3P1|A0A1S3S3P1_SALSA	GT-A|GT-A	Branch(239-491)|Xylo_C(524-702)
tr|A0A1S8VFQ6|A0A1S8VFQ6_9FUNG	GT-A|GT-A	Branch(137-385)|Glyco_tranf_GTA_type(481-633)
tr|A0A1U7QC46|A0A1U7QC46_MESAU	GT-A|GT-A	Branch(233-485)|Xylo_C(518-698)
tr|A0A1U7RGU1|A0A1U7RGU1_ALLSI	GT-A|GT-A	Branch(219-471)|Xylo_C(504-684)
tr|A0A1U7SFL6|A0A1U7SFL6_TARSY	GT-A|GT-A	Branch(202-454)|Xylo_C(487-667)
tr|A0A1U7THG7|A0A1U7THG7_TARSY	GT-A|GT-A	Branch(196-448)|Xylo_C(481-661)
tr|A0A1U8CBH6|A0A1U8CBH6_MESAU	GT-A|GT-A	Branch(233-489)|Xylo_C(522-702)
tr|A0A1U8DGV0|A0A1U8DGV0_ALLSI	GT-A|GT-A	Branch(271-525)|Xylo_C(558-738)
tr|A0A1V4KTQ6|A0A1V4KTQ6_PATFA	GT-A|GT-A	Branch(253-505)|Xylo_C(538-718)
tr|A0A1V9X684|A0A1V9X684_9ACAR	GT-A|GT-A	Branch(86-359)|Xylo_C(413-574)
tr|A0A1X7UTP0|A0A1X7UTP0_AMPQE	GT-A|GT-A	Branch(198-450)|Xylo_C(485-626)
tr|A0A218UVS6|A0A218UVS6_9PASE	GT-A|GT-A	Branch(233-485)|Xylo_C(518-698)
tr|A0A218V7U9|A0A218V7U9_9PASE	GT-A|GT-A	Branch(98-518)|Xylo_C(593-773)
tr|A0A226MVP6|A0A226MVP6_CALSU	GT-A|GT-A	Branch(212-464)|Xylo_C(497-677)
tr|A0A226NNL9|A0A226NNL9_CALSU	GT-A|GT-A	Branch(222-474)|Xylo_C(507-687)
tr|A0A226PAC0|A0A226PAC0_COLVI	GT-A|GT-A	Branch(198-450)|Xylo_C(483-663)
tr|A0A226PP02|A0A226PP02_COLVI	GT-A|GT-A	Branch(204-456)|Xylo_C(489-669)
tr|A0A2B4SAQ5|A0A2B4SAQ5_STYPI	GT-A|GT-A	Branch(161-413)|Xylo_C(445-631)
tr|A0A2D0Q104|A0A2D0Q104_ICTPU	GT-A|GT-A	Branch(238-490)|Xylo_C(523-698)
tr|A0A2D0QFW1|A0A2D0QFW1_ICTPU	GT-A|GT-A	Branch(268-520)|Xylo_C(553-734)
tr|A0A2G8LHD3|A0A2G8LHD3_STIJA	GT-A|GT-A	Branch(1-226)|Xylo_C(258-303)
tr|A0A2I4AKI8|A0A2I4AKI8_9TELE	GT-A|GT-A	Branch(225-477)|Xylo_C(510-618)
tr|A0A2I4B3K6|A0A2I4B3K6_9TELE	GT-A|GT-A	Branch(245-497)|Xylo_C(530-708)
tr|A0A2K5C5V8|A0A2K5C5V8_AOTNA	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K5CBF9|A0A2K5CBF9_AOTNA	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K5IDB0|A0A2K5IDB0_COLAP	GT-A|GT-A	Branch(220-472)|Xylo_C(505-685)
tr|A0A2K5JV93|A0A2K5JV93_COLAP	GT-A|GT-A	Branch(224-476)|Xylo_C(509-689)
tr|A0A2K5N0J5|A0A2K5N0J5_CERAT	GT-A|GT-A	Branch(328-580)|Xylo_C(613-793)
tr|A0A2K5N2Y7|A0A2K5N2Y7_CERAT	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K5PET6|A0A2K5PET6_CEBCA	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K5R8L8|A0A2K5R8L8_CEBCA	GT-A|GT-A	Branch(326-578)|Xylo_C(611-791)
tr|A0A2K5YQZ1|A0A2K5YQZ1_MANLE	GT-A|GT-A	Branch(207-459)|Xylo_C(492-672)
tr|A0A2K5YXY8|A0A2K5YXY8_MANLE	GT-A|GT-A	Branch(233-485)|Xylo_C(518-698)
tr|A0A2K6BJD6|A0A2K6BJD6_MACNE	GT-A|GT-A	Branch(292-544)|Xylo_C(577-757)
tr|A0A2K6D2Y5|A0A2K6D2Y5_MACNE	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K6EZA1|A0A2K6EZA1_PROCO	GT-A|GT-A	Branch(317-569)|Xylo_C(602-782)
tr|A0A2K6G1S6|A0A2K6G1S6_PROCO	GT-A|GT-A	Branch(234-486)|Xylo_C(519-699)
tr|A0A2K6LFY0|A0A2K6LFY0_RHIBE	GT-A|GT-A	Branch(208-460)|Xylo_C(493-673)
tr|A0A2K6N4V8|A0A2K6N4V8_RHIBE	GT-A|GT-A	Branch(218-467)|Xylo_C(500-683)
tr|A0A2K6RVJ0|A0A2K6RVJ0_RHIRO	GT-A|GT-A	Branch(211-492)|Xylo_C(525-705)
tr|A0A2K6SAE4|A0A2K6SAE4_SAIBB	GT-A|GT-A	Branch(219-471)|Xylo_C(504-684)
tr|A0A2K6USB9|A0A2K6USB9_SAIBB	GT-A|GT-A	Branch(202-454)|Xylo_C(487-667)
tr|A0A2R9AQV0|A0A2R9AQV0_PANPA	GT-A|GT-A	Branch(207-459)|Xylo_C(492-672)
tr|A7SHI4|A7SHI4_NEMVE	GT-A|GT-A	Branch(80-332)|Xylo_C(367-548)
tr|B3RN58|B3RN58_TRIAD	GT-A|GT-A	Branch(4-262)|Xylo_C(293-460)
tr|B4K3I0|B4K3I0_DROGR	GT-A|GT-A	Branch(8-245)|Xylo_C(279-453)
tr|E2A5S4|E2A5S4_CAMFO	GT-A|GT-A	Branch(27-215)|Xylo_C(249-429)
tr|E4XE97|E4XE97_OIKDI	GT-A|GT-A	Branch(142-392)|Xylo_C(425-590)
tr|E7F216|E7F216_DANRE	GT-A|GT-A	Branch(245-490)|Xylo_C(523-701)
tr|F1MCL0|F1MCL0_BOVIN	GT-A|GT-A	Branch(233-485)|Xylo_C(518-701)
tr|F1N211|F1N211_BOVIN	GT-A|GT-A	Branch(197-449)|Xylo_C(482-662)
tr|F1NU53|F1NU53_CHICK	GT-A|GT-A	Branch(227-479)|Xylo_C(512-692)
tr|F1PB62|F1PB62_CANLF	GT-A|GT-A	Branch(194-446)|Xylo_C(479-661)
