tr|U6PXS4|U6PXS4_HAECO	Vps35|TMhelix|GT-A|TMhelix|TMhelix	Vps35(14-750)|TMhelix(840-862)|Glucosylceramide_synthase(880-1109)|TMhelix(1135-1157)|TMhelix(1177-1199)
tr|F8J933|F8J933_HYPSM	TMhelix|GT-A|TMhelix	TMhelix(7-29)|HpnI(35-389)|TMhelix(304-326)
tr|F9G4R0|F9G4R0_FUSOF	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(49-359)|TMhelix(401-420)
tr|G0N4C2|G0N4C2_CAEBE	TMhelix|GT-A|TMhelix	TMhelix(59-81)|Glucosylceramide_synthase(96-327)|TMhelix(352-374)
tr|G4TEV3|G4TEV3_SERID	TMhelix|GT-A|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(50-306)|TMhelix(333-355)
tr|H2MZF3|H2MZF3_ORYLA	TMhelix|GT-A|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-281)|TMhelix(315-337)
tr|H2T1G9|H2T1G9_TAKRU	TMhelix|GT-A|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-283)|TMhelix(291-313)
tr|I6YTL3|I6YTL3_MELRP	TMhelix|GT-A|TMhelix	TMhelix(5-24)|HpnI(30-366)|TMhelix(331-353)
tr|K1P724|K1P724_CRAGI	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glucosylceramide_synthase(51-279)|TMhelix(306-328)
tr|M2SYD9|M2SYD9_COCSN	TMhelix|GT-A|TMhelix	TMhelix(21-43)|Glyco_tranf_GTA_type(65-392)|TMhelix(437-459)
tr|M3ZS64|M3ZS64_XIPMA	TMhelix|GT-A|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-281)|TMhelix(315-337)
tr|Q028R9|Q028R9_SOLUE	TMhelix|GT-A|TMhelix	TMhelix(5-27)|HpnI(2-369)|TMhelix(335-357)
tr|Q17NM2|Q17NM2_AEDAE	TMhelix|GT-A|TMhelix	TMhelix(4-26)|Glucosylceramide_synthase(54-283)|TMhelix(318-340)
tr|Q1ITS1|Q1ITS1_KORVE	TMhelix|GT-A|TMhelix	TMhelix(17-39)|HpnI(26-400)|TMhelix(311-333)
tr|Q63Y95|Q63Y95_BURPS	TMhelix|GT-A|TMhelix	TMhelix(39-61)|HpnI(53-415)|TMhelix(374-393)
tr|R9P148|R9P148_PSEHS	TMhelix|GT-A|TMhelix	TMhelix(31-53)|Glyco_tranf_GTA_type(110-436)|TMhelix(478-497)
tr|S0DWN8|S0DWN8_GIBF5	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(47-356)|TMhelix(398-417)
tr|T0MWL2|T0MWL2_9EURY	TMhelix|GT-A|TMhelix	TMhelix(4-26)|BcsA(3-310)|TMhelix(321-343)
tr|A0A1V8TRW8|A0A1V8TRW8_9PEZI	TMhelix|GT-A|PHA00733	TMhelix(2-24)|Glyco_tranf_GTA_type(42-344)|PHA00733(446-499)
tr|A0A1L9WUH0|A0A1L9WUH0_ASPAC	TMhelix|GT-A|MATE_like|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(73-405)|MATE_like(431-488)|TMhelix(450-472)|TMhelix(513-535)
tr|G4VJB9|G4VJB9_SCHMA	TMhelix|GT-A|GT|TMhelix|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(53-283)|CelA(207-375)|TMhelix(287-309)|TMhelix(319-341)|TMhelix(353-372)
tr|A0A017SND7|A0A017SND7_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(66-385)|BcsA(28-519)|TMhelix(387-409)|TMhelix(429-451)|TMhelix(489-511)
tr|A0A179FJH1|A0A179FJH1_METCM	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-364)|HpnI(7-508)|TMhelix(333-355)|TMhelix(368-390)|TMhelix(405-424)
tr|A0A1L9VGW1|A0A1L9VGW1_ASPGL	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(66-384)|BcsA(28-518)|TMhelix(386-408)|TMhelix(428-450)|TMhelix(488-510)
tr|A0A1Y2BU36|A0A1Y2BU36_9FUNG	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(67-257)|HpnI(32-381)|TMhelix(280-302)|TMhelix(306-328)|TMhelix(414-436)
tr|A0A1Z5T3P7|A0A1Z5T3P7_HORWE	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(67-381)|BcsA(23-516)|TMhelix(385-407)|TMhelix(427-449)|TMhelix(476-498)
tr|A0A229YXK1|A0A229YXK1_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(70-388)|BcsA(28-520)|TMhelix(390-412)|TMhelix(438-460)|TMhelix(490-512)
tr|A0A231MBL5|A0A231MBL5_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(70-389)|BcsA(28-521)|TMhelix(391-413)|TMhelix(433-455)|TMhelix(491-513)
tr|A0A2P4N819|A0A2P4N819_QUESU	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(25-47)|Glyco_tranf_GTA_type(147-315)|BcsA(83-441)|TMhelix(342-364)|TMhelix(379-401)|TMhelix(422-444)
tr|A0A2P6RJV4|A0A2P6RJV4_ROSCH	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(148-316)|BcsA(80-464)|TMhelix(340-362)|TMhelix(377-399)|TMhelix(419-441)
tr|C4XH45|C4XH45_DESMR	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-23)|Glyco_tranf_GTA_type(100-266)|HpnI(33-377)|TMhelix(265-287)|TMhelix(297-319)|TMhelix(339-361)
tr|C5BPX4|C5BPX4_TERTT	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-22)|HpnI(2-363)|Glyco_transf_21(103-268)|TMhelix(277-299)|TMhelix(304-326)|TMhelix(339-361)
tr|W6UAJ0|W6UAJ0_ECHGR	TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(26-48)|Glucosylceramide_synthase(73-303)|Glyco_tranf_GTA_type(184-361)|TMhelix(304-326)|TMhelix(333-352)|TMhelix(367-389)
sp|I1RPI4|CEGT_GIBZE	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(51-357)|BcsA(1-500)|TMhelix(359-381)|TMhelix(401-423)
tr|A0A017T3G4|A0A017T3G4_9DELT	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(4-26)|HpnI(11-301)|Glyco_tranf_GTA_type(150-291)|TMhelix(301-323)|TMhelix(338-360)
tr|A0A059JB07|A0A059JB07_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(69-387)|HpnI(28-529)|TMhelix(389-414)|TMhelix(429-451)
tr|A0A0J6Y4Z6|A0A0J6Y4Z6_COCIT	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(24-46)|Glyco_tranf_GTA_type(73-381)|BcsA(45-523)|TMhelix(384-406)|TMhelix(421-443)
tr|A0A0J8TM13|A0A0J8TM13_COCIT	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(24-46)|Glyco_tranf_GTA_type(73-381)|BcsA(45-523)|TMhelix(384-406)|TMhelix(421-443)
tr|A0A0L0AQT5|A0A0L0AQT5_9ENTR	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(4-25)|Glyco_transf_21(98-264)|HpnI(37-371)|TMhelix(260-282)|TMhelix(292-314)
tr|A0A101MFN1|A0A101MFN1_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(68-386)|BcsA(22-520)|TMhelix(430-452)|TMhelix(498-520)
tr|A0A165AFB6|A0A165AFB6_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(35-57)|Glyco_tranf_GTA_type(81-400)|BcsA(30-538)|TMhelix(438-460)|TMhelix(499-521)
tr|A0A167E4U6|A0A167E4U6_9ASCO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(64-86)|Glucosylceramide_synthase(107-341)|BcsA(53-483)|TMhelix(352-374)|TMhelix(389-411)
tr|A0A175W379|A0A175W379_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(59-359)|BcsA(7-494)|TMhelix(361-383)|TMhelix(398-419)
tr|A0A194W3F0|A0A194W3F0_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(57-355)|BcsA(3-492)|TMhelix(357-379)|TMhelix(394-413)
tr|A0A194XDD6|A0A194XDD6_9HELO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glyco_tranf_GTA_type(52-370)|BcsA(1-503)|TMhelix(372-394)|TMhelix(409-430)
tr|A0A1B3MB95|A0A1B3MB95_9RHIZ	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_transf_21(104-269)|HpnI(6-370)|TMhelix(279-301)|TMhelix(305-327)
tr|A0A1B8AMG9|A0A1B8AMG9_FUSPO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(51-357)|BcsA(29-500)|TMhelix(359-381)|TMhelix(401-423)
tr|A0A1B8C021|A0A1B8C021_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(29-51)|Glyco_tranf_GTA_type(76-382)|HpnI(31-516)|TMhelix(384-406)|TMhelix(421-442)
tr|A0A1B8DFA8|A0A1B8DFA8_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(29-51)|Glyco_tranf_GTA_type(76-382)|HpnI(31-516)|TMhelix(384-406)|TMhelix(421-442)
tr|A0A1B8E7N2|A0A1B8E7N2_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(28-50)|Glyco_tranf_GTA_type(76-384)|HpnI(30-518)|TMhelix(386-408)|TMhelix(421-443)
tr|A0A1B8EN09|A0A1B8EN09_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(30-52)|Glyco_tranf_GTA_type(77-383)|HpnI(32-517)|TMhelix(385-407)|TMhelix(422-443)
tr|A0A1B8GLC1|A0A1B8GLC1_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(29-51)|Glyco_tranf_GTA_type(76-382)|HpnI(31-516)|TMhelix(384-406)|TMhelix(421-442)
tr|A0A1E3Q7F0|A0A1E3Q7F0_LIPST	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(59-294)|HpnI(22-436)|TMhelix(297-319)|TMhelix(329-351)
tr|A0A1G4BKB1|A0A1G4BKB1_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(13-35)|Glyco_tranf_GTA_type(55-359)|HpnI(8-507)|TMhelix(373-395)|TMhelix(410-432)
tr|A0A1J9RK77|A0A1J9RK77_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(76-398)|BcsA(49-530)|TMhelix(404-426)|TMhelix(441-463)
tr|A0A1L9MXV9|A0A1L9MXV9_ASPTU	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(70-385)|HpnI(25-526)|TMhelix(437-459)|TMhelix(498-516)
tr|A0A1L9ULF8|A0A1L9ULF8_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(70-385)|BcsA(28-515)|TMhelix(437-459)|TMhelix(492-514)
tr|A0A1N7QE83|A0A1N7QE83_9RHOB	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(42-271)|HpnB(115-365)|TMhelix(275-297)|TMhelix(307-326)
tr|A0A1Q5UA02|A0A1Q5UA02_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(66-384)|HpnI(24-534)|TMhelix(428-450)|TMhelix(495-517)
tr|A0A1Q8RRC2|A0A1Q8RRC2_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(47-361)|BcsA(9-498)|TMhelix(365-387)|TMhelix(402-424)
tr|A0A1V6NUN2|A0A1V6NUN2_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(66-384)|HpnI(24-535)|TMhelix(428-450)|TMhelix(496-518)
tr|A0A1V6QHI4|A0A1V6QHI4_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(23-45)|Glyco_tranf_GTA_type(67-387)|HpnI(17-538)|TMhelix(437-459)|TMhelix(499-521)
tr|A0A1V6TCI6|A0A1V6TCI6_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(65-380)|BcsA(23-513)|TMhelix(422-444)|TMhelix(491-513)
tr|A0A1W6MUM4|A0A1W6MUM4_9RHIZ	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(11-33)|Glyco_transf_21(112-274)|HpnI(11-378)|TMhelix(301-323)|TMhelix(338-360)
tr|A0A2B7XVC7|A0A2B7XVC7_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(36-58)|Glyco_tranf_GTA_type(83-400)|BcsA(36-539)|TMhelix(440-462)|TMhelix(512-534)
tr|A0A2B7YXG1|A0A2B7YXG1_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(33-55)|Glyco_tranf_GTA_type(82-389)|BcsA(34-524)|TMhelix(392-414)|TMhelix(434-456)
tr|A0A2B7Z1D7|A0A2B7Z1D7_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(23-45)|Glyco_tranf_GTA_type(72-382)|BcsA(20-510)|TMhelix(421-443)|TMhelix(481-503)
tr|A0A2G5HG78|A0A2G5HG78_CERBT	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(67-369)|BcsA(48-505)|TMhelix(371-393)|TMhelix(408-429)
tr|A0A2I0RT97|A0A2I0RT97_9PEZI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(67-369)|BcsA(24-515)|TMhelix(386-408)|TMhelix(412-434)
tr|A0A2I2FZA4|A0A2I2FZA4_9EURO	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(62-369)|HpnI(17-511)|TMhelix(413-435)|TMhelix(478-500)
tr|A0A2P4IAP9|A0A2P4IAP9_QUESU	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(71-369)|BcsA(27-495)|TMhelix(371-393)|TMhelix(408-429)
tr|A0A2S9PC14|A0A2S9PC14_YERPE	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(4-21)|Glyco_transf_21(98-265)|HpnI(38-380)|TMhelix(274-296)|TMhelix(306-328)
tr|B2B6D9|B2B6D9_PODAN	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(59-360)|BcsA(8-495)|TMhelix(364-386)|TMhelix(401-420)
tr|B7P2M8|B7P2M8_IXOSC	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(55-285)|BcsA(1-397)|TMhelix(294-316)|TMhelix(320-342)
tr|D5GPD6|D5GPD6_TUBMM	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(32-54)|Glyco_tranf_GTA_type(78-380)|BcsA(32-512)|TMhelix(384-406)|TMhelix(421-443)
tr|E3QTS8|E3QTS8_COLGM	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(13-35)|Glyco_tranf_GTA_type(55-366)|BcsA(14-499)|TMhelix(370-392)|TMhelix(407-429)
tr|E4UUD3|E4UUD3_ARTGP	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(69-391)|HpnI(57-533)|TMhelix(393-415)|TMhelix(439-461)
tr|E9DBG5|E9DBG5_COCPS	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(24-46)|Glyco_tranf_GTA_type(73-381)|BcsA(45-523)|TMhelix(384-406)|TMhelix(421-443)
tr|E9E2G8|E9E2G8_METAQ	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-365)|HpnI(7-509)|TMhelix(369-391)|TMhelix(406-425)
tr|E9EKH7|E9EKH7_METRA	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-365)|HpnI(7-509)|TMhelix(369-391)|TMhelix(406-425)
tr|F2SMS8|F2SMS8_TRIRC	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(22-44)|Glyco_tranf_GTA_type(69-387)|HpnI(28-529)|TMhelix(389-411)|TMhelix(431-451)
tr|F7A1T4|F7A1T4_CIOIN	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glucosylceramide_synthase(58-289)|HpnI(6-400)|TMhelix(290-312)|TMhelix(322-344)
tr|G3JU70|G3JU70_CORMM	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(13-35)|Glyco_tranf_GTA_type(51-358)|HpnI(9-502)|TMhelix(401-423)|TMhelix(463-485)
tr|G3Y0I2|G3Y0I2_ASPNA	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(26-48)|Glyco_tranf_GTA_type(70-385)|HpnI(25-526)|TMhelix(437-459)|TMhelix(492-514)
tr|G9P4V5|G9P4V5_HYPAI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(51-359)|HpnI(6-495)|TMhelix(363-385)|TMhelix(400-422)
tr|H1V3L5|H1V3L5_COLHI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(13-35)|Glyco_tranf_GTA_type(55-357)|HpnI(55-505)|TMhelix(371-393)|TMhelix(408-430)
tr|H2IXU5|H2IXU5_RAHAC	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(5-27)|Glucosylceramide_synthase(46-273)|HpnB(201-364)|TMhelix(276-298)|TMhelix(308-330)
tr|H2ZUE9|H2ZUE9_LATCH	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-280)|Glyco_tranf_GTA_type(164-329)|TMhelix(315-337)|TMhelix(352-369)
tr|J3K8I2|J3K8I2_COCIM	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(24-46)|Glyco_tranf_GTA_type(73-381)|BcsA(45-523)|TMhelix(384-406)|TMhelix(421-443)
tr|J7QM12|J7QM12_METSZ	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_transf_21(107-272)|HpnI(7-381)|TMhelix(300-322)|TMhelix(337-359)
tr|L2FIG2|L2FIG2_COLGN	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(55-365)|BcsA(1-498)|TMhelix(370-392)|TMhelix(407-429)
tr|L8FXK1|L8FXK1_PSED2	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(29-51)|Glyco_tranf_GTA_type(76-382)|HpnI(31-516)|TMhelix(384-406)|TMhelix(421-442)
tr|M2MRQ0|M2MRQ0_BAUPA	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(23-45)|Glyco_tranf_GTA_type(66-370)|BcsA(19-509)|TMhelix(387-409)|TMhelix(413-430)
tr|M2YN81|M2YN81_DOTSN	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(67-368)|BcsA(19-519)|TMhelix(370-392)|TMhelix(405-427)
tr|N1JJK4|N1JJK4_BLUG1	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(15-37)|Glyco_tranf_GTA_type(62-368)|BcsA(24-500)|TMhelix(411-433)|TMhelix(466-488)
tr|N4VJU9|N4VJU9_COLOR	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(55-362)|HpnI(10-500)|TMhelix(366-388)|TMhelix(408-427)
tr|Q6CF73|Q6CF73_YARLI	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(52-74)|Glucosylceramide_synthase(94-398)|BcsA(51-545)|TMhelix(400-422)|TMhelix(432-454)
tr|Q9W297|Q9W297_DROME	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-281)|BcsA(4-399)|TMhelix(282-304)|TMhelix(319-338)
tr|R7Z5H8|R7Z5H8_CONA1	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(5-24)|Glyco_tranf_GTA_type(51-362)|HpnI(13-503)|TMhelix(405-427)|TMhelix(470-489)
tr|W5LJZ0|W5LJZ0_ASTMX	TMhelix|GT-A|GT-A|TMhelix|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(52-274)|BcsA(1-383)|TMhelix(316-338)|TMhelix(353-372)
tr|A0A182JQ40|A0A182JQ40_9DIPT	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-398)|TMhelix(317-339)|CTNNB1_binding(450-515)|SOX-TCF_HMG-box(819-890)
tr|A0A182MYU6|A0A182MYU6_9DIPT	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-419)|TMhelix(317-339)|CTNNB1_binding(454-655)|SOX-TCF_HMG-box(836-907)
tr|A0A182P5V0|A0A182P5V0_9DIPT	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-391)|TMhelix(317-339)|CTNNB1_binding(415-480)|SOX-TCF_HMG-box(785-856)
tr|A0A182RD16|A0A182RD16_ANOFN	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-396)|TMhelix(317-339)|CTNNB1_binding(453-522)|SOX-TCF_HMG-box(832-903)
tr|A0A182WZU2|A0A182WZU2_ANOQN	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-397)|TMhelix(317-339)|CTNNB1_binding(438-503)|SOX-TCF_HMG-box(805-876)
tr|A0A182Y1G3|A0A182Y1G3_ANOST	TMhelix|GT-A|GT-A|TMhelix|CTNNB1_binding|SOX-TCF_HMG-box	TMhelix(5-27)|Glucosylceramide_synthase(52-281)|BcsA(1-396)|TMhelix(317-339)|CTNNB1_binding(450-519)|SOX-TCF_HMG-box(821-892)
tr|A0A068Y8N4|A0A068Y8N4_ECHMU	TMhelix|GT-A|GT-A|TMhelix	TMhelix(10-32)|Glucosylceramide_synthase(51-281)|Glyco_tranf_GTA_type(162-339)|TMhelix(311-330)
tr|A0A0P7G9V7|A0A0P7G9V7_9XANT	TMhelix|GT-A|GT-A|TMhelix	TMhelix(10-29)|HpnI(3-387)|Glyco_transf_21(114-280)|TMhelix(293-315)
tr|A0A135V6R9|A0A135V6R9_9PEZI	TMhelix|GT-A|GT-A|TMhelix	TMhelix(10-32)|Glyco_tranf_GTA_type(55-358)|HpnI(8-506)|TMhelix(411-433)
tr|A0A179UE57|A0A179UE57_BLAGS	TMhelix|GT-A|GT-A|TMhelix	TMhelix(36-58)|Glyco_tranf_GTA_type(84-394)|BcsA(36-529)|TMhelix(442-464)
tr|A0A1E3BIS2|A0A1E3BIS2_9EURO	TMhelix|GT-A|GT-A|TMhelix	TMhelix(20-42)|Glyco_tranf_GTA_type(66-384)|BcsA(28-538)|TMhelix(426-448)
tr|A0A1I7SWI4|A0A1I7SWI4_BURXY	TMhelix|GT-A|GT-A|TMhelix	TMhelix(67-89)|Glucosylceramide_synthase(109-337)|Glyco_tranf_GTA_type(219-393)|TMhelix(371-393)
tr|A1CAA5|A1CAA5_ASPCL	TMhelix|GT-A|GT-A|TMhelix	TMhelix(20-39)|Glyco_tranf_GTA_type(55-373)|BcsA(22-505)|TMhelix(417-439)
tr|B2IE80|B2IE80_BEII9	TMhelix|GT-A|GT-A|TMhelix	TMhelix(28-50)|Glyco_transf_21(136-300)|HpnI(40-405)|TMhelix(329-351)
tr|B6QFS4|B6QFS4_TALMQ	TMhelix|GT-A|GT-A|TMhelix	TMhelix(31-53)|Glyco_tranf_GTA_type(73-380)|BcsA(28-543)|TMhelix(430-452)
tr|C5GHT5|C5GHT5_AJEDR	TMhelix|GT-A|GT-A|TMhelix	TMhelix(37-59)|Glyco_tranf_GTA_type(84-394)|BcsA(36-529)|TMhelix(442-464)
tr|A0A135TNV6|A0A135TNV6_9PEZI	TMhelix|GT-A|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(55-358)|HpnI(8-512)
tr|A0A136J8W0|A0A136J8W0_9PEZI	TMhelix|GT-A|GT-A	TMhelix(7-27)|Glyco_tranf_GTA_type(52-370)|HpnI(8-519)
tr|A0A150VGG4|A0A150VGG4_9PEZI	TMhelix|GT-A|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(66-369)|HpnI(25-504)
tr|A0A1B0GEL2|A0A1B0GEL2_GLOMM	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(51-359)|HpnI(51-465)
tr|A0A1I4BFZ3|A0A1I4BFZ3_9RHIZ	TMhelix|GT-A|GT-A	TMhelix(12-34)|HpnI(2-375)|Glyco_transf_21(109-270)
tr|A0A1V8V6H8|A0A1V8V6H8_9PEZI	TMhelix|GT-A|GT-A	TMhelix(22-44)|Glyco_tranf_GTA_type(64-366)|BcsA(32-496)
tr|A0A1X7S305|A0A1X7S305_ZYMTR	TMhelix|GT-A|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(66-368)|BcsA(26-513)
tr|A0A1Y2A9R3|A0A1Y2A9R3_9PLEO	TMhelix|GT-A|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(66-386)|BcsA(21-549)
tr|A0A2H3I219|A0A2H3I219_9EURO	TMhelix|GT-A|GT-A	TMhelix(31-53)|Glyco_tranf_GTA_type(73-379)|BcsA(21-534)
