tr|A0A2P6TT09|A0A2P6TT09_CHLSO	WD40|WD40|GH43_62_32_68_117_130|GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	WD40(14-197)|WD40(8-418)|GH43_62_32_68_117_130(771-941)|GH43_62_32_68_117_130(1156-1349)|TMhelix(1435-1452)|TMhelix(1542-1564)|Glyco_transf_64(1581-1822)
tr|D8SBV5|D8SBV5_SELML	GT-A	Glyco_transf_64(18-270)
tr|D8T6I2|D8T6I2_SELML	GT-A	Glyco_transf_64(65-312)
tr|D8T6P4|D8T6P4_SELML	GT-A	Glyco_transf_64(65-312)
tr|E1ZBH6|E1ZBH6_CHLVA	GT-A	Glyco_transf_64(3-200)
tr|F0YN83|F0YN83_AURAN	GT-A	Glyco_transf_64(223-315)
tr|F1MJ27|F1MJ27_BOVIN	GT-A	Glyco_transf_64(66-317)
tr|F2ULD9|F2ULD9_SALR5	GT-A	Glyco_transf_64(458-702)
tr|F4PD97|F4PD97_BATDJ	GT-A	Glyco_transf_64(3-271)
tr|F6H2V5|F6H2V5_VITVI	GT-A	Glyco_transf_64(45-305)
tr|F6HC06|F6HC06_VITVI	GT-A	Glyco_transf_64(78-329)
tr|F6UQB0|F6UQB0_XENTR	GT-A	Glyco_transf_64(66-317)
tr|F7DWS0|F7DWS0_MONDO	GT-A	Glyco_transf_64(67-318)
tr|F7FF04|F7FF04_ORNAN	GT-A	Glyco_transf_64(66-317)
tr|F9WWW1|F9WWW1_ZYMTI	GT-A	Glyco_transf_64(73-311)
tr|G0RBF3|G0RBF3_HYPJQ	GT-A	Glyco_transf_64(87-331)
tr|G0RK75|G0RK75_HYPJQ	GT-A	Glyco_transf_64(49-289)
tr|G1KBJ7|G1KBJ7_ANOCA	GT-A	Glyco_transf_64(66-317)
tr|G2XJQ6|G2XJQ6_VERDV	GT-A	Glyco_transf_64(14-256)
tr|G3NF53|G3NF53_GASAC	GT-A	Glyco_transf_64(2-215)
tr|G5AYQ5|G5AYQ5_HETGA	GT-A	Glyco_transf_64(53-304)
tr|G7I564|G7I564_MEDTR	GT-A	Glyco_transf_64(17-271)
tr|G7NV33|G7NV33_MACFA	GT-A	Glyco_transf_64(53-304)
tr|G9N524|G9N524_HYPVG	GT-A	Glyco_transf_64(91-335)
tr|G9NG03|G9NG03_HYPAI	GT-A	Glyco_transf_64(96-340)
tr|H2ZE25|H2ZE25_CIOSA	GT-A	Glyco_transf_64(67-307)
tr|H3EV23|H3EV23_PRIPA	GT-A	Glyco_transf_64(2-158)
tr|H3EYX9|H3EYX9_PRIPA	GT-A	Glyco_transf_64(93-275)
tr|H3EYY2|H3EYY2_PRIPA	GT-A	Glyco_transf_64(42-251)
tr|H3FWH0|H3FWH0_PRIPA	GT-A	Glyco_transf_64(264-499)
tr|I1CI88|I1CI88_RHIO9	GT-A	Glyco_transf_64(53-294)
tr|I1I8L8|I1I8L8_BRADI	GT-A	Glyco_transf_64(50-317)
tr|I1JI68|I1JI68_SOYBN	GT-A	Glyco_transf_64(72-323)
tr|I1M7W5|I1M7W5_SOYBN	GT-A	Glyco_transf_64(74-325)
tr|I1MD27|I1MD27_SOYBN	GT-A	Glyco_transf_64(46-304)
tr|I1Q525|I1Q525_ORYGL	GT-A	Glyco_transf_64(91-333)
tr|I1QK90|I1QK90_ORYGL	GT-A	Glyco_transf_64(49-309)
tr|J3MHF3|J3MHF3_ORYBR	GT-A	Glyco_transf_64(13-263)
tr|J3MUI0|J3MUI0_ORYBR	GT-A	Glyco_transf_64(41-292)
tr|J4KMJ9|J4KMJ9_BEAB2	GT-A	Glyco_transf_64(46-228)
tr|K0TNV6|K0TNV6_THAOC	GT-A	Glyco_transf_64(159-339)
tr|K3YIF0|K3YIF0_SETIT	GT-A	Glyco_transf_64(53-323)
tr|K7FK96|K7FK96_PELSI	GT-A	Glyco_transf_64(1-184)
tr|K7IBC9|K7IBC9_CAEJA	GT-A	Glyco_transf_64(71-305)
tr|K7UC91|K7UC91_MAIZE	GT-A	Glyco_transf_64(52-315)
tr|L1IU23|L1IU23_GUITH	GT-A	Glyco_transf_64(332-592)
tr|L1JPH3|L1JPH3_GUITH	GT-A	Glyco_transf_64(45-192)
tr|L8YBL2|L8YBL2_TUPCH	GT-A	Glyco_transf_64(53-303)
tr|L9KJ85|L9KJ85_TUPCH	GT-A	Glyco_transf_64(1-228)
tr|M0RKG8|M0RKG8_MUSAM	GT-A	Glyco_transf_64(72-334)
tr|M0S416|M0S416_MUSAM	GT-A	Glyco_transf_64(45-311)
tr|M0XQE2|M0XQE2_HORVV	GT-A	Glyco_transf_64(50-308)
tr|M1VUZ1|M1VUZ1_CLAP2	GT-A	Glyco_transf_64(92-331)
tr|M4AMK6|M4AMK6_XIPMA	GT-A	Glyco_transf_64(72-331)
tr|M4CSK2|M4CSK2_BRARP	GT-A	Glyco_transf_64(70-321)
tr|M4CW86|M4CW86_BRARP	GT-A	Glyco_transf_64(55-319)
tr|M5X0V2|M5X0V2_PRUPE	GT-A	Glyco_transf_64(69-320)
tr|M8A8W5|M8A8W5_TRIUA	GT-A	Glyco_transf_64(52-230)
tr|N1RAM7|N1RAM7_FUSC4	GT-A	Glyco_transf_64(110-352)
tr|N1RDL2|N1RDL2_FUSC4	GT-A	Glyco_transf_64(5-247)
tr|N4URE7|N4URE7_FUSC1	GT-A	Glyco_transf_64(64-296)
tr|Q4E297|Q4E297_TRYCC	GT-A	Glyco_transf_64(100-190)
tr|Q4E376|Q4E376_TRYCC	GT-A	Glyco_transf_64(63-153)
tr|Q6GQ89|Q6GQ89_XENLA	GT-A	Glyco_transf_64(60-311)
tr|R1DI09|R1DI09_EMIHU	GT-A	Glyco_transf_64(49-278)
tr|R1EPN1|R1EPN1_EMIHU	GT-A	Glyco_transf_64(161-426)
tr|R1EVQ6|R1EVQ6_EMIHU	GT-A	Glyco_transf_64(1-251)
tr|T1GVD8|T1GVD8_MEGSC	GT-A	Glyco_transf_64(1-218)
tr|T1HZB8|T1HZB8_RHOPR	GT-A	Glyco_transf_64(1-192)
tr|U5HB62|U5HB62_USTV1	GT-A	Glyco_transf_64(54-335)
tr|V7B7C5|V7B7C5_PHAVU	GT-A	Glyco_transf_64(71-322)
tr|V7CQH2|V7CQH2_PHAVU	GT-A	Glyco_transf_64(46-302)
tr|V8P6Q5|V8P6Q5_OPHHA	GT-A	Glyco_transf_64(111-356)
tr|V8PI85|V8PI85_OPHHA	GT-A	Glyco_transf_64(53-304)
tr|W1NMP2|W1NMP2_AMBTC	GT-A	Glyco_transf_64(14-220)
tr|W1PWI5|W1PWI5_AMBTC	GT-A	Glyco_transf_64(56-304)
tr|W5KYT6|W5KYT6_ASTMX	GT-A	Glyco_transf_64(43-288)
tr|W5LVK2|W5LVK2_LEPOC	GT-A	Glyco_transf_64(63-314)
tr|W6UEQ7|W6UEQ7_ECHGR	GT-A	Glyco_transf_64(451-684)
tr|W7TGW9|W7TGW9_9STRA	GT-A	Glyco_transf_64(26-193)
tr|A0A0D3FMJ0|A0A0D3FMJ0_9ORYZ	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(42-202)|TMhelix(295-317)|TMhelix(378-400)|Glyco_transf_64(417-645)
tr|A0A0D9ZBQ4|A0A0D9ZBQ4_9ORYZ	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(208-368)|TMhelix(461-483)|TMhelix(544-566)|Glyco_transf_64(583-811)
tr|A0A0E0D4N3|A0A0E0D4N3_9ORYZ	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(121-281)|TMhelix(374-396)|TMhelix(457-479)|Glyco_transf_64(496-724)
tr|A0A0E0NZP0|A0A0E0NZP0_ORYRU	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(121-281)|TMhelix(374-396)|TMhelix(457-479)|Glyco_transf_64(496-724)
tr|A0A161ZAC2|A0A161ZAC2_DAUCA	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(219-263)|TMhelix(371-393)|TMhelix(452-474)|Glyco_transf_64(491-719)
tr|A0A1D5RSY5|A0A1D5RSY5_WHEAT	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(122-271)|TMhelix(377-396)|TMhelix(458-480)|Glyco_transf_64(497-731)
tr|A0A1D5SG31|A0A1D5SG31_WHEAT	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(122-254)|TMhelix(377-396)|TMhelix(458-480)|Glyco_transf_64(497-731)
tr|A0A1D5SY93|A0A1D5SY93_WHEAT	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(125-257)|TMhelix(380-399)|TMhelix(461-483)|Glyco_transf_64(500-734)
tr|A0A1D6KZL8|A0A1D6KZL8_MAIZE	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(119-286)|TMhelix(374-396)|TMhelix(455-477)|Glyco_transf_64(494-722)
tr|A0A1Y1IVN0|A0A1Y1IVN0_KLENI	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(181-254)|TMhelix(425-447)|TMhelix(545-567)|Glyco_transf_64(588-829)
tr|A0A200R9N7|A0A200R9N7_9MAGN	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(36-97)|TMhelix(195-217)|TMhelix(273-295)|Glyco_transf_64(312-540)
tr|A0A287GF19|A0A287GF19_HORVV	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(116-248)|TMhelix(377-399)|TMhelix(452-474)|Glyco_transf_64(491-725)
tr|A0A2I0ANZ5|A0A2I0ANZ5_9ASPA	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(180-292)|TMhelix(384-406)|TMhelix(466-488)|Glyco_transf_64(505-736)
tr|A0A2K3N3G7|A0A2K3N3G7_TRIPR	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(2-155)|TMhelix(255-277)|TMhelix(334-356)|Glyco_transf_64(373-602)
tr|B9T3V5|B9T3V5_RICCO	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(23-243)|TMhelix(343-365)|TMhelix(419-441)|Glyco_transf_64(458-695)
tr|E1ZQC7|E1ZQC7_CHLVA	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(123-266)|TMhelix(373-395)|TMhelix(493-515)|Glyco_transf_64(541-807)
tr|I1NVX6|I1NVX6_ORYGL	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(121-281)|TMhelix(374-396)|TMhelix(457-479)|Glyco_transf_64(496-724)
tr|I1PEG3|I1PEG3_ORYGL	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(36-196)|TMhelix(289-311)|TMhelix(372-394)|Glyco_transf_64(411-639)
tr|J3LRM8|J3LRM8_ORYBR	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(39-97)|TMhelix(196-218)|TMhelix(273-295)|Glyco_transf_64(312-540)
tr|K3Z439|K3Z439_SETIT	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(124-256)|TMhelix(379-398)|TMhelix(459-481)|Glyco_transf_64(498-735)
tr|M4EJ22|M4EJ22_BRARP	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(46-270)|TMhelix(353-375)|TMhelix(432-454)|Glyco_transf_64(471-699)
tr|Q9AUK5|Q9AUK5_ORYSJ	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(121-281)|TMhelix(374-396)|TMhelix(457-479)|Glyco_transf_64(496-724)
tr|U5DEA5|U5DEA5_AMBTC	GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	GH43_62_32_68_117_130(164-277)|TMhelix(376-398)|TMhelix(447-469)|Glyco_transf_64(489-720)
tr|A0A2P6TC59|A0A2P6TC59_CHLSO	GH43_62_32_68_117_130|GT-A	GH43_62_32_68_117_130(73-244)|Glyco_transf_64(548-812)
tr|A0A0V1CQE6|A0A0V1CQE6_TRIBR	Exotosin|GT-A|Protein_Kinase	Exostosin(97-390)|Glyco_transf_64(473-698)|PKc_CLK(1449-1764)
tr|A0A0V1P4H6|A0A0V1P4H6_9BILA	Exotosin|GT-A|Protein_Kinase	Exostosin(97-390)|Glyco_transf_64(498-723)|PKc_CLK(1505-1834)
sp|Q5IGR7|EXT1B_DANRE	Exotosin|GT-A	Exostosin(105-391)|Glyco_transf_64(475-720)
sp|Q5IGR8|EXT1A_DANRE	Exotosin|GT-A	Exostosin(94-380)|Glyco_transf_64(464-709)
sp|Q92935|EXTL1_HUMAN	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
sp|Q9JKV7|EXTL1_MOUSE	Exotosin|GT-A	Exostosin(89-328)|Glyco_transf_64(412-648)
sp|Q9V730|EXT1_DROME	Exotosin|GT-A	Exostosin(102-393)|Glyco_transf_64(477-737)
tr|A0A067RCJ2|A0A067RCJ2_ZOONE	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-434)
tr|A0A068XGB3|A0A068XGB3_HYMMI	Exotosin|GT-A	Exostosin(80-381)|Glyco_transf_64(484-677)
tr|A0A088AHS9|A0A088AHS9_APIME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A0H5S335|A0A0H5S335_BRUMA	Exotosin|GT-A	Exostosin(62-348)|Glyco_transf_64(418-610)
tr|A0A0K0IMY2|A0A0K0IMY2_BRUMA	Exotosin|GT-A	Exostosin(70-331)|Glyco_transf_64(404-644)
tr|A0A132A7Y9|A0A132A7Y9_SARSC	Exotosin|GT-A	Exostosin(2-45)|Glyco_transf_64(129-335)
tr|A0A132ALH0|A0A132ALH0_SARSC	Exotosin|GT-A	Exostosin(70-367)|Glyco_transf_64(451-606)
tr|A0A151X210|A0A151X210_9HYME	Exotosin|GT-A	Exostosin(95-371)|Glyco_transf_64(444-685)
tr|A0A151XCD1|A0A151XCD1_9HYME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A154P490|A0A154P490_9HYME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A158NFT9|A0A158NFT9_ATTCE	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A182E7Y3|A0A182E7Y3_ONCOC	Exotosin|GT-A	Exostosin(220-452)|Glyco_transf_64(486-721)
tr|A0A182FLZ3|A0A182FLZ3_ANOAL	Exotosin|GT-A	Exostosin(6-75)|Glyco_transf_64(159-406)
tr|A0A182J6X1|A0A182J6X1_9DIPT	Exotosin|GT-A	Exostosin(6-75)|Glyco_transf_64(159-406)
tr|A0A182KGA4|A0A182KGA4_9DIPT	Exotosin|GT-A	Exostosin(3-222)|Glyco_transf_64(296-537)
tr|A0A182N0E2|A0A182N0E2_9DIPT	Exotosin|GT-A	Exostosin(129-494)|Glyco_transf_64(568-809)
tr|A0A182QS07|A0A182QS07_9DIPT	Exotosin|GT-A	Exostosin(134-438)|Glyco_transf_64(512-753)
tr|A0A182U8N0|A0A182U8N0_9DIPT	Exotosin|GT-A	Exostosin(3-224)|Glyco_transf_64(298-539)
tr|A0A182YCN9|A0A182YCN9_ANOST	Exotosin|GT-A	Exostosin(28-326)|Glyco_transf_64(400-641)
tr|A0A195AVY7|A0A195AVY7_9HYME	Exotosin|GT-A	Exostosin(3-259)|Glyco_transf_64(332-573)
tr|A0A195B1Y1|A0A195B1Y1_9HYME	Exotosin|GT-A	Exostosin(22-304)|Glyco_transf_64(384-622)
tr|A0A195CH61|A0A195CH61_9HYME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A195D328|A0A195D328_9HYME	Exotosin|GT-A	Exostosin(3-259)|Glyco_transf_64(332-573)
tr|A0A195E7J8|A0A195E7J8_9HYME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A195F1G4|A0A195F1G4_9HYME	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|A0A195FJA5|A0A195FJA5_9HYME	Exotosin|GT-A	Exostosin(71-347)|Glyco_transf_64(420-661)
tr|A0A1A6GBM5|A0A1A6GBM5_NEOLE	Exotosin|GT-A	Exostosin(94-327)|Glyco_transf_64(413-649)
tr|A0A1A9VGR4|A0A1A9VGR4_GLOAU	Exotosin|GT-A	Exostosin(91-247)|Glyco_transf_64(376-612)
tr|A0A1A9X793|A0A1A9X793_GLOFF	Exotosin|GT-A	Exostosin(91-365)|Glyco_transf_64(440-681)
tr|A0A1A9YUI6|A0A1A9YUI6_GLOMM	Exotosin|GT-A	Exostosin(91-365)|Glyco_transf_64(440-679)
tr|A0A1B0C1J1|A0A1B0C1J1_9MUSC	Exotosin|GT-A	Exostosin(91-365)|Glyco_transf_64(440-681)
tr|A0A1B0DLN9|A0A1B0DLN9_PHLPP	Exotosin|GT-A	Exostosin(21-261)|Glyco_transf_64(335-481)
tr|A0A1D2NKG5|A0A1D2NKG5_ORCCI	Exotosin|GT-A	Exostosin(128-396)|Glyco_transf_64(479-720)
tr|A0A1D5NU38|A0A1D5NU38_CHICK	Exotosin|GT-A	Exostosin(106-390)|Glyco_transf_64(474-719)
tr|A0A1D5P197|A0A1D5P197_CHICK	Exotosin|GT-A	Exostosin(100-384)|Glyco_transf_64(470-713)
tr|A0A1I7VWA3|A0A1I7VWA3_LOALO	Exotosin|GT-A	Exostosin(77-363)|Glyco_transf_64(445-659)
tr|A0A1I8CMW1|A0A1I8CMW1_9BILA	Exotosin|GT-A	Exostosin(7-37)|Glyco_transf_64(198-432)
tr|A0A1I8CXQ5|A0A1I8CXQ5_9BILA	Exotosin|GT-A	Exostosin(94-146)|Glyco_transf_64(236-474)
tr|A0A1I8FPV9|A0A1I8FPV9_9PLAT	Exotosin|GT-A	Exostosin(33-188)|Glyco_transf_64(346-573)
tr|A0A1I8GPJ8|A0A1I8GPJ8_9PLAT	Exotosin|GT-A	Exostosin(137-299)|Glyco_transf_64(387-584)
tr|A0A1I8GZR9|A0A1I8GZR9_9PLAT	Exotosin|GT-A	Exostosin(103-407)|Glyco_transf_64(523-732)
tr|A0A1I8IDU4|A0A1I8IDU4_9PLAT	Exotosin|GT-A	Exostosin(89-363)|Glyco_transf_64(451-686)
tr|A0A1J1ID21|A0A1J1ID21_9DIPT	Exotosin|GT-A	Exostosin(59-348)|Glyco_transf_64(432-689)
tr|A0A1L8FTT5|A0A1L8FTT5_XENLA	Exotosin|GT-A	Exostosin(99-385)|Glyco_transf_64(469-714)
tr|A0A1L8FZU8|A0A1L8FZU8_XENLA	Exotosin|GT-A	Exostosin(104-390)|Glyco_transf_64(474-719)
tr|A0A1S2ZPT9|A0A1S2ZPT9_ERIEU	Exotosin|GT-A	Exostosin(90-333)|Glyco_transf_64(417-653)
tr|A0A1S3CU44|A0A1S3CU44_DIACI	Exotosin|GT-A	Exostosin(83-373)|Glyco_transf_64(456-695)
tr|A0A1S3GKA1|A0A1S3GKA1_DIPOR	Exotosin|GT-A	Exostosin(91-335)|Glyco_transf_64(419-654)
tr|A0A1S3M1G3|A0A1S3M1G3_SALSA	Exotosin|GT-A	Exostosin(106-391)|Glyco_transf_64(475-720)
tr|A0A1S3M345|A0A1S3M345_SALSA	Exotosin|GT-A	Exostosin(108-390)|Glyco_transf_64(474-719)
tr|A0A1S3MA82|A0A1S3MA82_SALSA	Exotosin|GT-A	Exostosin(110-396)|Glyco_transf_64(480-725)
tr|A0A1S3PZE4|A0A1S3PZE4_SALSA	Exotosin|GT-A	Exostosin(106-391)|Glyco_transf_64(475-738)
tr|A0A1S3Q0V1|A0A1S3Q0V1_SALSA	Exotosin|GT-A	Exostosin(108-390)|Glyco_transf_64(474-719)
tr|A0A1S3S8H5|A0A1S3S8H5_SALSA	Exotosin|GT-A	Exostosin(112-398)|Glyco_transf_64(482-727)
tr|A0A1U7QIF6|A0A1U7QIF6_MESAU	Exotosin|GT-A	Exostosin(108-325)|Glyco_transf_64(411-647)
tr|A0A1U7RJP4|A0A1U7RJP4_ALLSI	Exotosin|GT-A	Exostosin(104-385)|Glyco_transf_64(471-716)
tr|A0A1U7THK5|A0A1U7THK5_TARSY	Exotosin|GT-A	Exostosin(60-135)|Glyco_transf_64(219-423)
tr|A0A1U7TTP6|A0A1U7TTP6_TARSY	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(366-574)
tr|A0A1U7TZW7|A0A1U7TZW7_TARSY	Exotosin|GT-A	Exostosin(91-327)|Glyco_transf_64(326-534)
tr|A0A1U7U3R7|A0A1U7U3R7_TARSY	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(418-654)
tr|A0A1U8CB50|A0A1U8CB50_MESAU	Exotosin|GT-A	Exostosin(108-286)|Glyco_transf_64(375-611)
tr|A0A1U8D6F7|A0A1U8D6F7_ALLSI	Exotosin|GT-A	Exostosin(11-283)|Glyco_transf_64(367-612)
tr|A0A1V4JC77|A0A1V4JC77_PATFA	Exotosin|GT-A	Exostosin(103-385)|Glyco_transf_64(471-712)
tr|A0A1V4KH87|A0A1V4KH87_PATFA	Exotosin|GT-A	Exostosin(11-297)|Glyco_transf_64(381-626)
tr|A0A1V9XCH8|A0A1V9XCH8_9ACAR	Exotosin|GT-A	Exostosin(43-321)|Glyco_transf_64(383-623)
tr|A0A1W0X4J1|A0A1W0X4J1_HYPDU	Exotosin|GT-A	Exostosin(79-337)|Glyco_transf_64(409-650)
tr|A0A1W0X6S3|A0A1W0X6S3_HYPDU	Exotosin|GT-A	Exostosin(204-447)|Glyco_transf_64(604-841)
tr|A0A1W4UJ84|A0A1W4UJ84_DROFC	Exotosin|GT-A	Exostosin(103-394)|Glyco_transf_64(478-738)
tr|A0A1W4X4F9|A0A1W4X4F9_AGRPL	Exotosin|GT-A	Exostosin(78-365)|Glyco_transf_64(445-695)
tr|A0A1W4XFT2|A0A1W4XFT2_AGRPL	Exotosin|GT-A	Exostosin(40-314)|Glyco_transf_64(387-578)
tr|A0A1X7ULW4|A0A1X7ULW4_AMPQE	Exotosin|GT-A	Exostosin(83-376)|Glyco_transf_64(468-707)
tr|A0A1Y3BC31|A0A1Y3BC31_EURMA	Exotosin|GT-A	Exostosin(114-206)|Glyco_transf_64(290-531)
tr|A0A212FIZ7|A0A212FIZ7_DANPL	Exotosin|GT-A	Exostosin(83-363)|Glyco_transf_64(464-701)
tr|A0A218UL26|A0A218UL26_9PASE	Exotosin|GT-A	Exostosin(102-382)|Glyco_transf_64(516-717)
tr|A0A218VEA7|A0A218VEA7_9PASE	Exotosin|GT-A	Exostosin(11-297)|Glyco_transf_64(381-626)
tr|A0A226N6G3|A0A226N6G3_CALSU	Exotosin|GT-A	Exostosin(24-100)|Glyco_transf_64(184-429)
tr|A0A226NG21|A0A226NG21_CALSU	Exotosin|GT-A	Exostosin(103-385)|Glyco_transf_64(471-740)
tr|A0A226PCV8|A0A226PCV8_COLVI	Exotosin|GT-A	Exostosin(103-385)|Glyco_transf_64(471-714)
tr|A0A226PU13|A0A226PU13_COLVI	Exotosin|GT-A	Exostosin(24-100)|Glyco_transf_64(184-429)
tr|A0A2B4SI80|A0A2B4SI80_STYPI	Exotosin|GT-A	Exostosin(96-378)|Glyco_transf_64(462-704)
tr|A0A2C9JEZ4|A0A2C9JEZ4_BIOGL	Exotosin|GT-A	Exostosin(6-85)|Glyco_transf_64(169-412)
tr|A0A2C9JL99|A0A2C9JL99_BIOGL	Exotosin|GT-A	Exostosin(7-74)|Glyco_transf_64(149-389)
tr|A0A2C9JVT8|A0A2C9JVT8_BIOGL	Exotosin|GT-A	Exostosin(39-111)|Glyco_transf_64(271-508)
tr|A0A2D0PVK5|A0A2D0PVK5_ICTPU	Exotosin|GT-A	Exostosin(105-391)|Glyco_transf_64(475-720)
tr|A0A2D0PVL3|A0A2D0PVL3_ICTPU	Exotosin|GT-A	Exostosin(99-383)|Glyco_transf_64(467-713)
tr|A0A2D0SFG7|A0A2D0SFG7_ICTPU	Exotosin|GT-A	Exostosin(96-380)|Glyco_transf_64(473-685)
tr|A0A2I4AJR1|A0A2I4AJR1_9TELE	Exotosin|GT-A	Exostosin(128-414)|Glyco_transf_64(498-664)
tr|A0A2I4ATN8|A0A2I4ATN8_9TELE	Exotosin|GT-A	Exostosin(105-390)|Glyco_transf_64(474-719)
tr|A0A2I4CD36|A0A2I4CD36_9TELE	Exotosin|GT-A	Exostosin(104-390)|Glyco_transf_64(474-719)
tr|A0A2I4CVA6|A0A2I4CVA6_9TELE	Exotosin|GT-A	Exostosin(1-169)|Glyco_transf_64(253-457)
tr|A0A2I4D7K3|A0A2I4D7K3_9TELE	Exotosin|GT-A	Exostosin(106-347)|Glyco_transf_64(399-643)
tr|A0A2J7QKX0|A0A2J7QKX0_9NEOP	Exotosin|GT-A	Exostosin(86-170)|Glyco_transf_64(254-488)
tr|A0A2K5CQT0|A0A2K5CQT0_AOTNA	Exotosin|GT-A	Exostosin(91-322)|Glyco_transf_64(418-654)
tr|A0A2K5JBW0|A0A2K5JBW0_COLAP	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|A0A2K5L1G7|A0A2K5L1G7_CERAT	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(418-654)
tr|A0A2K5RQU8|A0A2K5RQU8_CEBCA	Exotosin|GT-A	Exostosin(91-322)|Glyco_transf_64(418-654)
tr|A0A2K5YRW8|A0A2K5YRW8_MANLE	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(418-654)
tr|A0A2K5ZDP1|A0A2K5ZDP1_MANLE	Exotosin|GT-A	Exostosin(1-75)|Glyco_transf_64(159-404)
tr|A0A2K6DDK8|A0A2K6DDK8_MACNE	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(418-654)
tr|A0A2K6F2P4|A0A2K6F2P4_PROCO	Exotosin|GT-A	Exostosin(92-336)|Glyco_transf_64(420-656)
tr|A0A2K6FX41|A0A2K6FX41_PROCO	Exotosin|GT-A	Exostosin(1-201)|Glyco_transf_64(277-518)
tr|A0A2K6LIP9|A0A2K6LIP9_RHIBE	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(414-615)
tr|A0A2K6R3Z1|A0A2K6R3Z1_RHIRO	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|A0A2K6TAV1|A0A2K6TAV1_SAIBB	Exotosin|GT-A	Exostosin(91-322)|Glyco_transf_64(418-654)
tr|A0A2R8ZH51|A0A2R8ZH51_PANPA	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|A6QR03|A6QR03_BOVIN	Exotosin|GT-A	Exostosin(93-333)|Glyco_transf_64(417-654)
tr|A7SAR9|A7SAR9_NEMVE	Exotosin|GT-A	Exostosin(32-300)|Glyco_transf_64(382-562)
tr|A7SR92|A7SR92_NEMVE	Exotosin|GT-A	Exostosin(97-382)|Glyco_transf_64(466-708)
tr|B3MII0|B3MII0_DROAN	Exotosin|GT-A	Exostosin(103-394)|Glyco_transf_64(478-742)
tr|B3RVD9|B3RVD9_TRIAD	Exotosin|GT-A	Exostosin(37-323)|Glyco_transf_64(402-647)
tr|B3SA43|B3SA43_TRIAD	Exotosin|GT-A	Exostosin(13-298)|Glyco_transf_64(386-636)
