tr|A0A199UHN5|A0A199UHN5_ANACO	zf-Dof|GT	zf-Dof(87-137)|PLN02829(204-685)
tr|Q6K3N8|Q6K3N8_ORYSJ	GT-A	PLN02523(41-532)
tr|Q6ZGT9|Q6ZGT9_ORYSJ	GT-A	PLN02523(39-493)
tr|U3IGY7|U3IGY7_ANAPL	GT-A	Glyco_tranf_GTA_type(52-337)
tr|U3JCT6|U3JCT6_FICAL	GT-A	Glyco_tranf_GTA_type(51-336)
tr|U3K2U9|U3K2U9_FICAL	GT-A	GT8_like_1(67-352)
tr|U5D0C6|U5D0C6_AMBTC	GT-A	Glyco_tranf_GTA_type(19-269)
tr|V7B461|V7B461_PHAVU	GT-A	PLN02523(9-555)
tr|V7B9B2|V7B9B2_PHAVU	GT-A	PLN02523(15-545)
tr|W1P4U2|W1P4U2_AMBTC	GT-A	PLN02523(1-561)
tr|W5KRX0|W5KRX0_ASTMX	GT-A	Glyco_tranf_GTA_type(49-335)
tr|W5LDK8|W5LDK8_ASTMX	GT-A	GT8_like_1(64-347)
tr|W5NCZ1|W5NCZ1_LEPOC	GT-A	Glyco_tranf_GTA_type(56-339)
tr|W5NVV8|W5NVV8_SHEEP	GT-A	GT8_like_1(66-352)
tr|W5Q584|W5Q584_SHEEP	GT-A	Glyco_tranf_GTA_type(69-336)
sp|Q93ZX7|GAUT4_ARATH	GT	PLN02829(1-616)
tr|A0A061GIS9|A0A061GIS9_THECC	GT	PLN02829(1-626)
tr|A0A067GTK1|A0A067GTK1_CITSI	GT	PLN02829(1-717)
tr|A0A067KB27|A0A067KB27_JATCU	GT	PLN02829(1-644)
tr|A0A0D3FI22|A0A0D3FI22_9ORYZ	GT	PLN02769(1-630)
tr|A0A0D3G941|A0A0D3G941_9ORYZ	GT	PLN02769(13-637)
tr|A0A0D3GV15|A0A0D3GV15_9ORYZ	GT	PLN02769(20-622)
tr|A0A0D3GZ03|A0A0D3GZ03_9ORYZ	GT	PLN02829(20-643)
tr|A0A0D3H1Q6|A0A0D3H1Q6_9ORYZ	GT	PLN02829(24-677)
tr|A0A0D3H851|A0A0D3H851_9ORYZ	GT	PLN02829(145-673)
tr|A0A0D9Z3U1|A0A0D9Z3U1_9ORYZ	GT	PLN02870(61-508)
tr|A0A0D9Z6R2|A0A0D9Z6R2_9ORYZ	GT	PLN02769(1-628)
tr|A0A0E0APD3|A0A0E0APD3_9ORYZ	GT	PLN02769(20-622)
tr|A0A0E0AU02|A0A0E0AU02_9ORYZ	GT	PLN02829(20-656)
tr|A0A0E0AX31|A0A0E0AX31_9ORYZ	GT	PLN02829(24-677)
tr|A0A0E0B4G3|A0A0E0B4G3_9ORYZ	GT	PLN02829(179-707)
tr|A0A0E0BER5|A0A0E0BER5_9ORYZ	GT	PLN02769(1-258)
tr|A0A0E0BN86|A0A0E0BN86_9ORYZ	GT	PLN02769(22-549)
tr|A0A0E0CZZ0|A0A0E0CZZ0_9ORYZ	GT	PLN02769(1-630)
tr|A0A0E0DIW1|A0A0E0DIW1_9ORYZ	GT	PLN02742(2-556)
tr|A0A0E0EG98|A0A0E0EG98_9ORYZ	GT	PLN02769(20-623)
tr|A0A0E0EMR6|A0A0E0EMR6_9ORYZ	GT	PLN02829(25-726)
tr|A0A0E0ET96|A0A0E0ET96_9ORYZ	GT	PLN02829(168-692)
tr|A0A0E0GLW1|A0A0E0GLW1_ORYNI	GT	PLN02769(1-630)
tr|A0A0E0I5S2|A0A0E0I5S2_ORYNI	GT	PLN02769(15-624)
tr|A0A0E0IAB5|A0A0E0IAB5_ORYNI	GT	PLN02829(21-644)
tr|A0A0E0IDR6|A0A0E0IDR6_ORYNI	GT	PLN02829(24-677)
tr|A0A0E0ILC2|A0A0E0ILC2_ORYNI	GT	PLN02829(179-707)
tr|A0A0E0KD99|A0A0E0KD99_ORYPU	GT	PLN02769(1-626)
tr|A0A0E0KVQ8|A0A0E0KVQ8_ORYPU	GT	PLN02742(2-556)
tr|A0A0E0L3Z0|A0A0E0L3Z0_ORYPU	GT	PLN02769(13-636)
tr|A0A0E0LPV6|A0A0E0LPV6_ORYPU	GT	PLN02769(3-625)
tr|A0A0E0LTT7|A0A0E0LTT7_ORYPU	GT	PLN02829(20-652)
tr|A0A0E0LWE7|A0A0E0LWE7_ORYPU	GT	PLN02829(22-690)
tr|A0A0E0M2K0|A0A0E0M2K0_ORYPU	GT	PLN02829(34-713)
tr|A0A0E0MJ20|A0A0E0MJ20_ORYPU	GT	PLN02769(1-454)
tr|A0A0E0NUJ0|A0A0E0NUJ0_ORYRU	GT	PLN02769(1-628)
tr|A0A0E0QCU7|A0A0E0QCU7_ORYRU	GT	PLN02769(21-623)
tr|A0A0E0QHE6|A0A0E0QHE6_ORYRU	GT	PLN02829(20-643)
tr|A0A0E0QKN5|A0A0E0QKN5_ORYRU	GT	PLN02829(24-677)
tr|A0A0E0QSU5|A0A0E0QSU5_ORYRU	GT	PLN02829(179-707)
tr|A0A0P0XHK0|A0A0P0XHK0_ORYSJ	GT	PLN02829(22-538)
tr|A0A0R0HI40|A0A0R0HI40_SOYBN	GT	PLN02742(4-483)
tr|A0A103XDB9|A0A103XDB9_CYNCS	GT	PLN02829(12-589)
tr|A0A103XTQ3|A0A103XTQ3_CYNCS	GT	PLN02829(1-694)
tr|A0A118JWW9|A0A118JWW9_CYNCS	GT	PLN02769(7-616)
tr|A0A124SD55|A0A124SD55_CYNCS	GT	PLN02742(1-534)
tr|A0A151RIF1|A0A151RIF1_CAJCA	GT	PLN02769(1-523)
tr|A0A151SBF9|A0A151SBF9_CAJCA	GT	PLN02829(1-665)
tr|A0A151T6V9|A0A151T6V9_CAJCA	GT	PLN02829(1-662)
tr|A0A161WQM1|A0A161WQM1_DAUCA	GT	PLN02742(1-467)
tr|A0A162AT20|A0A162AT20_DAUCA	GT	PLN02742(32-508)
tr|A0A164ZHZ2|A0A164ZHZ2_DAUCA	GT	PLN02742(9-492)
tr|A0A165WAF8|A0A165WAF8_DAUCA	GT	PLN02769(22-571)
tr|A0A175YIB1|A0A175YIB1_DAUCA	GT	PLN02829(14-594)
tr|A0A176VCY2|A0A176VCY2_MARPO	GT	PLN02870(173-684)
tr|A0A176W0U2|A0A176W0U2_MARPO	GT	PLN02742(29-527)
tr|A0A199UMI4|A0A199UMI4_ANACO	GT	PLN02829(43-620)
tr|A0A199URM4|A0A199URM4_ANACO	GT	PLN02769(37-570)
tr|A0A199V982|A0A199V982_ANACO	GT	PLN02742(1-496)
tr|A0A199VD76|A0A199VD76_ANACO	GT	PLN02829(3-717)
tr|A0A199VKN4|A0A199VKN4_ANACO	GT	PLN02829(1-395)
tr|A0A199VNA5|A0A199VNA5_ANACO	GT	PLN02829(54-456)
tr|A0A199VRM2|A0A199VRM2_ANACO	GT	PLN02742(1-496)
tr|A0A199VTH0|A0A199VTH0_ANACO	GT	PLN02769(1-587)
tr|A0A199VVN6|A0A199VVN6_ANACO	GT	PLN02829(3-668)
tr|A0A199VWC0|A0A199VWC0_ANACO	GT	PLN02829(69-550)
tr|A0A199W1H1|A0A199W1H1_ANACO	GT	PLN02769(84-617)
tr|A0A1D5T845|A0A1D5T845_WHEAT	GT	PLN02742(13-571)
tr|A0A1D5TN41|A0A1D5TN41_WHEAT	GT	PLN02769(14-529)
tr|A0A1D5U9G7|A0A1D5U9G7_WHEAT	GT	PLN02769(1-623)
tr|A0A1D5UKC7|A0A1D5UKC7_WHEAT	GT	PLN02742(13-567)
tr|A0A1D5V326|A0A1D5V326_WHEAT	GT	PLN02769(1-439)
tr|A0A1D5XW07|A0A1D5XW07_WHEAT	GT	PLN02742(1-262)
tr|A0A1D5Y0S6|A0A1D5Y0S6_WHEAT	GT	PLN02769(1-620)
tr|A0A1D5YPD1|A0A1D5YPD1_WHEAT	GT	PLN02829(70-698)
tr|A0A1D6BS73|A0A1D6BS73_WHEAT	GT	PLN02829(17-681)
tr|A0A1D6CK90|A0A1D6CK90_WHEAT	GT	PLN02829(17-672)
tr|A0A1D6CZX2|A0A1D6CZX2_WHEAT	GT	PLN02829(15-681)
tr|A0A1D6DD43|A0A1D6DD43_WHEAT	GT	PLN02829(70-698)
tr|A0A1D6ERW6|A0A1D6ERW6_MAIZE	GT	PLN02829(210-713)
tr|A0A1D6F4J3|A0A1D6F4J3_MAIZE	GT	PLN02769(1-666)
tr|A0A1D6IMN1|A0A1D6IMN1_MAIZE	GT	PLN02769(1-647)
tr|A0A1D6JSP6|A0A1D6JSP6_MAIZE	GT	PLN02870(20-482)
tr|A0A1D6K1T4|A0A1D6K1T4_MAIZE	GT	PLN02769(1-635)
tr|A0A1D6PTT7|A0A1D6PTT7_MAIZE	GT	PLN02829(21-650)
tr|A0A1D6RE69|A0A1D6RE69_WHEAT	GT	PLN02829(1-649)
tr|A0A1D6RXR8|A0A1D6RXR8_WHEAT	GT	PLN02769(1-621)
tr|A0A1E5ULA1|A0A1E5ULA1_9POAL	GT	PLN02742(4-556)
tr|A0A1E5VAE1|A0A1E5VAE1_9POAL	GT	PLN02829(70-657)
tr|A0A1E5VL91|A0A1E5VL91_9POAL	GT	PLN02829(20-647)
tr|A0A1E5W1X0|A0A1E5W1X0_9POAL	GT	PLN02769(1-644)
tr|A0A1J6JEF8|A0A1J6JEF8_NICAT	GT	PLN02829(1-676)
tr|A0A1J7HH10|A0A1J7HH10_LUPAN	GT	PLN02742(14-500)
tr|A0A1J7HLY3|A0A1J7HLY3_LUPAN	GT	PLN02769(195-670)
tr|A0A1J7IKJ9|A0A1J7IKJ9_LUPAN	GT	PLN02742(3-482)
tr|A0A1Q3BRS0|A0A1Q3BRS0_CEPFO	GT	PLN02829(1-640)
tr|A0A1R3HSQ3|A0A1R3HSQ3_COCAP	GT	PLN02870(19-489)
tr|A0A1R3ITM1|A0A1R3ITM1_9ROSI	GT	PLN02870(1-392)
tr|A0A1R3JNJ7|A0A1R3JNJ7_COCAP	GT	PLN02742(1-475)
tr|A0A1R3K2L7|A0A1R3K2L7_COCAP	GT	PLN02742(1-435)
tr|A0A1R3KW23|A0A1R3KW23_COCAP	GT	PLN02829(1-624)
tr|A0A1S2XRW0|A0A1S2XRW0_CICAR	GT	PLN02769(1-599)
tr|A0A1S2Y609|A0A1S2Y609_CICAR	GT	PLN02829(1-657)
tr|A0A1S3B1U6|A0A1S3B1U6_CUCME	GT	PLN02829(1-641)
tr|A0A1S3CL63|A0A1S3CL63_CUCME	GT	PLN02829(1-648)
tr|A0A1S3UU83|A0A1S3UU83_VIGRR	GT	PLN02829(1-665)
tr|A0A1S3VL57|A0A1S3VL57_VIGRR	GT	PLN02829(1-663)
tr|A0A1S3YLQ0|A0A1S3YLQ0_TOBAC	GT	PLN02829(1-676)
tr|A0A1S4C060|A0A1S4C060_TOBAC	GT	PLN02829(1-676)
tr|A0A1U7YE39|A0A1U7YE39_NICSY	GT	PLN02829(1-676)
tr|A0A1U8B0E1|A0A1U8B0E1_NELNU	GT	PLN02829(1-672)
tr|A0A1U8B308|A0A1U8B308_NELNU	GT	PLN02742(1-533)
tr|A0A1U8BGC8|A0A1U8BGC8_NELNU	GT	PLN02742(1-534)
tr|A0A1U8IUD8|A0A1U8IUD8_GOSHI	GT	PLN02829(1-620)
tr|A0A1U8PU07|A0A1U8PU07_GOSHI	GT	PLN02829(1-620)
tr|A0A1Y1HJ09|A0A1Y1HJ09_KLENI	GT	PLN02829(233-689)
tr|A0A1Z5RQF6|A0A1Z5RQF6_SORBI	GT	PLN02829(82-454)
tr|A0A200Q886|A0A200Q886_9MAGN	GT	PLN02742(1-533)
tr|A0A200Q8A7|A0A200Q8A7_9MAGN	GT	PLN02742(1-533)
tr|A0A200QPH6|A0A200QPH6_9MAGN	GT	PLN02829(1-629)
tr|A0A200RAG2|A0A200RAG2_9MAGN	GT	PLN02829(3-669)
tr|A0A218XN01|A0A218XN01_PUNGR	GT	PLN02829(1-643)
tr|A0A251RMH6|A0A251RMH6_HELAN	GT	PLN02742(1-534)
tr|A0A251RTC7|A0A251RTC7_HELAN	GT	PLN02829(9-628)
tr|A0A251RZG2|A0A251RZG2_HELAN	GT	PLN02829(21-637)
tr|A0A251RZT3|A0A251RZT3_HELAN	GT	PLN02829(9-244)
tr|A0A251S4K2|A0A251S4K2_HELAN	GT	PLN02769(2-591)
tr|A0A287JK69|A0A287JK69_HORVV	GT	PLN02742(1-483)
tr|A0A287RR60|A0A287RR60_HORVV	GT	PLN02829(105-654)
tr|A0A2G2WYU2|A0A2G2WYU2_CAPBA	GT	PLN02870(18-438)
tr|A0A2G2XAE8|A0A2G2XAE8_CAPBA	GT	PLN02829(1-676)
tr|A0A2G2ZFC0|A0A2G2ZFC0_CAPAN	GT	PLN02829(1-677)
tr|A0A2G2ZPK9|A0A2G2ZPK9_CAPAN	GT	PLN02742(1-466)
tr|A0A2G3CDQ9|A0A2G3CDQ9_CAPCH	GT	PLN02829(1-677)
tr|A0A2G9G2C1|A0A2G9G2C1_9LAMI	GT	PLN02870(18-423)
tr|A0A2G9H720|A0A2G9H720_9LAMI	GT	PLN02829(1-422)
tr|A0A2G9H9A0|A0A2G9H9A0_9LAMI	GT	PLN02829(1-658)
tr|A0A2H3WZ57|A0A2H3WZ57_PHODC	GT	PLN02829(17-654)
tr|A0A2H3XET7|A0A2H3XET7_PHODC	GT	PLN02769(56-586)
tr|A0A2H3XFE6|A0A2H3XFE6_PHODC	GT	PLN02829(17-659)
tr|A0A2H3XSD3|A0A2H3XSD3_PHODC	GT	PLN02769(1-646)
tr|A0A2H3Y7T4|A0A2H3Y7T4_PHODC	GT	PLN02829(1-665)
tr|A0A2H5N6R1|A0A2H5N6R1_CITUN	GT	PLN02829(1-717)
tr|A0A2H9ZXA0|A0A2H9ZXA0_9ASPA	GT	PLN02742(1-536)
tr|A0A2I0A0V0|A0A2I0A0V0_9ASPA	GT	PLN02829(17-643)
tr|A0A2I0A8G8|A0A2I0A8G8_9ASPA	GT	PLN02769(1-452)
tr|A0A2I4DIF3|A0A2I4DIF3_9ROSI	GT	PLN02742(45-532)
tr|A0A2I4E0A8|A0A2I4E0A8_9ROSI	GT	PLN02829(16-663)
tr|A0A2I4F8T3|A0A2I4F8T3_9ROSI	GT	PLN02829(1-662)
tr|A0A2I4HA67|A0A2I4HA67_9ROSI	GT	PLN02742(1-533)
tr|A0A2J6K5G5|A0A2J6K5G5_LACSA	GT	PLN02829(22-591)
tr|A0A2J6K5N5|A0A2J6K5N5_LACSA	GT	PLN02829(23-632)
tr|A0A2J6KSH4|A0A2J6KSH4_LACSA	GT	PLN02769(2-591)
tr|A0A2J6KT42|A0A2J6KT42_LACSA	GT	PLN02829(3-637)
tr|A0A2K1ZUJ5|A0A2K1ZUJ5_POPTR	GT	PLN02829(1-655)
tr|A0A2K3NNN9|A0A2K3NNN9_TRIPR	GT	PLN02829(1-650)
tr|A0A2K3NTM5|A0A2K3NTM5_TRIPR	GT	PLN02870(9-452)
tr|A0A2K3NVG4|A0A2K3NVG4_TRIPR	GT	PLN02829(1-610)
tr|A0A2K3PC35|A0A2K3PC35_TRIPR	GT	PLN02742(1-430)
tr|A0A2K3PQ30|A0A2K3PQ30_TRIPR	GT	PLN02742(1-448)
tr|A0A2P4KL40|A0A2P4KL40_QUESU	GT	PLN02829(17-654)
tr|A0A2P5C9D6|A0A2P5C9D6_PARAD	GT	PLN02829(1-668)
tr|A0A2P5DY65|A0A2P5DY65_9ROSA	GT	PLN02829(1-669)
tr|A0A2P5QUG6|A0A2P5QUG6_GOSBA	GT	PLN02829(74-492)
tr|A0A2P5R0J2|A0A2P5R0J2_GOSBA	GT	PLN02742(2-477)
tr|A0A2P6Q1U7|A0A2P6Q1U7_ROSCH	GT	PLN02829(1-650)
tr|A0A2R6P9L6|A0A2R6P9L6_ACTCH	GT	PLN02870(1-409)
tr|A0A2R6Q9R7|A0A2R6Q9R7_ACTCH	GT	PLN02829(1-677)
tr|A0A2R6RKG0|A0A2R6RKG0_ACTCH	GT	PLN02870(1-409)
tr|A0A2R6RS30|A0A2R6RS30_ACTCH	GT	PLN02829(1-676)
tr|A2XGA3|A2XGA3_ORYSI	GT	PLN02769(1-628)
tr|A2Z2E7|A2Z2E7_ORYSI	GT	PLN02829(66-679)
tr|A2ZM07|A2ZM07_ORYSI	GT	PLN02870(2-444)
tr|B4FRZ8|B4FRZ8_MAIZE	GT	PLN02742(2-555)
tr|B8AV90|B8AV90_ORYSI	GT	PLN02742(2-556)
tr|B8AZC5|B8AZC5_ORYSI	GT	PLN02769(13-636)
tr|B8B637|B8B637_ORYSI	GT	PLN02769(15-624)
tr|B8B9S5|B8B9S5_ORYSI	GT	PLN02829(20-619)
tr|B8B9S8|B8B9S8_ORYSI	GT	PLN02829(7-621)
tr|B8BC32|B8BC32_ORYSI	GT	PLN02829(24-726)
tr|B9N3W3|B9N3W3_POPTR	GT	PLN02829(20-665)
tr|B9RW65|B9RW65_RICCO	GT	PLN02742(1-466)
tr|B9S1W5|B9S1W5_RICCO	GT	PLN02769(54-575)
tr|B9SGW0|B9SGW0_RICCO	GT	PLN02829(1-647)
tr|C0P3I7|C0P3I7_MAIZE	GT	PLN02742(2-555)
tr|C5X1N7|C5X1N7_SORBI	GT	PLN02769(1-627)
tr|C5X5N7|C5X5N7_SORBI	GT	PLN02769(1-626)
tr|C5YGR4|C5YGR4_SORBI	GT	PLN02742(2-555)
tr|C5YK73|C5YK73_SORBI	GT	PLN02829(2-648)
tr|D7L1I4|D7L1I4_ARALL	GT	PLN02829(1-601)
tr|D7SSZ1|D7SSZ1_VITVI	GT	PLN02829(17-638)
tr|D8QYU0|D8QYU0_SELML	GT	PLN02829(32-678)
tr|D8RAB6|D8RAB6_SELML	GT	PLN02829(32-653)
tr|D8RE39|D8RE39_SELML	GT	PLN02742(31-526)
tr|D8STZ2|D8STZ2_SELML	GT	PLN02742(1-448)
tr|F6HII6|F6HII6_VITVI	GT	PLN02742(11-495)
tr|G7ISN0|G7ISN0_MEDTR	GT	PLN02829(1-667)
tr|G7LBB2|G7LBB2_MEDTR	GT	PLN02829(1-579)
tr|I1GR34|I1GR34_BRADI	GT	PLN02769(1-620)
tr|I1H5W2|I1H5W2_BRADI	GT	PLN02769(1-624)
tr|I1I2S9|I1I2S9_BRADI	GT	PLN02829(17-660)
tr|I1I882|I1I882_BRADI	GT	PLN02829(18-703)
tr|I1IFY0|I1IFY0_BRADI	GT	PLN02769(1-563)
tr|I1IR43|I1IR43_BRADI	GT	PLN02829(68-696)
tr|I1J2B7|I1J2B7_BRADI	GT	PLN02742(12-565)
tr|I1L071|I1L071_SOYBN	GT	PLN02829(1-657)
tr|I1MFV2|I1MFV2_SOYBN	GT	PLN02829(1-657)
tr|I1PAZ5|I1PAZ5_ORYGL	GT	PLN02769(1-630)
tr|I1PPP2|I1PPP2_ORYGL	GT	PLN02742(2-556)
tr|I1PWR1|I1PWR1_ORYGL	GT	PLN02769(13-637)
tr|I1QD97|I1QD97_ORYGL	GT	PLN02769(20-622)
tr|I1QHP5|I1QHP5_ORYGL	GT	PLN02829(20-643)
tr|I1QJT1|I1QJT1_ORYGL	GT	PLN02829(24-637)
tr|I1QPV1|I1QPV1_ORYGL	GT	PLN02829(179-707)
tr|J3LLB9|J3LLB9_ORYBR	GT	PLN02870(52-514)
tr|J3LNF5|J3LNF5_ORYBR	GT	PLN02769(1-635)
tr|J3M1S4|J3M1S4_ORYBR	GT	PLN02742(2-556)
tr|J3M897|J3M897_ORYBR	GT	PLN02769(1-451)
tr|J3MP70|J3MP70_ORYBR	GT	PLN02769(1-622)
tr|J3MS64|J3MS64_ORYBR	GT	PLN02829(1-649)
tr|J3MYI7|J3MYI7_ORYBR	GT	PLN02829(184-697)
tr|K3YGM2|K3YGM2_SETIT	GT	PLN02829(21-648)
tr|K3YN52|K3YN52_SETIT	GT	PLN02829(142-688)
tr|K3ZRC2|K3ZRC2_SETIT	GT	PLN02829(139-663)
tr|K3ZRF7|K3ZRF7_SETIT	GT	PLN02769(1-642)
tr|K4A6Z3|K4A6Z3_SETIT	GT	PLN02769(1-636)
tr|K4BQ30|K4BQ30_SOLLC	GT	PLN02829(1-674)
tr|K7L413|K7L413_SOYBN	GT	PLN02829(1-664)
tr|K7MJ90|K7MJ90_SOYBN	GT	PLN02829(1-661)
tr|K7VE53|K7VE53_MAIZE	GT	PLN02769(1-628)
tr|M0RFH8|M0RFH8_MUSAM	GT	PLN02769(27-533)
tr|M0RSH1|M0RSH1_MUSAM	GT	PLN02769(1-452)
tr|M0RV81|M0RV81_MUSAM	GT	PLN02769(65-622)
tr|M0SBN6|M0SBN6_MUSAM	GT	PLN02829(19-493)
tr|M0SHP1|M0SHP1_MUSAM	GT	PLN02742(1-415)
tr|M0SK84|M0SK84_MUSAM	GT	PLN02829(34-475)
tr|M0SNW3|M0SNW3_MUSAM	GT	PLN02742(2-292)
tr|M0SUL3|M0SUL3_MUSAM	GT	PLN02742(1-512)
tr|M0SWI3|M0SWI3_MUSAM	GT	PLN02769(1-449)
tr|M0TF50|M0TF50_MUSAM	GT	PLN02829(1-661)
tr|M0TNZ2|M0TNZ2_MUSAM	GT	PLN02769(1-452)
tr|M0U4P8|M0U4P8_MUSAM	GT	PLN02742(1-415)
tr|M0YU93|M0YU93_HORVV	GT	PLN02769(1-628)
tr|M0ZZD3|M0ZZD3_SOLTU	GT	PLN02870(1-423)
tr|M1CLK4|M1CLK4_SOLTU	GT	PLN02829(1-673)
tr|M4DCY2|M4DCY2_BRARP	GT	PLN02829(1-631)
tr|M4E804|M4E804_BRARP	GT	PLN02829(1-659)
tr|M4EA60|M4EA60_BRARP	GT	PLN02742(1-376)
tr|M5W9J8|M5W9J8_PRUPE	GT	PLN02742(3-463)
tr|M5XCT2|M5XCT2_PRUPE	GT	PLN02742(1-532)
tr|M7YRF2|M7YRF2_TRIUA	GT	PLN02742(2-491)
tr|M7YXT0|M7YXT0_TRIUA	GT	PLN02769(15-561)
tr|M7ZAE5|M7ZAE5_TRIUA	GT	PLN02829(132-674)
tr|M7ZBK1|M7ZBK1_TRIUA	GT	PLN02769(100-684)
tr|M7ZBK8|M7ZBK8_TRIUA	GT	PLN02829(17-643)
tr|M7ZR90|M7ZR90_TRIUA	GT	PLN02769(169-739)
tr|M8A756|M8A756_TRIUA	GT	PLN02829(1-689)
tr|M8ADB3|M8ADB3_TRIUA	GT	PLN02870(69-535)
tr|Q10LZ0|Q10LZ0_ORYSJ	GT	PLN02769(1-630)
tr|Q69QS2|Q69QS2_ORYSJ	GT	PLN02829(179-707)
tr|Q7F1F3|Q7F1F3_ORYSJ	GT	PLN02829(20-643)
tr|Q7XHW0|Q7XHW0_ORYSJ	GT	PLN02769(21-623)
tr|Q7XQR7|Q7XQR7_ORYSJ	GT	PLN02742(2-556)
tr|S8CF83|S8CF83_9LAMI	GT	PLN02829(1-625)
tr|S8CN94|S8CN94_9LAMI	GT	PLN02742(1-476)
tr|S8DH41|S8DH41_9LAMI	GT	PLN02829(10-474)
tr|U5DFA9|U5DFA9_AMBTC	GT	PLN02829(1-672)
tr|U5DIR1|U5DIR1_AMBTC	GT	PLN02870(1-492)
tr|V7BRB4|V7BRB4_PHAVU	GT	PLN02829(1-661)
tr|V7CAZ0|V7CAZ0_PHAVU	GT	PLN02829(1-663)
tr|W1P3A0|W1P3A0_AMBTC	GT	PLN02769(30-561)
tr|W1P912|W1P912_AMBTC	GT	PLN02742(8-504)
tr|W4ZMM0|W4ZMM0_WHEAT	GT	PLN02829(1-649)
tr|W5AE33|W5AE33_WHEAT	GT	PLN02829(1-649)
tr|W5DYC9|W5DYC9_WHEAT	GT	PLN02769(1-621)
tr|M0SQA9|M0SQA9_MUSAM	GH_D|GT	GH_D(2-295)|PLN02829(338-1049)
tr|A0A1R3IWD3|A0A1R3IWD3_9ROSI	F-box|PLN02910	F-box(2-37)|PLN02910(475-1117)
