tr|A0A0K8P9Y5|A0A0K8P9Y5_9CHLR	Uncharacterized|Uncharacterized|GT-A	DUF4422(126-365)|DUF4422(404-645)|GT8_A4GalT_like(680-939)
tr|A0A1Y4GH63|A0A1Y4GH63_9BACT	GT-A	GT8_A4GalT_like(2-257)
tr|A0A1Y4GHB6|A0A1Y4GHB6_9BACT	GT-A	GT8_A4GalT_like(15-265)
tr|A0A1Y4GIR0|A0A1Y4GIR0_9BACT	GT-A	GT8_A4GalT_like(7-231)
tr|A0A1Y4HVU7|A0A1Y4HVU7_9BACT	GT-A	GT8_A4GalT_like(4-272)
tr|A0A1Y4J5S3|A0A1Y4J5S3_9FIRM	GT-A	GT8_A4GalT_like(6-253)
tr|A0A1Y4K489|A0A1Y4K489_9ACTN	GT-A	GT8_A4GalT_like(18-276)
tr|A0A1Y4LDM6|A0A1Y4LDM6_9FIRM	GT-A	GT8_A4GalT_like(4-251)
tr|A0A1Y4MCU0|A0A1Y4MCU0_9FIRM	GT-A	GT8_A4GalT_like(1-243)
tr|A0A1Y4N7V2|A0A1Y4N7V2_9FIRM	GT-A	Glyco_tranf_GTA_type(33-175)
tr|A0A1Y4NG50|A0A1Y4NG50_9FIRM	GT-A	GT8_A4GalT_like(5-253)
tr|A0A1Y4NS13|A0A1Y4NS13_9FIRM	GT-A	GT8_A4GalT_like(6-251)
tr|A0A1Y4RDZ7|A0A1Y4RDZ7_9FIRM	GT-A	GT8_A4GalT_like(8-263)
tr|A0A1Y4S624|A0A1Y4S624_9FIRM	GT-A	GT8_A4GalT_like(4-251)
tr|A0A1Y4T7Z5|A0A1Y4T7Z5_9FIRM	GT-A	GT8_A4GalT_like(1-248)
tr|A0A1Y4TM21|A0A1Y4TM21_9FIRM	GT-A	GT8_A4GalT_like(1-248)
tr|A0A1Y4TNG9|A0A1Y4TNG9_9FIRM	GT-A	GT8_A4GalT_like(5-247)
tr|A0A1Y4TV12|A0A1Y4TV12_9FIRM	GT-A	GT8_A4GalT_like(1-248)
tr|A0A1Y4UAG0|A0A1Y4UAG0_9BACT	GT-A	GT8_A4GalT_like(4-259)
tr|A0A1Y4W3I0|A0A1Y4W3I0_9FIRM	GT-A	GT8_A4GalT_like(3-251)
tr|A0A1Y5K921|A0A1Y5K921_9BACL	GT-A	GT8_A4GalT_like(1-244)
tr|A0A1Y5SYI0|A0A1Y5SYI0_9RHOB	GT-A	GT8_A4GalT_like(22-257)
tr|A0A1Y6EEH0|A0A1Y6EEH0_9SPHN	GT-A	GT8_A4GalT_like(19-253)
tr|A0A1Y6ELA1|A0A1Y6ELA1_9BACI	GT-A	GT8_A4GalT_like(4-233)
tr|A0A1Y6G6E5|A0A1Y6G6E5_9RHIZ	GT-A	GT8_A4GalT_like(3-245)
tr|A0A1Y6G6J5|A0A1Y6G6J5_9RHIZ	GT-A	GT8_A4GalT_like(5-248)
tr|A0A1Z4G7E4|A0A1Z4G7E4_9CYAN	GT-A	GT8_A4GalT_like(12-262)
tr|A0A1Z4H0X7|A0A1Z4H0X7_9CYAN	GT-A	GT8_A4GalT_like(12-262)
tr|A0A1Z4H8Q9|A0A1Z4H8Q9_9CYAN	GT-A	GT8_A4GalT_like(1-235)
tr|A0A1Z4JBF2|A0A1Z4JBF2_LEPBY	GT-A	Glyco_tranf_GTA_type(21-208)
tr|A0A1Z4JDD9|A0A1Z4JDD9_LEPBY	GT-A	Glyco_tranf_GTA_type(19-200)
tr|A0A1Z4KZS1|A0A1Z4KZS1_NOSLI	GT-A	GT8_A4GalT_like(7-251)
tr|A0A1Z4M1C8|A0A1Z4M1C8_9CYAN	GT-A	GT8_A4GalT_like(13-267)
tr|A0A1Z4PRM5|A0A1Z4PRM5_9CYAN	GT-A	GT8_A4GalT_like(12-262)
tr|A0A1Z4RDU5|A0A1Z4RDU5_9CYAN	GT-A	GT8_A4GalT_like(25-289)
tr|A0A1Z5SJF1|A0A1Z5SJF1_9BACT	GT-A	GT8_A4GalT_like(11-249)
tr|A0A1Z8RUD3|A0A1Z8RUD3_9PROT	GT-A	Glyco_tranf_GTA_type(2-150)
tr|A0A1Z9AJ38|A0A1Z9AJ38_9GAMM	GT-A	Glyco_tranf_GTA_type(73-222)
tr|A0A1Z9T6F5|A0A1Z9T6F5_9PROT	GT-A	Glyco_tranf_GTA_type(1-238)
tr|A0A1Z9TA81|A0A1Z9TA81_9PROT	GT-A	Glyco_tranf_GTA_type(39-282)
tr|A0A1Z9TBB6|A0A1Z9TBB6_9PROT	GT-A	Glyco_tranf_GTA_type(5-248)
tr|A0A208Y3P5|A0A208Y3P5_9BURK	GT-A	Glyco_tranf_GTA_type(62-144)
tr|A0A212RR41|A0A212RR41_9PROT	GT-A	Glyco_tranf_GTA_type(5-250)
tr|A0A218Q0L5|A0A218Q0L5_9CYAN	GT-A	GT8_A4GalT_like(1-233)
tr|A0A218Q535|A0A218Q535_9CYAN	GT-A	Glyco_tranf_GTA_type(102-259)
tr|A0A218QRQ2|A0A218QRQ2_9CYAN	GT-A	GT8_A4GalT_like(11-261)
tr|A0A222MV65|A0A222MV65_9PROT	GT-A	GT8_A4GalT_like(2-274)
tr|A0A222MVK8|A0A222MVK8_9PROT	GT-A	Glyco_tranf_GTA_type(4-257)
tr|A0A222MVY1|A0A222MVY1_9PROT	GT-A	Glyco_tranf_GTA_type(65-308)
tr|A0A222MW28|A0A222MW28_9PROT	GT-A	GT8_A4GalT_like(2-256)
tr|A0A222MWG6|A0A222MWG6_9PROT	GT-A	Glyco_tranf_GTA_type(2-299)
tr|A0A222MWZ5|A0A222MWZ5_9PROT	GT-A	GT8_A4GalT_like(2-273)
tr|A0A231RQR5|A0A231RQR5_9BACL	GT-A	GT8_A4GalT_like(4-239)
tr|A0A231RR92|A0A231RR92_9BACL	GT-A	GT8_A4GalT_like(7-241)
tr|A0A235E2W0|A0A235E2W0_9SPHI	GT-A	GT8_A4GalT_like(5-250)
tr|A0A238HFF3|A0A238HFF3_9NEIS	GT-A	GT8_A4GalT_like(6-251)
tr|A0A238LCB8|A0A238LCB8_9RHOB	GT-A	GT8_A4GalT_like(16-248)
tr|A0A238USJ6|A0A238USJ6_9RHOB	GT-A	Glyco_tranf_GTA_type(18-248)
tr|A0A238YFN5|A0A238YFN5_9BACT	GT-A	GT8_A4GalT_like(11-243)
tr|A0A239A546|A0A239A546_9ACTN	GT-A	GT8_A4GalT_like(7-262)
tr|A0A239BM30|A0A239BM30_9BACT	GT-A	Glyco_tranf_GTA_type(5-253)
tr|A0A239IPF5|A0A239IPF5_9SPHN	GT-A	Glyco_tranf_GTA_type(6-245)
tr|A0A239L6H9|A0A239L6H9_9BACT	GT-A	Glyco_tranf_GTA_type(4-229)
tr|A0A239SQJ6|A0A239SQJ6_9STRE	GT-A	GT8_A4GalT_like(3-252)
tr|A0A239XWH7|A0A239XWH7_9SPHI	GT-A	GT8_A4GalT_like(5-250)
tr|A0A242CXP1|A0A242CXP1_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|A0A242CXR1|A0A242CXR1_9ENTE	GT-A	GT8_A4GalT_like(6-254)
tr|A0A242K8C3|A0A242K8C3_9ENTE	GT-A	GT8_A4GalT_like(6-256)
tr|A0A242K960|A0A242K960_9ENTE	GT-A	GT8_A4GalT_like(6-255)
tr|A0A246FFQ9|A0A246FFQ9_9BACT	GT-A	Glyco_tranf_GTA_type(44-248)
tr|A0A246QRC1|A0A246QRC1_9RHOB	GT-A	GT8_A4GalT_like(28-288)
tr|A0A246WP13|A0A246WP13_9BURK	GT-A	Glyco_tranf_GTA_type(4-188)
tr|A0A252E577|A0A252E577_9NOSO	GT-A	GT8_A4GalT_like(12-262)
tr|A0A254RGV4|A0A254RGV4_9BACT	GT-A	Glyco_tranf_GTA_type(17-172)
tr|A0A255T3J2|A0A255T3J2_9BACT	GT-A	GT8_A4GalT_like(1-248)
tr|A0A255TCJ9|A0A255TCJ9_9BACT	GT-A	GT8_A4GalT_like(2-258)
tr|A0A255TKG2|A0A255TKG2_9BACT	GT-A	GT8_A4GalT_like(2-248)
tr|A0A256G287|A0A256G287_9RHIZ	GT-A	Glyco_tranf_GTA_type(3-257)
tr|A0A257CT70|A0A257CT70_9BURK	GT-A	Glyco_tranf_GTA_type(4-188)
tr|A0A257F3P9|A0A257F3P9_9RHOB	GT-A	GT8_A4GalT_like(26-265)
tr|A0A257HW21|A0A257HW21_9BACT	GT-A	GT8_A4GalT_like(6-223)
tr|A0A258P7I5|A0A258P7I5_9BURK	GT-A	Glyco_tranf_GTA_type(22-141)
tr|A0A261FB07|A0A261FB07_9BIFI	GT-A	GT8_A4GalT_like(16-258)
tr|A0A261FBQ9|A0A261FBQ9_9BIFI	GT-A	GT8_A4GalT_like(23-270)
tr|A0A261KNS2|A0A261KNS2_9CYAN	GT-A	Glyco_tranf_GTA_type(6-214)
tr|A0A263HD04|A0A263HD04_9PAST	GT-A	GT8_A4GalT_like(24-284)
tr|A0A267TFS2|A0A267TFS2_9BACT	GT-A	GT8_A4GalT_like(7-245)
tr|A0A268SGF8|A0A268SGF8_9BACL	GT-A	GT8_A4GalT_like(6-249)
tr|A0A268TGE4|A0A268TGE4_9HELI	GT-A	Glyco_tranf_GTA_type(2-234)
tr|A0A268U3N2|A0A268U3N2_9HELI	GT-A	Glyco_tranf_GTA_type(8-249)
tr|A0A285CTS1|A0A285CTS1_9RHOB	GT-A	GT8_A4GalT_like(16-250)
tr|A0A285HNE4|A0A285HNE4_9RHOB	GT-A	GT8_A4GalT_like(8-263)
tr|A0A285RAL4|A0A285RAL4_9BACI	GT-A	GT8_A4GalT_like(4-249)
tr|A0A286EBP1|A0A286EBP1_9NEIS	GT-A	GT8_A4GalT_like(7-249)
tr|A0A291GAE2|A0A291GAE2_9RHOB	GT-A	Glyco_tranf_GTA_type(9-280)
tr|A0A291P8E2|A0A291P8E2_9GAMM	GT-A	Glyco_tranf_GTA_type(70-218)
tr|A0A292RFN8|A0A292RFN8_9BACT	GT-A	Glyco_tranf_GTA_type(6-248)
tr|A0A292RG98|A0A292RG98_9BACT	GT-A	GT8_A4GalT_like(9-254)
tr|A0A292RXN9|A0A292RXN9_9BACT	GT-A	GT8_A4GalT_like(4-262)
tr|A0A292S2Z9|A0A292S2Z9_9BACT	GT-A	GT8_A4GalT_like(1-263)
tr|A0A292SAV3|A0A292SAV3_9BACT	GT-A	Glyco_tranf_GTA_type(8-231)
tr|A0A2A2TC04|A0A2A2TC04_9CYAN	GT-A	Glyco_tranf_GTA_type(6-208)
tr|A0A2A2WJL4|A0A2A2WJL4_9PLAN	GT-A	GT8_A4GalT_like(14-247)
tr|A0A2A3C7W9|A0A2A3C7W9_9RHIZ	GT-A	Glyco_tranf_GTA_type(80-292)
tr|A0A2A3C8F0|A0A2A3C8F0_9RHIZ	GT-A	Glyco_tranf_GTA_type(23-261)
tr|A0A2A5LS50|A0A2A5LS50_9ALTE	GT-A	GT8_A4GalT_like(16-259)
tr|A0A2A5LSD2|A0A2A5LSD2_9ALTE	GT-A	GT8_A4GalT_like(7-249)
tr|A0A2A5YCX7|A0A2A5YCX7_9ACTN	GT-A	Glyco_tranf_GTA_type(15-250)
tr|A0A2A6FFX2|A0A2A6FFX2_9RHIZ	GT-A	Glyco_tranf_GTA_type(8-229)
tr|A0A2A7MFB6|A0A2A7MFB6_9CLOT	GT-A	GT8_A4GalT_like(1-250)
tr|A0A2C6C0Y8|A0A2C6C0Y8_9BACT	GT-A	Glyco_tranf_GTA_type(45-283)
tr|A0A2C6IV30|A0A2C6IV30_9PROT	GT-A	Glyco_tranf_GTA_type(4-259)
tr|A0A2C6IYG8|A0A2C6IYG8_9PROT	GT-A	Glyco_tranf_GTA_type(1-225)
tr|A0A2C6IZ27|A0A2C6IZ27_9PROT	GT-A	Glyco_tranf_GTA_type(107-250)
tr|A0A2C6J3F3|A0A2C6J3F3_9PROT	GT-A	Glyco_tranf_GTA_type(10-280)
tr|A0A2C6WKM6|A0A2C6WKM6_NOSLI	GT-A	GT8_A4GalT_like(8-264)
tr|A0A2C8FDW1|A0A2C8FDW1_9DELT	GT-A	GT8_A4GalT_like(5-254)
tr|A0A2C9XNX3|A0A2C9XNX3_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|A0A2C9XR69|A0A2C9XR69_9ENTE	GT-A	GT8_A4GalT_like(7-258)
tr|A0A2C9XSR8|A0A2C9XSR8_9ENTE	GT-A	GT8_A4GalT_like(5-252)
tr|A0A2C9XX66|A0A2C9XX66_9GAMM	GT-A	GT8_A4GalT_like(2-245)
tr|A0A2C9XY32|A0A2C9XY32_9GAMM	GT-A	GT8_A4GalT_like(25-261)
tr|A0A2D0H8T7|A0A2D0H8T7_9NOSO	GT-A	GT8_A4GalT_like(8-197)
tr|A0A2D3VPZ0|A0A2D3VPZ0_9HELI	GT-A	GT8_A4GalT_like(4-249)
tr|A0A2D7ZGK3|A0A2D7ZGK3_9CAUL	GT-A	Glyco_tranf_GTA_type(1-192)
tr|A0A2E3C0B9|A0A2E3C0B9_9PROT	GT-A	Glyco_tranf_GTA_type(111-352)
tr|A0A2E9ZAT1|A0A2E9ZAT1_9COXI	GT-A	GT8_A4GalT_like(3-262)
tr|A0A2G3E288|A0A2G3E288_9FIRM	GT-A	Glyco_tranf_GTA_type(1-211)
tr|A0A2G7GMC8|A0A2G7GMC8_9CHRO	GT-A	Glyco_tranf_GTA_type(23-212)
tr|A0A2G8MNT0|A0A2G8MNT0_9RHIZ	GT-A	Glyco_tranf_GTA_type(5-215)
tr|A0A2G9Y6I1|A0A2G9Y6I1_9BACT	GT-A	Glyco_tranf_GTA_type(6-236)
tr|A0A2H0B769|A0A2H0B769_9BACT	GT-A	GT8_A4GalT_like(4-232)
tr|A0A2H0KNK8|A0A2H0KNK8_9BACT	GT-A	Glyco_tranf_GTA_type(24-236)
tr|A0A2H0YP72|A0A2H0YP72_9BACT	GT-A	Glyco_tranf_GTA_type(50-154)
tr|A0A2H3NQA5|A0A2H3NQA5_9BACT	GT-A	GT8_A4GalT_like(13-269)
tr|A0A2H3NX30|A0A2H3NX30_9BACT	GT-A	GT8_A4GalT_like(15-270)
tr|A0A2H5EZB6|A0A2H5EZB6_9RHOB	GT-A	GT8_A4GalT_like(14-269)
tr|A0A2I0QPG5|A0A2I0QPG5_9EURY	GT-A	Glyco_tranf_GTA_type(96-254)
tr|A0A2I1M925|A0A2I1M925_9FIRM	GT-A	GT8_A4GalT_like(1-251)
tr|A0A2I8A891|A0A2I8A891_9NOSO	GT-A	GT8_A4GalT_like(12-262)
tr|A0A2I8ADA6|A0A2I8ADA6_9NOSO	GT-A	GT8_A4GalT_like(7-259)
tr|A0A2K2F6N1|A0A2K2F6N1_9FIRM	GT-A	GT8_A4GalT_like(1-251)
tr|A0A2K2TPI0|A0A2K2TPI0_9CLOT	GT-A	GT8_A4GalT_like(1-256)
tr|A0A2K2Z5M1|A0A2K2Z5M1_9FLAO	GT-A	Glyco_tranf_GTA_type(46-197)
tr|A0A2K6UYX1|A0A2K6UYX1_SAIBB	GT-A	Glyco_tranf_GTA_type(55-318)
tr|A0A2K8Z286|A0A2K8Z286_9BACT	GT-A	Glyco_tranf_GTA_type(1-263)
tr|A0A2K9MFB3|A0A2K9MFB3_9RHOB	GT-A	GT8_A4GalT_like(22-255)
tr|A0A2L1S4S8|A0A2L1S4S8_9RHIZ	GT-A	GT8_A4GalT_like(3-246)
tr|A0A2L1S5G2|A0A2L1S5G2_9RHIZ	GT-A	GT8_A4GalT_like(3-244)
tr|A0A2M7EK11|A0A2M7EK11_9BACT	GT-A	Glyco_tranf_GTA_type(3-236)
tr|A0A2M8J3T5|A0A2M8J3T5_9RHOB	GT-A	Glyco_tranf_GTA_type(16-250)
tr|A0A2M8KRP5|A0A2M8KRP5_9BACT	GT-A	Glyco_tranf_GTA_type(4-238)
tr|A0A2M8N002|A0A2M8N002_9RHOB	GT-A	GT8_A4GalT_like(12-246)
tr|A0A2M8S3F3|A0A2M8S3F3_9PAST	GT-A	GT8_A4GalT_like(27-263)
tr|A0A2M9A821|A0A2M9A821_9BACT	GT-A	Glyco_tranf_GTA_type(16-157)
tr|A0A2M9A827|A0A2M9A827_9BACT	GT-A	Glyco_tranf_GTA_type(16-241)
tr|A0A2M9PD90|A0A2M9PD90_9RHOB	GT-A	RfaJ(6-251)
tr|A0A2N0GRX4|A0A2N0GRX4_9ACTN	GT-A	Glyco_tranf_GTA_type(2-256)
tr|A0A2N2MQ78|A0A2N2MQ78_9CHLR	GT-A	Glyco_tranf_GTA_type(25-270)
tr|A0A2N3UZ48|A0A2N3UZ48_9ACTN	GT-A	GT8_A4GalT_like(15-272)
tr|A0A2N7TME8|A0A2N7TME8_9GAMM	GT-A	GT8_A4GalT_like(2-247)
tr|A0A2P2FE14|A0A2P2FE14_9FIRM	GT-A	GT8_A4GalT_like(1-249)
tr|A0A2P8ELS9|A0A2P8ELS9_9FUSO	GT-A	GT8_A4GalT_like(1-257)
tr|A0A2P8F886|A0A2P8F886_9RHOB	GT-A	Glyco_tranf_GTA_type(31-265)
tr|A0A2P8W1G3|A0A2P8W1G3_9CYAN	GT-A	GT8_A4GalT_like(11-266)
tr|A0A2P8W9E3|A0A2P8W9E3_9CYAN	GT-A	GT8_A4GalT_like(11-267)
tr|A0A2P8WHF0|A0A2P8WHF0_9CYAN	GT-A	Glyco_tranf_GTA_type(5-262)
tr|A0A2S1LES6|A0A2S1LES6_9FLAO	GT-A	Glyco_tranf_GTA_type(157-299)
tr|A0A2S6CV27|A0A2S6CV27_9CYAN	GT-A	GT8_A4GalT_like(11-270)
tr|A0A2S6HM08|A0A2S6HM08_9BACE	GT-A	GT8_A4GalT_like(1-239)
tr|A0A2S6HZ84|A0A2S6HZ84_9BACE	GT-A	GT8_A4GalT_like(1-257)
tr|A0A2S6I7K9|A0A2S6I7K9_9BACT	GT-A	GT8_A4GalT_like(7-245)
tr|A0A2S7SU58|A0A2S7SU58_9BACT	GT-A	GT8_A4GalT_like(7-244)
tr|A0A2S9JMT2|A0A2S9JMT2_9SPHI	GT-A	Glyco_tranf_GTA_type(20-254)
tr|A0A2S9JTF4|A0A2S9JTF4_9SPHI	GT-A	GT8_A4GalT_like(9-255)
tr|A0A2T0K8S5|A0A2T0K8S5_9ACTN	GT-A	GT8_A4GalT_like(3-216)
tr|A0A2T0U366|A0A2T0U366_9SPHI	GT-A	GT8_A4GalT_like(28-268)
tr|A0A2T0U372|A0A2T0U372_9SPHI	GT-A	GT8_A4GalT_like(5-241)
tr|A0A2T0W9Z9|A0A2T0W9Z9_9LACT	GT-A	GT8_A4GalT_like(2-253)
tr|A0A2T1CDZ2|A0A2T1CDZ2_9CYAN	GT-A	Glyco_tranf_GTA_type(23-210)
tr|A0A2T1E7V9|A0A2T1E7V9_9CYAN	GT-A	GT8_A4GalT_like(32-289)
tr|A0A2T1GHN3|A0A2T1GHN3_9CYAN	GT-A	Glyco_tranf_GTA_type(11-118)
tr|A0A2T1HMW5|A0A2T1HMW5_9RHIZ	GT-A	Glyco_tranf_GTA_type(5-250)
tr|A0A2T3HLQ2|A0A2T3HLQ2_9SPHI	GT-A	GT8_A4GalT_like(6-239)
tr|A0A2T3HLR1|A0A2T3HLR1_9SPHI	GT-A	GT8_A4GalT_like(11-244)
tr|A0A2T3HLW0|A0A2T3HLW0_9SPHI	GT-A	GT8_A4GalT_like(10-244)
tr|A0A2T3NY78|A0A2T3NY78_9GAMM	GT-A	GT8_A4GalT_like(2-245)
tr|A0A2T3VH92|A0A2T3VH92_9ACTN	GT-A	GT8_A4GalT_like(5-247)
tr|A0A2T3VJI2|A0A2T3VJI2_9ACTN	GT-A	GT8_A4GalT_like(29-273)
tr|A0A2T3VMF3|A0A2T3VMF3_9ACTN	GT-A	GT8_A4GalT_like(14-258)
tr|A0A2T4DRV7|A0A2T4DRV7_9BACT	GT-A	GT8_A4GalT_like(7-244)
tr|A0A2T4JA75|A0A2T4JA75_RHOBL	GT-A	GT8_A4GalT_like(1-242)
tr|A0A2T4JF87|A0A2T4JF87_RHOBL	GT-A	GT8_A4GalT_like(9-243)
tr|A0A2T4JKP4|A0A2T4JKP4_9RHOB	GT-A	Glyco_tranf_GTA_type(52-261)
tr|A0A2T4JXL3|A0A2T4JXL3_9RHOB	GT-A	Glyco_transf_8(17-251)
tr|A0A2T5MK10|A0A2T5MK10_9GAMM	GT-A	GT8_A4GalT_like(6-258)
tr|A0A2T5MK18|A0A2T5MK18_9GAMM	GT-A	GT8_A4GalT_like(2-255)
tr|A0A2T5MK20|A0A2T5MK20_9GAMM	GT-A	GT8_A4GalT_like(10-260)
tr|A0A2T5MK24|A0A2T5MK24_9GAMM	GT-A	GT8_A4GalT_like(8-252)
tr|A0A2T5R8A7|A0A2T5R8A7_9DELT	GT-A	GT8_A4GalT_like(25-278)
tr|A0A2T6AND6|A0A2T6AND6_9FLAO	GT-A	GT8_A4GalT_like(1-239)
tr|A0A2T6CZF1|A0A2T6CZF1_9BACT	GT-A	Glyco_tranf_GTA_type(114-214)
tr|A0A2T6DRY3|A0A2T6DRY3_9BACT	GT-A	GT8_A4GalT_like(11-238)
tr|A0A2T6KE05|A0A2T6KE05_9RHOB	GT-A	GT8_A4GalT_like(607-849)
tr|A0A2T6LHG3|A0A2T6LHG3_9MICO	GT-A	Glyco_tranf_GTA_type(648-894)
tr|A0A2T6LHK1|A0A2T6LHK1_9MICO	GT-A	Glyco_tranf_GTA_type(657-904)
tr|A0KQP2|A0KQP2_AERHH	GT-A	GT8_A4GalT_like(5-238)
tr|A1BHG0|A1BHG0_CHLPD	GT-A	GT8_A4GalT_like(8-253)
tr|A2E3L1|A2E3L1_TRIVA	GT-A	Glyco_tranf_GTA_type(55-271)
tr|A2GN67|A2GN67_TRIVA	GT-A	Glyco_tranf_GTA_type(17-222)
tr|A3DF99|A3DF99_CLOTH	GT-A	GT8_A4GalT_like(2-250)
tr|A3V3C9|A3V3C9_9RHOB	GT-A	GT8_A4GalT_like(18-250)
tr|A4VVV8|A4VVV8_STRSY	GT-A	GT8_A4GalT_like(6-262)
tr|A4WWT5|A4WWT5_RHOS5	GT-A	GT8_A4GalT_like(16-250)
tr|A5LJS2|A5LJS2_STREE	GT-A	GT8_A4GalT_like(1-255)
tr|A5N6W6|A5N6W6_CLOK5	GT-A	GT8_A4GalT_like(1-249)
tr|A5VK24|A5VK24_LACRD	GT-A	GT8_A4GalT_like(1-246)
tr|A6LGX5|A6LGX5_PARD8	GT-A	GT8_A4GalT_like(3-255)
tr|A7HN16|A7HN16_FERNB	GT-A	Glyco_tranf_GTA_type(24-243)
tr|A8LP95|A8LP95_DINSH	GT-A	GT8_A4GalT_like(37-269)
tr|A8YWJ1|A8YWJ1_LACH4	GT-A	GT8_A4GalT_like(2-206)
tr|A8YWJ2|A8YWJ2_LACH4	GT-A	GT8_A4GalT_like(4-248)
tr|A8YWJ3|A8YWJ3_LACH4	GT-A	Glyco_tranf_GTA_type(1-248)
tr|B0NR59|B0NR59_BACSE	GT-A	GT8_A4GalT_like(4-251)
tr|B0NSM6|B0NSM6_BACSE	GT-A	GT8_A4GalT_like(2-251)
tr|B1MX28|B1MX28_LEUCK	GT-A	GT8_A4GalT_like(12-260)
tr|B1Y723|B1Y723_LEPCP	GT-A	GT8_A4GalT_like(12-250)
tr|B2KBT4|B2KBT4_ELUMP	GT-A	RfaJ(6-289)
tr|B2UPJ4|B2UPJ4_AKKM8	GT-A	GT8_A4GalT_like(1-258)
tr|B2UQ54|B2UQ54_AKKM8	GT-A	GT8_A4GalT_like(10-268)
tr|B2UQN6|B2UQN6_AKKM8	GT-A	GT8_A4GalT_like(21-285)
tr|B3EBN3|B3EBN3_GEOLS	GT-A	Glyco_tranf_GTA_type(8-121)
tr|B4SFN8|B4SFN8_PELPB	GT-A	GT8_A4GalT_like(5-250)
tr|B6ACJ0|B6ACJ0_CRYMR	GT-A	Glyco_tranf_GTA_type(52-290)
tr|B6BSJ0|B6BSJ0_9PROT	GT-A	Glyco_tranf_GTA_type(5-108)
tr|B6G807|B6G807_9ACTN	GT-A	GT8_A4GalT_like(6-252)
tr|B6W9B4|B6W9B4_9FIRM	GT-A	GT8_A4GalT_like(1-255)
tr|B7C9T8|B7C9T8_9FIRM	GT-A	GT8_A4GalT_like(1-244)
tr|B7K074|B7K074_CYAP8	GT-A	GT8_A4GalT_like(1-235)
tr|B7KM20|B7KM20_CYAP7	GT-A	GT8_A4GalT_like(13-263)
tr|B7KM22|B7KM22_CYAP7	GT-A	Glyco_tranf_GTA_type(3-117)
tr|B8DM82|B8DM82_DESVM	GT-A	Glyco_tranf_GTA_type(94-243)
tr|B8ISQ5|B8ISQ5_METNO	GT-A	GT8_A4GalT_like(13-257)
tr|B9CK18|B9CK18_9ACTN	GT-A	GT8_A4GalT_like(18-277)
tr|B9QZ95|B9QZ95_LABAD	GT-A	GT8_A4GalT_like(4-239)
tr|C0CUE1|C0CUE1_9FIRM	GT-A	GT8_A4GalT_like(12-267)
tr|C0EC46|C0EC46_9FIRM	GT-A	GT8_A4GalT_like(1-257)
tr|C0Z4I4|C0Z4I4_BREBN	GT-A	GT8_A4GalT_like(4-240)
tr|C2EQ86|C2EQ86_9LACO	GT-A	Glyco_tranf_GTA_type(1-237)
tr|C2EQ87|C2EQ87_9LACO	GT-A	GT8_A4GalT_like(4-248)
tr|C2EQ88|C2EQ88_9LACO	GT-A	GT8_A4GalT_like(3-246)
tr|C2ESQ9|C2ESQ9_9LACO	GT-A	GT8_A4GalT_like(1-246)
tr|C2KV37|C2KV37_9FIRM	GT-A	GT8_A4GalT_like(1-260)
tr|C4F8L1|C4F8L1_9ACTN	GT-A	GT8_A4GalT_like(8-252)
tr|C5D5D7|C5D5D7_GEOSW	GT-A	GT8_A4GalT_like(2-250)
tr|C5ELK9|C5ELK9_9FIRM	GT-A	GT8_A4GalT_like(9-263)
tr|C5RZG4|C5RZG4_9PAST	GT-A	Glyco_tranf_GTA_type(4-216)
tr|C5S3F7|C5S3F7_9PAST	GT-A	GT8_A4GalT_like(13-243)
tr|C5S494|C5S494_9PAST	GT-A	GT8_A4GalT_like(8-253)
tr|C5ZV11|C5ZV11_9HELI	GT-A	GT8_A4GalT_like(2-265)
tr|C6LDU2|C6LDU2_9FIRM	GT-A	GT8_A4GalT_like(2-239)
tr|C6W3L6|C6W3L6_DYAFD	GT-A	Glyco_tranf_GTA_type(1-116)
tr|C6X2V2|C6X2V2_FLAB3	GT-A	GT8_A4GalT_like(9-272)
tr|C7HS13|C7HS13_9FIRM	GT-A	GT8_A4GalT_like(1-253)
tr|C7PRU3|C7PRU3_CHIPD	GT-A	Glyco_tranf_GTA_type(1-241)
tr|C7XUH0|C7XUH0_9LACO	GT-A	GT8_A4GalT_like(1-246)
tr|C8WAA9|C8WAA9_ATOPD	GT-A	GT8_A4GalT_like(18-277)
tr|C9ADA5|C9ADA5_ENTCA	GT-A	GT8_A4GalT_like(1-251)
tr|C9PMB1|C9PMB1_9PAST	GT-A	GT8_A4GalT_like(1-253)
tr|C9PNX4|C9PNX4_9PAST	GT-A	GT8_A4GalT_like(12-252)
tr|D0D9G3|D0D9G3_9RHOB	GT-A	GT8_A4GalT_like(12-274)
tr|D1PTN4|D1PTN4_9BACT	GT-A	GT8_A4GalT_like(1-251)
tr|D2QHD5|D2QHD5_SPILD	GT-A	Glyco_tranf_GTA_type(1-152)
tr|D2QX94|D2QX94_PIRSD	GT-A	GT8_A4GalT_like(15-284)
tr|D2QX95|D2QX95_PIRSD	GT-A	GT8_A4GalT_like(5-274)
tr|D2RIJ4|D2RIJ4_ACIFV	GT-A	GT8_A4GalT_like(4-256)
tr|D2RIJ7|D2RIJ7_ACIFV	GT-A	Glyco_tranf_GTA_type(35-262)
