tr|B9S7N5|B9S7N5_RICCO	WRN_exo|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	WRN_exo(39-220)|GT8_Glycogenin(271-517)|TMhelix(534-556)|TMhelix(605-627)|TMhelix(642-664)|TMhelix(702-724)|TMhelix(728-750)
tr|K3WEP7|K3WEP7_PYTUL	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(61-339)|TMhelix(358-380)|TMhelix(400-417)|TMhelix(427-449)|TMhelix(462-484)|TMhelix(494-516)
tr|K3Y5V0|K3Y5V0_SETIT	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(130-372)|TMhelix(389-411)|TMhelix(467-489)|TMhelix(504-526)|TMhelix(564-586)|TMhelix(596-618)
tr|K4BPE7|K4BPE7_SOLLC	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(28-275)|TMhelix(292-314)|TMhelix(364-386)|TMhelix(396-418)|TMhelix(458-480)|TMhelix(484-506)
tr|K4C2I1|K4C2I1_SOLLC	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(33-271)|TMhelix(297-319)|TMhelix(364-386)|TMhelix(396-418)|TMhelix(457-479)|TMhelix(484-506)
tr|K4CNM4|K4CNM4_SOLLC	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-284)|TMhelix(297-319)|TMhelix(340-361)|TMhelix(365-387)|TMhelix(392-411)|TMhelix(415-437)
tr|K7MLK8|K7MLK8_SOYBN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(42-294)|TMhelix(296-318)|TMhelix(339-361)|TMhelix(371-393)|TMhelix(400-417)|TMhelix(421-443)
tr|M0RPC2|M0RPC2_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-247)|TMhelix(250-272)|TMhelix(302-319)|TMhelix(326-348)|TMhelix(352-374)|TMhelix(376-398)
tr|M0RUL3|M0RUL3_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-277)|TMhelix(294-316)|TMhelix(380-402)|TMhelix(409-431)|TMhelix(470-492)|TMhelix(499-521)
tr|M0RW57|M0RW57_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-249)|TMhelix(256-275)|TMhelix(295-317)|TMhelix(327-349)|TMhelix(351-373)|TMhelix(377-399)
tr|M0SYS5|M0SYS5_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-247)|TMhelix(256-275)|TMhelix(295-317)|TMhelix(327-349)|TMhelix(354-373)|TMhelix(377-399)
tr|M0SZN7|M0SZN7_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-277)|TMhelix(294-316)|TMhelix(380-402)|TMhelix(409-431)|TMhelix(473-495)|TMhelix(497-519)
tr|M0T0B9|M0T0B9_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-244)|TMhelix(250-272)|TMhelix(292-314)|TMhelix(327-349)|TMhelix(354-373)|TMhelix(377-399)
tr|M0TPG2|M0TPG2_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-247)|TMhelix(250-272)|TMhelix(302-319)|TMhelix(326-348)|TMhelix(352-374)|TMhelix(381-399)
tr|M0V6H7|M0V6H7_HORVV	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(1-212)|TMhelix(228-247)|TMhelix(313-335)|TMhelix(345-367)|TMhelix(405-427)|TMhelix(437-459)
tr|M1A0R9|M1A0R9_SOLTU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(41-293)|TMhelix(303-320)|TMhelix(340-362)|TMhelix(372-394)|TMhelix(399-418)|TMhelix(422-444)
tr|M1ATH8|M1ATH8_SOLTU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(28-275)|TMhelix(292-314)|TMhelix(364-386)|TMhelix(396-418)|TMhelix(458-480)|TMhelix(484-506)
tr|M1AV14|M1AV14_SOLTU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(32-281)|TMhelix(284-306)|TMhelix(327-346)|TMhelix(361-383)|TMhelix(388-407)|TMhelix(411-433)
tr|M1C5U2|M1C5U2_SOLTU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(33-271)|TMhelix(297-319)|TMhelix(364-386)|TMhelix(396-418)|TMhelix(457-479)|TMhelix(484-506)
tr|M1VHJ6|M1VHJ6_CYAM1	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(100-377)|TMhelix(406-428)|TMhelix(517-539)|TMhelix(549-571)|TMhelix(638-660)|TMhelix(670-692)
tr|M4B3B7|M4B3B7_HYAAE	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(60-238)|TMhelix(367-389)|TMhelix(429-451)|TMhelix(471-488)|TMhelix(508-530)|TMhelix(545-567)
tr|M4BNY6|M4BNY6_HYAAE	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(41-328)|TMhelix(343-365)|TMhelix(385-404)|TMhelix(414-436)|TMhelix(457-479)|TMhelix(483-500)
tr|M4CM75|M4CM75_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(60-312)|TMhelix(322-340)|TMhelix(361-380)|TMhelix(390-412)|TMhelix(417-436)|TMhelix(440-462)
tr|M4CQH3|M4CQH3_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-275)|TMhelix(295-317)|TMhelix(368-390)|TMhelix(403-425)|TMhelix(460-482)|TMhelix(484-506)
tr|M4DLC0|M4DLC0_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(60-311)|TMhelix(318-340)|TMhelix(361-380)|TMhelix(390-412)|TMhelix(417-436)|TMhelix(440-462)
tr|M4E4H5|M4E4H5_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(32-276)|TMhelix(296-318)|TMhelix(368-390)|TMhelix(402-424)|TMhelix(455-477)|TMhelix(482-504)
tr|M4FBM4|M4FBM4_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(57-296)|TMhelix(312-334)|TMhelix(354-376)|TMhelix(386-406)|TMhelix(408-430)|TMhelix(434-456)
tr|M4FGB2|M4FGB2_BRARP	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-278)|TMhelix(295-312)|TMhelix(377-399)|TMhelix(409-431)|TMhelix(471-493)|TMhelix(497-519)
tr|M5W9B0|M5W9B0_PRUPE	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(45-297)|TMhelix(300-322)|TMhelix(343-365)|TMhelix(375-397)|TMhelix(402-421)|TMhelix(425-447)
tr|M7Z8L7|M7Z8L7_TRIUA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(2-218)|TMhelix(235-257)|TMhelix(319-341)|TMhelix(348-370)|TMhelix(412-434)|TMhelix(441-458)
tr|M7ZN50|M7ZN50_TRIUA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-230)|TMhelix(232-251)|TMhelix(271-293)|TMhelix(303-325)|TMhelix(327-349)|TMhelix(353-375)
tr|Q9AV15|Q9AV15_ORYSJ	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(56-307)|TMhelix(315-337)|TMhelix(358-380)|TMhelix(390-410)|TMhelix(412-434)|TMhelix(438-460)
tr|S8DY63|S8DY63_9LAMI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(23-261)|TMhelix(287-304)|TMhelix(353-375)|TMhelix(380-402)|TMhelix(448-470)|TMhelix(474-496)
tr|U5GPU3|U5GPU3_POPTR	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(50-303)|TMhelix(312-330)|TMhelix(351-373)|TMhelix(378-400)|TMhelix(407-426)|TMhelix(430-452)
tr|V7BGF5|V7BGF5_PHAVU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(37-284)|TMhelix(301-323)|TMhelix(384-406)|TMhelix(413-435)|TMhelix(477-499)|TMhelix(504-526)
tr|V7BQ75|V7BQ75_PHAVU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(16-263)|TMhelix(280-302)|TMhelix(362-384)|TMhelix(391-413)|TMhelix(454-476)|TMhelix(481-503)
tr|V7CEI1|V7CEI1_PHAVU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(44-294)|TMhelix(298-320)|TMhelix(349-366)|TMhelix(373-395)|TMhelix(399-421)|TMhelix(428-450)
tr|V7CKB6|V7CKB6_PHAVU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-286)|TMhelix(289-311)|TMhelix(332-354)|TMhelix(364-386)|TMhelix(391-410)|TMhelix(414-436)
tr|W1NZJ7|W1NZJ7_AMBTC	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(47-298)|TMhelix(302-324)|TMhelix(345-367)|TMhelix(377-399)|TMhelix(401-423)|TMhelix(427-449)
tr|W2QVT8|W2QVT8_PHYPN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(67-245)|TMhelix(374-396)|TMhelix(438-460)|TMhelix(480-499)|TMhelix(520-542)|TMhelix(557-576)
tr|W2RB16|W2RB16_PHYPN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(38-324)|TMhelix(340-362)|TMhelix(383-400)|TMhelix(410-432)|TMhelix(453-475)|TMhelix(479-501)
tr|W5AVW8|W5AVW8_WHEAT	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(29-271)|TMhelix(288-310)|TMhelix(372-394)|TMhelix(401-423)|TMhelix(466-488)|TMhelix(495-517)
tr|W5G6W3|W5G6W3_WHEAT	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(37-279)|TMhelix(296-318)|TMhelix(380-402)|TMhelix(409-431)|TMhelix(473-495)|TMhelix(502-519)
tr|A0A0D3F7S7|A0A0D3F7S7_9ORYZ	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(38-263)|TMhelix(364-386)|TMhelix(393-415)|TMhelix(457-479)|TMhelix(486-503)
tr|A0A0D3FXZ3|A0A0D3FXZ3_9ORYZ	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-276)|TMhelix(377-399)|TMhelix(406-428)|TMhelix(470-492)|TMhelix(499-516)
tr|A0A0D9ZNZ0|A0A0D9ZNZ0_9ORYZ	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(42-215)|TMhelix(300-322)|TMhelix(335-357)|TMhelix(359-381)|TMhelix(385-407)
tr|A0A0E0H378|A0A0E0H378_ORYNI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-276)|TMhelix(377-399)|TMhelix(406-428)|TMhelix(470-492)|TMhelix(499-516)
tr|A0A0E0HZM2|A0A0E0HZM2_ORYNI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(38-263)|TMhelix(364-386)|TMhelix(393-415)|TMhelix(457-479)|TMhelix(486-503)
tr|A0A0E0PBL5|A0A0E0PBL5_ORYRU	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-274)|TMhelix(375-397)|TMhelix(404-426)|TMhelix(468-490)|TMhelix(497-519)
tr|A0A118K5S8|A0A118K5S8_CYNCS	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(32-277)|TMhelix(369-391)|TMhelix(404-426)|TMhelix(463-485)|TMhelix(487-509)
tr|A0A161X2X3|A0A161X2X3_DAUCA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-279)|TMhelix(296-318)|TMhelix(371-393)|TMhelix(431-453)|TMhelix(458-480)
tr|A0A1E5V7R7|A0A1E5V7R7_9POAL	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(28-236)|TMhelix(267-289)|TMhelix(299-321)|TMhelix(360-382)|TMhelix(410-432)
tr|A0A1I7SM95|A0A1I7SM95_BURXY	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(16-254)|TMhelix(264-286)|TMhelix(307-324)|TMhelix(334-356)|TMhelix(368-390)
tr|A0A1S3B4Z4|A0A1S3B4Z4_CUCME	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(36-283)|TMhelix(376-398)|TMhelix(410-432)|TMhelix(471-493)|TMhelix(495-517)
tr|A0A1U8LNQ9|A0A1U8LNQ9_GOSHI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(30-273)|TMhelix(279-301)|TMhelix(330-347)|TMhelix(354-376)|TMhelix(405-427)
tr|A0A2G3CIQ8|A0A2G3CIQ8_CAPCH	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(19-263)|TMhelix(283-305)|TMhelix(350-372)|TMhelix(382-404)|TMhelix(453-475)
tr|A0A2H2HXC4|A0A2H2HXC4_CAEJA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(23-265)|TMhelix(275-297)|TMhelix(339-361)|TMhelix(374-393)|TMhelix(403-425)
tr|A0A2H3XQ73|A0A2H3XQ73_PHODC	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(40-291)|TMhelix(346-364)|TMhelix(371-393)|TMhelix(398-417)|TMhelix(424-443)
tr|B8AFQ0|B8AFQ0_ORYSI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(38-280)|TMhelix(381-403)|TMhelix(410-432)|TMhelix(474-496)|TMhelix(503-520)
tr|B8AS17|B8AS17_ORYSI	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-276)|TMhelix(377-399)|TMhelix(406-428)|TMhelix(470-492)|TMhelix(499-521)
tr|I1PN20|I1PN20_ORYGL	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-276)|TMhelix(377-399)|TMhelix(406-428)|TMhelix(470-492)|TMhelix(499-516)
tr|K3WI18|K3WI18_PYTUL	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(46-224)|TMhelix(349-371)|TMhelix(417-439)|TMhelix(454-476)|TMhelix(527-549)
tr|M0SY65|M0SY65_MUSAM	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(11-246)|TMhelix(297-319)|TMhelix(326-348)|TMhelix(352-374)|TMhelix(381-403)
tr|M7ZY97|M7ZY97_TRIUA	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(11-247)|TMhelix(255-277)|TMhelix(298-320)|TMhelix(340-362)|TMhelix(369-391)
tr|Q6K1S5|Q6K1S5_ORYSJ	GT-A|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(38-280)|TMhelix(381-403)|TMhelix(410-432)|TMhelix(474-496)|TMhelix(503-520)
tr|A0A139H9L0|A0A139H9L0_9PEZI	GT-A|TMhelix|TMhelix|TMhelix|HAD_like|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(24-315)|TMhelix(530-549)|TMhelix(721-743)|TMhelix(750-772)|HAD_like(475-1420)|TMhelix(1185-1204)|TMhelix(1217-1239)|TMhelix(1268-1290)|TMhelix(1363-1385)|TMhelix(1395-1412)
tr|A0A1E5US27|A0A1E5US27_9POAL	GT-A|TMhelix|TMhelix|TMhelix|GT_MraY-like|TMhelix|TMhelix	Glyco_tranf_GTA_type(113-332)|TMhelix(331-353)|TMhelix(374-396)|TMhelix(406-428)|GT_MraY-like(378-475)|TMhelix(435-454)|TMhelix(460-479)
tr|C5WSG9|C5WSG9_SORBI	GT-A|TMhelix|TMhelix|TMhelix|GT_MraY-like|TMhelix|TMhelix	Glyco_tranf_GTA_type(50-301)|TMhelix(306-328)|TMhelix(349-371)|TMhelix(381-403)|GT_MraY-like(344-450)|TMhelix(410-427)|TMhelix(432-454)
tr|K4A980|K4A980_SETIT	GT-A|TMhelix|TMhelix|TMhelix|GT_MraY-like|TMhelix|TMhelix	Glyco_tranf_GTA_type(46-297)|TMhelix(302-324)|TMhelix(345-367)|TMhelix(377-399)|GT_MraY-like(349-446)|TMhelix(406-423)|TMhelix(428-450)
tr|U6PAR3|U6PAR3_HAECO	GT-A|TMhelix|TMhelix|TMhelix|CCDC66	Glyco_tranf_GTA_type(2-214)|TMhelix(227-249)|TMhelix(264-282)|TMhelix(289-311)|CCDC66(495-578)
tr|A0A103Y931|A0A103Y931_CYNCS	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(34-269)|TMhelix(331-353)|TMhelix(360-382)|TMhelix(397-419)
tr|A0A176VPK7|A0A176VPK7_MARPO	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(54-294)|TMhelix(320-337)|TMhelix(409-431)|TMhelix(436-458)
tr|A0A1X7UC94|A0A1X7UC94_AMPQE	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(36-284)|TMhelix(304-326)|TMhelix(347-366)|TMhelix(381-403)
tr|A0A261CMX8|A0A261CMX8_9PELO	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(23-265)|TMhelix(340-362)|TMhelix(375-394)|TMhelix(404-426)
tr|A0A2I4FM75|A0A2I4FM75_9ROSI	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(31-278)|TMhelix(295-317)|TMhelix(375-397)|TMhelix(412-434)
tr|A0A2K1K330|A0A2K1K330_PHYPA	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(42-295)|TMhelix(337-356)|TMhelix(360-377)|TMhelix(384-406)
tr|E3MCB3|E3MCB3_CAERE	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(23-265)|TMhelix(340-362)|TMhelix(375-394)|TMhelix(404-426)
tr|G0MAZ7|G0MAZ7_CAEBE	GT-A|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(23-265)|TMhelix(275-297)|TMhelix(372-394)|TMhelix(404-426)
tr|U6PNY2|U6PNY2_HAECO	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(37-273)|TMhelix(287-309)|TMhelix(324-341)|TMhelix(348-370)
tr|A0A1Y1I6V9|A0A1Y1I6V9_KLENI	GT-A|TMhelix|TMhelix|HyfB|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(311-564)|TMhelix(571-593)|TMhelix(649-671)|HyfB(629-730)|TMhelix(676-698)|TMhelix(705-727)|TMhelix(731-748)
tr|M1V890|M1V890_CYAM1	GT-A|TMhelix|TMhelix|7tm_GPCRs|TMhelix|TMhelix	Glyco_tranf_GTA_type(81-347)|TMhelix(435-457)|TMhelix(467-489)|7tm_GPCRs(435-547)|TMhelix(510-532)|TMhelix(542-564)
tr|A0A2K6BTU5|A0A2K6BTU5_MACNE	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(4-211)|TMhelix(160-182)|TMhelix(197-219)
tr|D8LBY2|D8LBY2_ECTSI	GT-A|TMhelix|TMhelix	Glyco_tranf_GTA_type(107-268)|TMhelix(479-501)|TMhelix(533-555)
tr|A0A2I4H907|A0A2I4H907_9ROSI	GT-A|TMhelix|PMT_4TMC|TMhelix|TMhelix|TMhelix|TMhelix	GT8_Glycogenin(46-298)|TMhelix(301-323)|PMT_4TMC(280-424)|TMhelix(344-366)|TMhelix(376-398)|TMhelix(403-422)|TMhelix(426-448)
tr|A0A072UU70|A0A072UU70_MEDTR	GT-A|TMhelix	Glyco_tranf_GTA_type(1-298)|TMhelix(229-251)
tr|A0A142M052|A0A142M052_AMIAI	GT-A|TMhelix	Glyco_tranf_GTA_type(64-283)|TMhelix(341-363)
tr|A0A1J4J9H5|A0A1J4J9H5_9EUKA	GT-A|TMhelix	Glyco_tranf_GTA_type(59-290)|TMhelix(355-374)
tr|A2DZM2|A2DZM2_TRIVA	GT-A|TMhelix	Glyco_tranf_GTA_type(45-292)|TMhelix(360-379)
tr|A2EYS6|A2EYS6_TRIVA	GT-A|TMhelix	Glyco_tranf_GTA_type(30-266)|TMhelix(344-363)
tr|A2FI17|A2FI17_TRIVA	GT-A|TMhelix	Glyco_tranf_GTA_type(70-304)|TMhelix(389-411)
tr|A2FVZ5|A2FVZ5_TRIVA	GT-A|TMhelix	Glyco_tranf_GTA_type(45-238)|TMhelix(355-377)
tr|E4XAZ8|E4XAZ8_OIKDI	GT-A|TMhelix	GT8_Glycogenin(9-245)|TMhelix(534-556)
tr|R1BUN2|R1BUN2_EMIHU	GT-A|TMhelix	Glyco_tranf_GTA_type(376-616)|TMhelix(963-980)
tr|R1FQS4|R1FQS4_EMIHU	GT-A|TMhelix	Glyco_tranf_GTA_type(86-338)|TMhelix(431-453)
tr|N1QK75|N1QK75_SPHMS	GT-A|TIR_2	Glyco_tranf_GTA_type(17-321)|TIR_2(300-372)
tr|A0A1Q9DNC4|A0A1Q9DNC4_SYMMI	GT-A|Thioredoxin_like|PRK09279|Ankyrin	Glyco_tranf_GTA_type(107-371)|Thioredoxin_like(753-803)|PRK09279(1362-2239)|Ank_2(2282-2348)
tr|G0VAG6|G0VAG6_NAUCC	GT-A|TFIIF_alpha	GT8_Glycogenin(6-273)|TFIIF_alpha(400-505)
tr|A0A1I8PFA6|A0A1I8PFA6_STOCA	GT-A|TauE	GT8_Glycogenin(42-289)|TauE(462-507)
tr|A0A139AZK5|A0A139AZK5_GONPR	GT-A|SMC_prok_A|SH3	GT8_Glycogenin(7-290)|SMC_prok_A(1423-1661)|SH3(1666-1714)
tr|A0A1Y1V5H9|A0A1Y1V5H9_9FUNG	GT-A|SMC_N	GT8_Glycogenin(5-251)|SMC_N(638-1402)
tr|A0A232F434|A0A232F434_9HYME	GT-A|rne|rne	GT8_Glycogenin(4-253)|rne(659-843)|rne(765-939)
tr|A0A1J1I9D0|A0A1J1I9D0_9DIPT	GT-A|rne	GT8_Glycogenin(4-252)|rne(454-598)
tr|A0A067TQM1|A0A067TQM1_GALM3	GT-A|Retinal	GT8_Glycogenin(4-263)|Retinal(758-907)
tr|S8EE58|S8EE58_FOMPI	GT-A|Retinal	GT8_Glycogenin(5-266)|Retinal(989-1095)
tr|A0A1B0GLU3|A0A1B0GLU3_PHLPP	GT-A|rad50	GT8_Glycogenin(10-257)|rad50(330-575)
tr|G0S7J4|G0S7J4_CHATD	GT-A|PTZ00449|rad23	GT8_Glycogenin(10-255)|PTZ00449(290-406)|rad23(355-413)
tr|A0A1J9QP29|A0A1J9QP29_9EURO	GT-A|PTZ00449|PTZ00449	GT8_Glycogenin(8-244)|PTZ00449(271-620)|PTZ00449(465-778)
tr|A0A0C4E5J1|A0A0C4E5J1_MAGP6	GT-A|PTZ00449|FNR_like	GT8_Glycogenin(9-248)|PTZ00449(290-415)|FNR_like(464-523)
tr|A0A010QJJ0|A0A010QJJ0_9PEZI	GT-A|PTZ00449	GT8_Glycogenin(9-249)|PTZ00449(329-581)
tr|A0A109FN06|A0A109FN06_9BASI	GT-A|PTZ00449	GT8_Glycogenin(8-256)|PTZ00449(704-774)
tr|A0A135TFU4|A0A135TFU4_9PEZI	GT-A|PTZ00449	GT8_Glycogenin(9-249)|PTZ00449(317-583)
tr|A0A167D725|A0A167D725_9PEZI	GT-A|PTZ00449	GT8_Glycogenin(17-276)|PTZ00449(355-605)
tr|A0A194UYP6|A0A194UYP6_9PEZI	GT-A|PTZ00449	GT8_Glycogenin(9-249)|PTZ00449(251-413)
tr|A0A194W4R4|A0A194W4R4_9PEZI	GT-A|PTZ00449	GT8_Glycogenin(9-249)|PTZ00449(251-413)
tr|A0A1W5D9Y4|A0A1W5D9Y4_9LECA	GT-A|PTZ00449	GT8_Glycogenin(8-246)|PTZ00449(271-573)
tr|A0A287BSM6|A0A287BSM6_PIG	GT-A|PTZ00449	GT8_Glycogenin(58-262)|PTZ00449(275-422)
tr|A0A2B7ZGJ8|A0A2B7ZGJ8_9EURO	GT-A|PTZ00449	GT8_Glycogenin(8-246)|PTZ00449(495-662)
tr|A0A2H3JDF4|A0A2H3JDF4_WOLCO	GT-A|PTZ00449	GT8_Glycogenin(5-268)|PTZ00449(899-1036)
tr|B8M5W6|B8M5W6_TALSN	GT-A|PTZ00449	GT8_Glycogenin(8-240)|PTZ00449(461-663)
tr|G2X3L1|G2X3L1_VERDV	GT-A|PTZ00449	GT8_Glycogenin(14-253)|PTZ00449(295-628)
tr|H1VQC5|H1VQC5_COLHI	GT-A|PTZ00449	GT8_Glycogenin(9-249)|PTZ00449(315-557)
tr|K9FIH2|K9FIH2_PEND2	GT-A|PTZ00449	GT8_Glycogenin(8-227)|PTZ00449(375-631)
tr|M2TUR3|M2TUR3_COCH5	GT-A|PTZ00449	GT8_Glycogenin(8-246)|PTZ00449(249-539)
tr|S3CSY1|S3CSY1_OPHP1	GT-A|PTZ00449	GT8_Glycogenin(8-248)|PTZ00449(310-489)
tr|U7PUW5|U7PUW5_SPOS1	GT-A|PTZ00449	GT8_Glycogenin(10-249)|PTZ00449(291-568)
tr|A0A1Y2B8F6|A0A1Y2B8F6_9TREE	GT-A|PTZ00436	GT8_Glycogenin(5-277)|PTZ00436(649-739)
tr|Q6FS82|Q6FS82_CANGA	GT-A|PTZ00341	GT8_Glycogenin(6-281)|PTZ00341(299-507)
tr|A0A1D2VSE2|A0A1D2VSE2_9ASCO	GT-A|PTZ00121	GT8_Glycogenin(9-283)|PTZ00121(517-1257)
tr|G8B5U9|G8B5U9_CANPC	GT-A|PRK15213	Glyco_tranf_GTA_type(3-326)|PRK15213(487-562)
tr|A0A2K6GSX5|A0A2K6GSX5_PROCO	GT-A|PRK14959	GT8_Glycogenin(53-254)|PRK14959(277-379)
tr|J3P372|J3P372_GAGT3	GT-A|PRK14959	GT8_Glycogenin(9-248)|PRK14959(290-400)
tr|M2SDN8|M2SDN8_COCSN	GT-A|PRK14959	GT8_Glycogenin(8-246)|PRK14959(251-427)
tr|V5ILS6|V5ILS6_NEUCR	GT-A|PRK14959	GT8_Glycogenin(9-248)|PRK14959(318-545)
tr|A0A0U5GD41|A0A0U5GD41_9EURO	GT-A|PRK14948	GT8_Glycogenin(8-246)|PRK14948(494-727)
tr|L5KCD9|L5KCD9_PTEAL	GT-A|PRK14718	GT8_Glycogenin(2-221)|PRK14718(242-349)
