tr|A0A1Q9EN20|A0A1Q9EN20_SYMMI	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MFS|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Peptidase_C14|NK|GT-A	TMhelix(100-122)|TMhelix(132-154)|TMhelix(167-184)|TMhelix(219-241)|TMhelix(262-284)|MFS(104-477)|TMhelix(294-316)|TMhelix(342-364)|TMhelix(379-397)|TMhelix(410-432)|TMhelix(519-541)|TMhelix(562-584)|Peptidase_C14(1287-1373)|NK(1476-1685)|Glyco_transf_25(1723-1778)
tr|A0A2U2HEL3|A0A2U2HEL3_9BURK	GT-A	Glyco_transf_25(2-175)
tr|A0KQV0|A0KQV0_AERHH	GT-A	Glyco_transf_25(1-184)
tr|A0P666|A0P666_9PROT	GT-A	Glyco_transf_25(9-187)
tr|A1ASN9|A1ASN9_PELPD	GT-A	Glyco_transf_25(8-181)
tr|A1AXG3|A1AXG3_RUTMC	GT-A	Glyco_transf_25(3-173)
tr|A1B5P7|A1B5P7_PARDP	GT-A	Glyco_transf_25(12-194)
tr|A1ZTP7|A1ZTP7_9BACT	GT-A	Glyco_transf_25(2-96)
tr|A2SDQ1|A2SDQ1_METPP	GT-A	Glyco_transf_25(1-168)
tr|A2U107|A2U107_9FLAO	GT-A	Glyco_transf_25(9-178)
tr|A3JLN2|A3JLN2_9RHOB	GT-A	Glyco_transf_25(1-172)
tr|A3JLN4|A3JLN4_9RHOB	GT-A	Glyco_transf_25(2-170)
tr|A3JVG0|A3JVG0_9RHOB	GT-A	Glyco_transf_25(9-183)
tr|A3N0Y8|A3N0Y8_ACTP2	GT-A	Glyco_transf_25(8-194)
tr|A3N136|A3N136_ACTP2	GT-A	Glyco_transf_25(2-184)
tr|A3SM77|A3SM77_ROSNI	GT-A	Glyco_transf_25(4-180)
tr|A3V3D0|A3V3D0_9RHOB	GT-A	Glyco_transf_25(11-184)
tr|A3WQP7|A3WQP7_9GAMM	GT-A	Glyco_transf_25(4-182)
tr|A3XDK7|A3XDK7_9RHOB	GT-A	Glyco_transf_25(5-181)
tr|A4EIQ3|A4EIQ3_9RHOB	GT-A	Glyco_transf_25(12-183)
tr|A4EZV3|A4EZV3_9RHOB	GT-A	COG3306(1-219)
tr|A4H781|A4H781_LEIBR	GT-A	Glyco_transf_25(15-209)
tr|A4HPL2|A4HPL2_LEIBR	GT-A	Glyco_transf_25(20-238)
tr|A4HVM1|A4HVM1_LEIIN	GT-A	Glyco_transf_25(15-138)
tr|A4ID52|A4ID52_LEIIN	GT-A	Glyco_transf_25(20-238)
tr|A4SVF6|A4SVF6_POLAQ	GT-A	Glyco_transf_25(5-177)
tr|A4YCB9|A4YCB9_SHEPC	GT-A	Glyco_transf_25(2-177)
tr|A6D0H2|A6D0H2_9VIBR	GT-A	Glyco_transf_25(13-186)
tr|A6VLQ4|A6VLQ4_ACTSZ	GT-A	Glyco_transf_25(19-204)
tr|A6VNZ6|A6VNZ6_ACTSZ	GT-A	Glyco_transf_25(2-181)
tr|A6VP38|A6VP38_ACTSZ	GT-A	Glyco_transf_25(25-198)
tr|A6WVZ2|A6WVZ2_OCHA4	GT-A	Glyco_transf_25(19-192)
tr|A6WWI5|A6WWI5_OCHA4	GT-A	Glyco_transf_25(6-181)
tr|A7GWW0|A7GWW0_CAMC5	GT-A	Glyco_transf_25(3-102)
tr|A7H797|A7H797_ANADF	GT-A	Glyco_transf_25(14-219)
tr|A7IGN6|A7IGN6_XANP2	GT-A	COG3306(21-238)
tr|A7MSP1|A7MSP1_VIBCB	GT-A	Glyco_transf_25(4-175)
tr|A8FPF1|A8FPF1_SHESH	GT-A	Glyco_transf_25(4-182)
tr|A8GYQ8|A8GYQ8_SHEPA	GT-A	COG3306(1-245)
tr|A8TA54|A8TA54_9VIBR	GT-A	Glyco_transf_25(7-176)
tr|A8TA63|A8TA63_9VIBR	GT-A	Glyco_transf_25(2-175)
tr|A8XSK7|A8XSK7_CAEBR	GT-A	Glyco_transf_25(280-462)
tr|A9CIL9|A9CIL9_AGRFC	GT-A	COG3306(5-247)
tr|A9CXL9|A9CXL9_HOEPD	GT-A	Glyco_transf_25(8-185)
tr|A9HH55|A9HH55_GLUDA	GT-A	Glyco_transf_25(2-188)
tr|B0UT58|B0UT58_HISS2	GT-A	Glyco_transf_25(2-183)
tr|B0UT59|B0UT59_HISS2	GT-A	Glyco_transf_25(2-183)
tr|B0UT60|B0UT60_HISS2	GT-A	Glyco_transf_25(48-231)
tr|B0UUS9|B0UUS9_HISS2	GT-A	Glyco_transf_25(16-172)
tr|B0VRC2|B0VRC2_ACIBS	GT-A	Glyco_transf_25(5-96)
tr|B0WDU5|B0WDU5_CULQU	GT-A	Glyco_transf_25(210-391)
tr|B1KL35|B1KL35_SHEWM	GT-A	Glyco_transf_25(1-162)
tr|B1LSM0|B1LSM0_METRJ	GT-A	Glyco_transf_25(6-170)
tr|B2GFF1|B2GFF1_KOCRD	GT-A	Glyco_transf_25(2-98)
tr|B2T881|B2T881_PARPJ	GT-A	Glyco_transf_25(7-102)
tr|B2U902|B2U902_RALPJ	GT-A	Glyco_transf_25(6-183)
tr|B3PJK8|B3PJK8_CELJU	GT-A	Glyco_transf_25(3-179)
tr|B4EHP6|B4EHP6_BURCJ	GT-A	Glyco_transf_25(32-119)
tr|B4EJN3|B4EJN3_BURCJ	GT-A	Glyco_transf_25(9-179)
tr|B5JV95|B5JV95_9GAMM	GT-A	Glyco_transf_25(2-175)
tr|B6JHX5|B6JHX5_OLICO	GT-A	Glyco_transf_25(6-178)
tr|B7GBE0|B7GBE0_PHATC	GT-A	Glyco_transf_25(74-142)
tr|B7QSZ9|B7QSZ9_9RHOB	GT-A	COG3306(1-229)
tr|B7QT87|B7QT87_9RHOB	GT-A	Glyco_transf_25(3-99)
tr|B7QY46|B7QY46_9RHOB	GT-A	Glyco_transf_25(1-157)
tr|B7RLL8|B7RLL8_9RHOB	GT-A	Glyco_transf_25(2-178)
tr|B7VHL0|B7VHL0_VIBTL	GT-A	Glyco_transf_25(3-94)
tr|B7VSY4|B7VSY4_VIBTL	GT-A	Glyco_transf_25(6-185)
tr|B8F5N7|B8F5N7_HAEPS	GT-A	Glyco_transf_25(5-190)
tr|B8F5P0|B8F5P0_HAEPS	GT-A	Glyco_transf_25(4-178)
tr|B8GN21|B8GN21_THISH	GT-A	Glyco_transf_25(10-102)
tr|B9J6Z3|B9J6Z3_AGRRK	GT-A	Glyco_transf_25(27-202)
tr|B9J9G4|B9J9G4_AGRRK	GT-A	Glyco_transf_25(7-183)
tr|B9JA50|B9JA50_AGRRK	GT-A	Glyco_transf_25(43-215)
tr|B9JYZ9|B9JYZ9_AGRVS	GT-A	Glyco_transf_25(2-168)
tr|C0AVU3|C0AVU3_9GAMM	GT-A	Glyco_transf_25(3-169)
tr|C1A5V1|C1A5V1_GEMAT	GT-A	Glyco_transf_25(28-142)
tr|C1EJQ0|C1EJQ0_MICCC	GT-A	Glyco_transf_25(36-238)
tr|C1F4P3|C1F4P3_ACIC5	GT-A	Glyco_transf_25(11-96)
tr|C1MI61|C1MI61_MICPC	GT-A	Glyco_transf_25(11-113)
tr|C1MXE6|C1MXE6_MICPC	GT-A	Glyco_transf_25(57-208)
tr|C1N2T8|C1N2T8_MICPC	GT-A	Glyco_transf_25(38-136)
tr|C1NAE2|C1NAE2_MICPC	GT-A	Glyco_transf_25(61-258)
tr|C4KCH5|C4KCH5_THASP	GT-A	Glyco_transf_25(5-102)
tr|C5BCP8|C5BCP8_EDWI9	GT-A	Glyco_transf_25(2-195)
tr|C5BFY8|C5BFY8_EDWI9	GT-A	Glyco_transf_25(2-173)
tr|C5BFZ5|C5BFZ5_EDWI9	GT-A	Glyco_transf_25(2-173)
tr|C5RZU0|C5RZU0_9PAST	GT-A	COG3306(1-233)
tr|C5S2V1|C5S2V1_9PAST	GT-A	Glyco_transf_25(6-181)
tr|C5T765|C5T765_ACIDE	GT-A	Glyco_transf_25(8-180)
tr|C6RIL4|C6RIL4_9PROT	GT-A	Glyco_transf_25(5-181)
tr|C6WXH8|C6WXH8_METML	GT-A	Glyco_transf_25(9-117)
tr|C7BRV2|C7BRV2_PHOAA	GT-A	Glyco_transf_25(2-175)
tr|C7BSQ9|C7BSQ9_PHOAA	GT-A	COG3306(1-243)
tr|C7DAP9|C7DAP9_9RHOB	GT-A	Glyco_transf_25(9-120)
tr|C8PZU2|C8PZU2_9PROT	GT-A	COG3306(1-166)
tr|C9PMA6|C9PMA6_9PAST	GT-A	Glyco_transf_25(4-190)
tr|C9PMA8|C9PMA8_9PAST	GT-A	COG3306(5-271)
tr|C9PR44|C9PR44_9PAST	GT-A	COG3306(1-257)
tr|D0CS49|D0CS49_RUELI	GT-A	Glyco_transf_25(11-184)
tr|D0CTU4|D0CTU4_RUELI	GT-A	Glyco_transf_25(2-178)
tr|D0I3Z3|D0I3Z3_GRIHO	GT-A	Glyco_transf_25(3-176)
tr|D0IC14|D0IC14_GRIHO	GT-A	Glyco_transf_25(6-177)
tr|D0IVC4|D0IVC4_COMT2	GT-A	Glyco_transf_25(5-184)
tr|D0SG82|D0SG82_ACIJO	GT-A	Glyco_transf_25(2-176)
tr|D0SG83|D0SG83_ACIJO	GT-A	Glyco_transf_25(5-183)
tr|D0SL72|D0SL72_ACIJU	GT-A	Glyco_transf_25(5-183)
tr|D0Z1E6|D0Z1E6_PHODD	GT-A	Glyco_transf_25(1-179)
tr|D2NP64|D2NP64_ROTMD	GT-A	COG3306(7-250)
tr|D2NP65|D2NP65_ROTMD	GT-A	Glyco_transf_25(89-159)
tr|D4C030|D4C030_PRORE	GT-A	Glyco_transf_25(2-147)
tr|D4DPE7|D4DPE7_NEIEG	GT-A	COG3306(1-264)
tr|D5APW9|D5APW9_RHOCB	GT-A	Glyco_transf_25(9-181)
tr|D5VCF6|D5VCF6_MORCB	GT-A	Glyco_transf_25(1-181)
tr|D8JQ86|D8JQ86_HYPDA	GT-A	Glyco_transf_25(2-167)
tr|D8LCR1|D8LCR1_ECTSI	GT-A	Glyco_transf_25(737-875)
tr|D8MUP7|D8MUP7_ERWBE	GT-A	Glyco_transf_25(6-98)
tr|E0MIW8|E0MIW8_9RHOB	GT-A	Glyco_transf_25(22-193)
tr|E1SGQ5|E1SGQ5_PANVC	GT-A	Glyco_transf_25(2-172)
tr|E1VQ70|E1VQ70_9GAMM	GT-A	Glyco_transf_25(37-200)
tr|E1W664|E1W664_HAEP3	GT-A	COG3306(3-253)
tr|E2B0V6|E2B0V6_CAMFO	GT-A	Glyco_transf_25(2-131)
tr|E3EZE8|E3EZE8_KETVY	GT-A	Glyco_transf_25(17-193)
tr|E3H5T3|E3H5T3_ROTDC	GT-A	COG3306(1-260)
tr|E3I4D7|E3I4D7_RHOVT	GT-A	Glyco_transf_25(5-179)
tr|E3I5M9|E3I5M9_RHOVT	GT-A	Glyco_transf_25(9-182)
tr|E3JRZ0|E3JRZ0_PUCGT	GT-A	Glyco_transf_25(89-294)
tr|E3KC47|E3KC47_PUCGT	GT-A	COG3306(89-308)
tr|E3LZC3|E3LZC3_CAERE	GT-A	Glyco_transf_25(288-470)
tr|E4UBH8|E4UBH8_LIBSC	GT-A	Glyco_transf_25(6-181)
tr|E6KVN8|E6KVN8_9PAST	GT-A	Glyco_transf_25(8-191)
tr|E6KX66|E6KX66_9PAST	GT-A	COG3306(1-232)
tr|E6LA86|E6LA86_CAMUP	GT-A	Glyco_transf_25(2-177)
tr|E6U3V2|E6U3V2_ETHHY	GT-A	Glyco_transf_25(43-250)
tr|E6W6P4|E6W6P4_DESIS	GT-A	Glyco_transf_25(6-178)
tr|E7A8U9|E7A8U9_HELFC	GT-A	Glyco_transf_25(8-215)
tr|E7ABL3|E7ABL3_HELFC	GT-A	Glyco_transf_25(3-213)
tr|E7ACU8|E7ACU8_HELFC	GT-A	COG3306(17-247)
tr|E7G5D3|E7G5D3_9HELI	GT-A	Glyco_transf_25(9-217)
tr|E8LL45|E8LL45_SUCHY	GT-A	Glyco_transf_25(3-201)
tr|E8T786|E8T786_MESCW	GT-A	Glyco_transf_25(2-176)
tr|E9EKA2|E9EKA2_METRA	GT-A	Glyco_transf_25(70-157)
tr|E9ETC3|E9ETC3_METRA	GT-A	Glyco_transf_25(78-164)
tr|E9H0V8|E9H0V8_DAPPU	GT-A	Glyco_transf_25(323-505)
tr|F0F2S2|F0F2S2_9NEIS	GT-A	Glyco_transf_25(2-184)
tr|F0F2S9|F0F2S9_9NEIS	GT-A	COG3306(3-256)
tr|F0F2T1|F0F2T1_9NEIS	GT-A	Glyco_transf_25(3-199)
tr|F0KNX2|F0KNX2_ACICP	GT-A	Glyco_transf_25(5-96)
tr|F0Y9H6|F0Y9H6_AURAN	GT-A	Glyco_transf_25(128-302)
tr|F0YF72|F0YF72_AURAN	GT-A	Glyco_transf_25(2-115)
tr|F1MWR5|F1MWR5_BOVIN	GT-A	Glyco_transf_25(255-437)
tr|F2U587|F2U587_SALR5	GT-A	Glyco_transf_25(87-249)
tr|F2UM65|F2UM65_SALR5	GT-A	Glyco_transf_25(175-354)
tr|F3LFJ7|F3LFJ7_9GAMM	GT-A	Glyco_transf_25(14-117)
tr|F4HEY0|F4HEY0_GALAU	GT-A	Glyco_transf_25(1-178)
tr|F4LIY7|F4LIY7_TREBD	GT-A	Glyco_transf_25(3-176)
tr|F5S7A0|F5S7A0_9NEIS	GT-A	Glyco_transf_25(1-197)
tr|F5Z9V9|F5Z9V9_ALTNA	GT-A	Glyco_transf_25(12-158)
tr|F6IJ85|F6IJ85_9SPHN	GT-A	COG3306(46-199)
tr|F6S458|F6S458_ORNAN	GT-A	Glyco_transf_25(100-282)
tr|F7GVW0|F7GVW0_MACMU	GT-A	Glyco_transf_25(259-441)
tr|F7T7X4|F7T7X4_9BURK	GT-A	Glyco_transf_25(12-196)
tr|F7W2M8|F7W2M8_SORMK	GT-A	Glyco_transf_25(133-220)
tr|F8ELW3|F8ELW3_RUNSL	GT-A	Glyco_transf_25(14-221)
tr|F8KRS6|F8KRS6_HELBC	GT-A	COG3306(6-192)
tr|F8KSG3|F8KSG3_HELBC	GT-A	Glyco_transf_25(2-208)
tr|F9MPJ3|F9MPJ3_9FIRM	GT-A	Glyco_transf_25(2-170)
tr|F9N5D9|F9N5D9_9FIRM	GT-A	COG3306(1-225)
tr|F9Q5X9|F9Q5X9_9PAST	GT-A	COG3306(3-220)
tr|F9QA53|F9QA53_9PAST	GT-A	COG3306(1-247)
tr|F9QAQ1|F9QAQ1_9PAST	GT-A	COG3306(1-263)
tr|F9RCP5|F9RCP5_VIBSN	GT-A	Glyco_transf_25(2-176)
tr|F9W9G7|F9W9G7_TRYCI	GT-A	Glyco_transf_25(47-234)
tr|G1MXH1|G1MXH1_MELGA	GT-A	Glyco_transf_25(255-437)
tr|G1QDL7|G1QDL7_MYOLU	GT-A	Glyco_transf_25(24-209)
tr|G1UBB0|G1UBB0_HAEDU	GT-A	Glyco_transf_25(4-190)
tr|G1UBB9|G1UBB9_HAEDU	GT-A	Glyco_transf_25(5-189)
tr|G1XYT9|G1XYT9_9PROT	GT-A	Glyco_transf_25(1-169)
tr|G2DJ37|G2DJ37_9NEIS	GT-A	Glyco_transf_25(14-177)
tr|G2DJ40|G2DJ40_9NEIS	GT-A	Glyco_transf_25(1-180)
tr|G3HG13|G3HG13_CRIGR	GT-A	Glyco_transf_25(190-372)
tr|G3IW85|G3IW85_METTV	GT-A	Glyco_transf_25(12-100)
tr|G4CKK6|G4CKK6_9NEIS	GT-A	Glyco_transf_25(1-181)
tr|G4CKL2|G4CKL2_9NEIS	GT-A	Glyco_transf_25(3-199)
tr|G4CNM7|G4CNM7_9NEIS	GT-A	Glyco_transf_25(1-188)
tr|G4MQ32|G4MQ32_MAGO7	GT-A	Glyco_transf_25(77-163)
tr|G4Q620|G4Q620_ACIIR	GT-A	Glyco_transf_25(1-171)
tr|G4QEU5|G4QEU5_GLANF	GT-A	Glyco_transf_25(5-177)
tr|G5B7W2|G5B7W2_HETGA	GT-A	Glyco_transf_25(279-420)
tr|G5EHW8|G5EHW8_MAGO7	GT-A	Glyco_transf_25(85-175)
tr|G6E9U7|G6E9U7_9SPHN	GT-A	COG3306(60-213)
tr|G6Y682|G6Y682_9RHIZ	GT-A	Glyco_transf_25(22-101)
tr|G6YM91|G6YM91_9RHIZ	GT-A	COG3306(1-231)
tr|G7PRF6|G7PRF6_MACFA	GT-A	Glyco_transf_25(265-444)
tr|G8UHN2|G8UHN2_TANFA	GT-A	Glyco_transf_25(13-89)
tr|G8UMQ4|G8UMQ4_TANFA	GT-A	Glyco_transf_25(11-86)
tr|H0HLA0|H0HLA0_9RHIZ	GT-A	Glyco_transf_25(4-176)
tr|H0HPF5|H0HPF5_9RHIZ	GT-A	Glyco_transf_25(12-189)
tr|H0HPF8|H0HPF8_9RHIZ	GT-A	COG3306(1-238)
tr|H0HPF9|H0HPF9_9RHIZ	GT-A	COG3306(1-254)
tr|H0IZ87|H0IZ87_9GAMM	GT-A	Glyco_transf_25(1-164)
tr|H2NY14|H2NY14_PONAB	GT-A	Glyco_transf_25(300-485)
tr|H3DYR9|H3DYR9_PRIPA	GT-A	Glyco_transf_25(237-417)
tr|H3KG05|H3KG05_9BURK	GT-A	Glyco_transf_25(5-179)
tr|H4F223|H4F223_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|H4F6L1|H4F6L1_9RHIZ	GT-A	COG3306(9-256)
tr|H5VA12|H5VA12_HELBI	GT-A	COG3306(17-240)
tr|H5VBS8|H5VBS8_HELBI	GT-A	Glyco_transf_25(2-208)
tr|H6SLZ1|H6SLZ1_PARPM	GT-A	Glyco_transf_25(25-210)
tr|H6SQ24|H6SQ24_PARPM	GT-A	Glyco_transf_25(19-192)
tr|H8K357|H8K357_RICAG	GT-A	Glyco_transf_25(22-228)
tr|I0EN72|I0EN72_HELC0	GT-A	COG3306(1-313)
tr|I0END4|I0END4_HELC0	GT-A	COG3306(17-274)
tr|I0ENT1|I0ENT1_HELC0	GT-A	COG3306(1-342)
tr|I0ENZ6|I0ENZ6_HELC0	GT-A	Glyco_transf_25(1-202)
tr|I0IGW7|I0IGW7_PHYMF	GT-A	Glyco_transf_25(23-201)
tr|I0YYP4|I0YYP4_COCSC	GT-A	Glyco_transf_25(23-185)
tr|I2B521|I2B521_SHIBC	GT-A	Glyco_transf_25(1-180)
tr|I2BEH2|I2BEH2_SHIBC	GT-A	Glyco_transf_25(3-190)
tr|I2F0T4|I2F0T4_EMTOG	GT-A	Glyco_transf_25(10-103)
tr|I2JM20|I2JM20_9GAMM	GT-A	Glyco_transf_25(9-178)
tr|I3D621|I3D621_HAEPH	GT-A	Glyco_transf_25(1-162)
tr|I3D871|I3D871_HAEPH	GT-A	Glyco_transf_25(2-199)
tr|I3DIL4|I3DIL4_9PAST	GT-A	Glyco_transf_25(2-199)
tr|I3DP73|I3DP73_HAEPH	GT-A	Glyco_transf_25(3-107)
tr|I3Z6S9|I3Z6S9_BELBD	GT-A	Glyco_transf_25(15-167)
tr|I5BRC4|I5BRC4_9RHIZ	GT-A	Glyco_transf_25(6-181)
tr|I5BRC5|I5BRC5_9RHIZ	GT-A	COG3306(1-251)
tr|I7E534|I7E534_PHAIB	GT-A	COG3306(1-230)
tr|I7GT40|I7GT40_9HELI	GT-A	Glyco_transf_25(2-176)
tr|I7ZCI2|I7ZCI2_9GAMM	GT-A	Glyco_transf_25(15-180)
tr|I8U6Q5|I8U6Q5_9ALTE	GT-A	Glyco_transf_25(4-181)
tr|I9BUP6|I9BUP6_9RALS	GT-A	Glyco_transf_25(11-145)
tr|J0QWB2|J0QWB2_9RHIZ	GT-A	Glyco_transf_25(2-175)
tr|J0QWY5|J0QWY5_9RHIZ	GT-A	Glyco_transf_25(4-179)
tr|J0R1F5|J0R1F5_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|J1K262|J1K262_9RHIZ	GT-A	COG3306(1-211)
tr|J1SU24|J1SU24_9RHIZ	GT-A	Glyco_transf_25(17-190)
tr|J2KYH8|J2KYH8_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|J2L2I2|J2L2I2_9RHIZ	GT-A	Glyco_transf_25(2-175)
tr|J3HTV6|J3HTV6_9RHIZ	GT-A	Glyco_transf_25(3-179)
tr|J4VT34|J4VT34_BEAB2	GT-A	Glyco_transf_25(78-164)
tr|J5HPQ6|J5HPQ6_9PAST	GT-A	Glyco_transf_25(5-178)
tr|J5HS45|J5HS45_9PAST	GT-A	COG3306(1-255)
tr|J5NIF5|J5NIF5_PASMD	GT-A	COG3306(1-226)
tr|K0RIJ5|K0RIJ5_THAOC	GT-A	Glyco_transf_25(28-138)
tr|K0VNY8|K0VNY8_9RHIZ	GT-A	Glyco_transf_25(21-195)
tr|K1JGL4|K1JGL4_9BURK	GT-A	Glyco_transf_25(2-199)
tr|K1JXV6|K1JXV6_9BURK	GT-A	Glyco_transf_25(30-207)
tr|K2KBS1|K2KBS1_9GAMM	GT-A	Glyco_transf_25(4-179)
tr|K2KYX7|K2KYX7_9GAMM	GT-A	Glyco_transf_25(4-180)
tr|K2MQT3|K2MQT3_TRYCR	GT-A	Glyco_transf_25(15-209)
tr|K2N3F2|K2N3F2_TRYCR	GT-A	Glyco_transf_25(106-293)
tr|K2N9J4|K2N9J4_9RHIZ	GT-A	Glyco_transf_25(20-132)
tr|K2NVH3|K2NVH3_9RHIZ	GT-A	Glyco_transf_25(2-165)
tr|K2P3D7|K2P3D7_9RHIZ	GT-A	Glyco_transf_25(2-165)
tr|K2PF12|K2PF12_9RHIZ	GT-A	COG3306(17-255)
tr|K2Q8X0|K2Q8X0_9RHIZ	GT-A	Glyco_transf_25(5-180)
tr|K6Y294|K6Y294_9ALTE	GT-A	Glyco_transf_25(15-112)
tr|K6ZDA6|K6ZDA6_9ALTE	GT-A	COG3306(3-218)
tr|K7FV13|K7FV13_PELSI	GT-A	Glyco_transf_25(221-406)
tr|K8W9H2|K8W9H2_9GAMM	GT-A	Glyco_transf_25(5-105)
tr|K8WD53|K8WD53_9GAMM	GT-A	Glyco_transf_25(6-101)
tr|K8WII3|K8WII3_9GAMM	GT-A	Glyco_transf_25(3-169)
tr|K9GNM6|K9GNM6_9PROT	GT-A	Glyco_transf_25(14-192)
tr|L0ESV1|L0ESV1_LIBCB	GT-A	Glyco_transf_25(9-187)
tr|L0LHZ9|L0LHZ9_RHITR	GT-A	Glyco_transf_25(39-214)
tr|L0LNT7|L0LNT7_RHITR	GT-A	Glyco_transf_25(45-219)
tr|L0LQC1|L0LQC1_RHITR	GT-A	Glyco_transf_25(21-196)
tr|L0LRR7|L0LRR7_RHITR	GT-A	Glyco_transf_25(46-220)
tr|L0LSS2|L0LSS2_RHITR	GT-A	COG3306(20-234)
tr|L0LT91|L0LT91_RHITR	GT-A	COG3306(36-250)
tr|L0NAI3|L0NAI3_9RHIZ	GT-A	Glyco_transf_25(11-186)
tr|L1IB28|L1IB28_GUITH	GT-A	Glyco_transf_25(71-179)
tr|L1IBY8|L1IBY8_GUITH	GT-A	Glyco_transf_25(111-229)
tr|L5KYV2|L5KYV2_PTEAL	GT-A	Glyco_transf_25(153-338)
tr|L5LBS0|L5LBS0_MYODS	GT-A	Glyco_transf_25(108-293)
tr|L5LKJ9|L5LKJ9_MYODS	GT-A	Glyco_transf_25(285-467)
tr|L8GW54|L8GW54_ACACA	GT-A	Glyco_transf_25(116-210)
tr|L8JGG0|L8JGG0_9GAMM	GT-A	Glyco_transf_25(2-176)
tr|M1VEK7|M1VEK7_CYAM1	GT-A	Glyco_transf_25(61-164)
tr|M2U8S4|M2U8S4_9SPHN	GT-A	Glyco_transf_25(3-175)
tr|M3WHB0|M3WHB0_FELCA	GT-A	Glyco_transf_25(67-252)
tr|M4RAF5|M4RAF5_BIBTR	GT-A	COG3306(1-255)
tr|M5EFU4|M5EFU4_9RHIZ	GT-A	COG3306(29-273)
tr|M5RN21|M5RN21_9PLAN	GT-A	Glyco_transf_25(4-181)
tr|M5RVR4|M5RVR4_9PLAN	GT-A	Glyco_transf_25(4-171)
tr|M7Y4R1|M7Y4R1_9RHIZ	GT-A	COG3306(1-181)
tr|M9REQ7|M9REQ7_9RHOB	GT-A	Glyco_transf_25(8-114)
tr|N0B079|N0B079_9RHIZ	GT-A	Glyco_transf_25(13-178)
tr|N6U319|N6U319_9RHIZ	GT-A	Glyco_transf_25(15-143)
tr|N6V8M3|N6V8M3_9RHIZ	GT-A	Glyco_transf_25(37-209)
tr|N6WMR2|N6WMR2_9ALTE	GT-A	Glyco_transf_25(3-178)
tr|N6X6N6|N6X6N6_9RHOO	GT-A	Glyco_transf_25(11-105)
tr|N8XBI7|N8XBI7_9GAMM	GT-A	Glyco_transf_25(5-183)
tr|O25485|O25485_HELPY	GT-A	COG3306(17-279)
tr|O25500|O25500_HELPY	GT-A	COG3306(17-273)
tr|Q00S75|Q00S75_OSTTA	GT-A	COG3306(49-245)
tr|Q07W62|Q07W62_SHEFN	GT-A	Glyco_transf_25(4-181)
tr|Q0FDM3|Q0FDM3_9RHOB	GT-A	Glyco_transf_25(2-90)
tr|Q0FG77|Q0FG77_9RHOB	GT-A	Glyco_transf_25(9-187)
tr|Q0G622|Q0G622_9RHIZ	GT-A	Glyco_transf_25(3-167)
tr|Q0KD72|Q0KD72_CUPNH	GT-A	Glyco_transf_25(4-179)
tr|Q11GG7|Q11GG7_CHESB	GT-A	Glyco_transf_25(4-179)
tr|Q11GG9|Q11GG9_CHESB	GT-A	Glyco_transf_25(2-169)
tr|Q11IK4|Q11IK4_CHESB	GT-A	Glyco_transf_25(4-180)
tr|Q12SS2|Q12SS2_SHEDO	GT-A	Glyco_transf_25(4-181)
tr|Q13QA5|Q13QA5_PARXL	GT-A	Glyco_transf_25(3-68)
tr|Q18989|Q18989_CAEEL	GT-A	Glyco_transf_25(291-473)
tr|Q1GLI1|Q1GLI1_RUEST	GT-A	Glyco_transf_25(5-179)
tr|Q1YH55|Q1YH55_AURMS	GT-A	Glyco_transf_25(18-193)
tr|Q1YMM1|Q1YMM1_AURMS	GT-A	Glyco_transf_25(7-175)
tr|Q28U71|Q28U71_JANSC	GT-A	COG3306(13-242)
tr|Q2IGW0|Q2IGW0_ANADE	GT-A	Glyco_transf_25(42-137)
tr|Q2J7R7|Q2J7R7_FRACC	GT-A	Glyco_transf_25(8-194)
tr|Q2KBD6|Q2KBD6_RHIEC	GT-A	Glyco_transf_25(23-196)
tr|Q2NTV0|Q2NTV0_SODGM	GT-A	Glyco_transf_25(2-94)
tr|Q2RS64|Q2RS64_RHORT	GT-A	Glyco_transf_25(4-189)
tr|Q2VYK0|Q2VYK0_MAGSA	GT-A	Glyco_transf_25(43-247)
tr|Q2YPI9|Q2YPI9_BRUA2	GT-A	COG3306(1-239)
tr|Q2YRB5|Q2YRB5_BRUA2	GT-A	COG3306(1-240)
tr|Q329N2|Q329N2_SHIDS	GT-A	Glyco_transf_25(2-190)
tr|Q383T0|Q383T0_TRYB2	GT-A	Glyco_transf_25(47-234)
tr|Q386C4|Q386C4_TRYB2	GT-A	Glyco_transf_25(97-291)
tr|Q3ASL1|Q3ASL1_CHLCH	GT-A	Glyco_transf_25(2-92)
tr|Q4CQM2|Q4CQM2_TRYCC	GT-A	Glyco_transf_25(56-243)
tr|Q4D5V6|Q4D5V6_TRYCC	GT-A	Glyco_transf_25(15-209)
tr|Q4DIH5|Q4DIH5_TRYCC	GT-A	Glyco_transf_25(15-209)
tr|Q4DKY4|Q4DKY4_TRYCC	GT-A	Glyco_transf_25(110-297)
tr|Q4FSF0|Q4FSF0_PSYA2	GT-A	COG3306(1-238)
