tr|H5UNQ6|H5UNQ6_9MICO	YjiC|GT-A|GT-A	YjiC(1-119)|Glyco_tranf_GTA_type(347-478)|Glyco_tranf_GTA_type(509-553)
tr|A0A1L7I6A1|A0A1L7I6A1_9FLAO	GT-A	Glyco_tranf_GTA_type(240-415)
tr|A0A1L7I7N8|A0A1L7I7N8_9FLAO	GT-A	Glyco_tranf_GTA_type(4-188)
tr|A0A1L7I829|A0A1L7I829_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1L9NYJ7|A0A1L9NYJ7_9RHOB	GT-A	Glyco_tranf_GTA_type(5-234)
tr|A0A1L9QXF3|A0A1L9QXF3_9CYAN	GT-A	Glyco_tranf_GTA_type(12-212)
tr|A0A1M3FYA3|A0A1M3FYA3_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-230)
tr|A0A1M3FZZ0|A0A1M3FZZ0_9SPHI	GT-A	GT2(7-302)
tr|A0A1M3NXN4|A0A1M3NXN4_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|A0A1M4U7A1|A0A1M4U7A1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1M4V7T2|A0A1M4V7T2_9BACE	GT-A	Glyco_tranf_GTA_type(4-194)
tr|A0A1M4W923|A0A1M4W923_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1M4WS79|A0A1M4WS79_9BACT	GT-A	Glyco_tranf_GTA_type(4-185)
tr|A0A1M4X351|A0A1M4X351_9FLAO	GT-A	Glyco_tranf_GTA_type(243-415)
tr|A0A1M4X3R6|A0A1M4X3R6_9FLAO	GT-A	Glyco_tranf_GTA_type(11-202)
tr|A0A1M4XXE5|A0A1M4XXE5_9BACT	GT-A	Glycos_transf_2(3-166)
tr|A0A1M4Y011|A0A1M4Y011_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1M4ZNA2|A0A1M4ZNA2_9BACE	GT-A	GT2_Chondriotin_Pol_N(13-235)
tr|A0A1M4ZPA5|A0A1M4ZPA5_9BACE	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|A0A1M5BGB5|A0A1M5BGB5_9FLAO	GT-A	Glyco_tranf_GTA_type(242-413)
tr|A0A1M5D606|A0A1M5D606_9RHOB	GT-A	Glyco_tranf_GTA_type(28-221)
tr|A0A1M5E570|A0A1M5E570_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1M5F476|A0A1M5F476_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1M5FU80|A0A1M5FU80_9BACT	GT-A	GT2_Chondriotin_Pol_N(8-232)
tr|A0A1M5G0W9|A0A1M5G0W9_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|A0A1M5GPP2|A0A1M5GPP2_9FLAO	GT-A	Glyco_tranf_GTA_type(4-117)
tr|A0A1M5GTA5|A0A1M5GTA5_9BACT	GT-A	GT2_Chondriotin_Pol_N(7-232)
tr|A0A1M5HQR6|A0A1M5HQR6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A1M5IV21|A0A1M5IV21_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1M5IVV8|A0A1M5IVV8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|A0A1M5JH94|A0A1M5JH94_9BURK	GT-A	GT2_Chondriotin_Pol_N(18-247)
tr|A0A1M5JUE8|A0A1M5JUE8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A1M5JVD6|A0A1M5JVD6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1M5LI44|A0A1M5LI44_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1M5Q5U4|A0A1M5Q5U4_9ACTN	GT-A	Glyco_tranf_GTA_type(363-580)
tr|A0A1M5QLF2|A0A1M5QLF2_9FLAO	GT-A	GT2(1-280)
tr|A0A1M5QMA6|A0A1M5QMA6_9FLAO	GT-A	Glyco_tranf_GTA_type(242-428)
tr|A0A1M5R6I4|A0A1M5R6I4_9ALTE	GT-A	Glyco_tranf_GTA_type(9-220)
tr|A0A1M5RCE4|A0A1M5RCE4_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A1M5VN38|A0A1M5VN38_9VIBR	GT-A	Glyco_tranf_GTA_type(6-236)
tr|A0A1M6AU85|A0A1M6AU85_9RHOB	GT-A	Glyco_tranf_GTA_type(17-215)
tr|A0A1M6BEA5|A0A1M6BEA5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-234)
tr|A0A1M6CDU2|A0A1M6CDU2_9FLAO	GT-A	Glyco_tranf_GTA_type(238-423)
tr|A0A1M6CY37|A0A1M6CY37_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|A0A1M6DY39|A0A1M6DY39_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1M6EJU1|A0A1M6EJU1_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1M6HWV8|A0A1M6HWV8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1M6IX37|A0A1M6IX37_9CLOT	GT-A	Glyco_tranf_GTA_type(9-226)
tr|A0A1M6JSC5|A0A1M6JSC5_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A1M6JY89|A0A1M6JY89_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1M6JY97|A0A1M6JY97_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1M6K212|A0A1M6K212_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A1M6L8F6|A0A1M6L8F6_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|A0A1M6LEE4|A0A1M6LEE4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1M6LF88|A0A1M6LF88_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1M6PUG9|A0A1M6PUG9_9FLAO	GT-A	Glyco_tranf_GTA_type(4-169)
tr|A0A1M6RZK2|A0A1M6RZK2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1M6T7A7|A0A1M6T7A7_9AQUI	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1M7E0G3|A0A1M7E0G3_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1M7EZT7|A0A1M7EZT7_9PROT	GT-A	WcaA(1-219)
tr|A0A1M7LLJ4|A0A1M7LLJ4_9FLAO	GT-A	Glycos_transf_2(3-165)
tr|A0A1M7MJS1|A0A1M7MJS1_9ACTN	GT-A	Glyco_tranf_GTA_type(4-225)
tr|A0A1M7ML88|A0A1M7ML88_9ACTN	GT-A	Glyco_tranf_GTA_type(11-205)
tr|A0A1M7MYP3|A0A1M7MYP3_9FLAO	GT-A	Glyco_tranf_GTA_type(242-414)
tr|A0A1M7R9P9|A0A1M7R9P9_9BURK	GT-A	Glyco_tranf_GTA_type(5-236)
tr|A0A1M7ZHW3|A0A1M7ZHW3_9BACT	GT-A	Glyco_tranf_GTA_type(242-418)
tr|A0A1M7ZI00|A0A1M7ZI00_9BACT	GT-A	Glyco_tranf_GTA_type(12-206)
tr|A0A1M7ZWH8|A0A1M7ZWH8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-227)
tr|A0A1M7ZX04|A0A1M7ZX04_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1N6IE98|A0A1N6IE98_9FLAO	GT-A	Glycos_transf_2(4-169)
tr|A0A1N6K0V1|A0A1N6K0V1_9BURK	GT-A	Glyco_tranf_GTA_type(5-177)
tr|A0A1N6KM04|A0A1N6KM04_9BURK	GT-A	Glyco_tranf_GTA_type(29-177)
tr|A0A1N6SDL1|A0A1N6SDL1_9FLAO	GT-A	Glyco_tranf_GTA_type(6-230)
tr|A0A1N7EPG0|A0A1N7EPG0_9ACTN	GT-A	GT2(12-226)
tr|A0A1N7EPP0|A0A1N7EPP0_9ACTN	GT-A	Glyco_tranf_GTA_type(33-240)
tr|A0A1N7GIX7|A0A1N7GIX7_9SPHI	GT-A	Glyco_tranf_GTA_type(23-186)
tr|A0A1N7JPU5|A0A1N7JPU5_9CORY	GT-A	Glyco_tranf_GTA_type(4-196)
tr|A0A1N7KWE3|A0A1N7KWE3_9BACT	GT-A	GT2(12-286)
tr|A0A1N7RW89|A0A1N7RW89_9BURK	GT-A	GT2(1-306)
tr|A0A1P8JW40|A0A1P8JW40_9BURK	GT-A	Glyco_tranf_GTA_type(5-238)
tr|A0A1P8R8F2|A0A1P8R8F2_9GAMM	GT-A	Glyco_tranf_GTA_type(4-229)
tr|A0A1P8RUS0|A0A1P8RUS0_9FLAO	GT-A	Glyco_tranf_GTA_type(238-415)
tr|A0A1P8RV38|A0A1P8RV38_9FLAO	GT-A	Glyco_tranf_GTA_type(24-205)
tr|A0A1P8RV60|A0A1P8RV60_9FLAO	GT-A	Glyco_tranf_GTA_type(4-178)
tr|A0A1P8S043|A0A1P8S043_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1P8S1I0|A0A1P8S1I0_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1Q2HYL9|A0A1Q2HYL9_9CORY	GT-A	Glyco_tranf_GTA_type(10-189)
tr|A0A1Q2M1T4|A0A1Q2M1T4_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1Q3GJH5|A0A1Q3GJH5_9BACT	GT-A	Glyco_tranf_GTA_type(2-187)
tr|A0A1Q3KV51|A0A1Q3KV51_9BACT	GT-A	Glyco_tranf_GTA_type(30-205)
tr|A0A1Q3S177|A0A1Q3S177_9FLAO	GT-A	Glyco_tranf_GTA_type(241-412)
tr|A0A1Q4D4G3|A0A1Q4D4G3_9PSEU	GT-A	Glyco_tranf_GTA_type(27-225)
tr|A0A1Q4R9M1|A0A1Q4R9M1_9CYAN	GT-A	GT2(5-265)
tr|A0A1Q4RB23|A0A1Q4RB23_9CYAN	GT-A	Glyco_tranf_GTA_type(9-197)
tr|A0A1Q4UPD3|A0A1Q4UPD3_9PROT	GT-A	Glyco_tranf_GTA_type(9-239)
tr|A0A1Q4X503|A0A1Q4X503_9PSEU	GT-A	Glyco_tranf_GTA_type(9-235)
tr|A0A1Q5DIS9|A0A1Q5DIS9_9ACTN	GT-A	Glyco_tranf_GTA_type(2-247)
tr|A0A1Q5N6B8|A0A1Q5N6B8_9ACTN	GT-A	GT2(30-258)
tr|A0A1Q7K2B1|A0A1Q7K2B1_9BACT	GT-A	mycofact_glyco(2-258)
tr|A0A1Q7SV49|A0A1Q7SV49_9BACT	GT-A	Glyco_tranf_GTA_type(7-239)
tr|A0A1Q8CXP8|A0A1Q8CXP8_9PSEU	GT-A	Glyco_tranf_GTA_type(9-239)
tr|A0A1Q9GUM8|A0A1Q9GUM8_9GAMM	GT-A	Glyco_tranf_GTA_type(6-240)
tr|A0A1Q9LMP8|A0A1Q9LMP8_9PSEU	GT-A	Glyco_tranf_GTA_type(27-236)
tr|A0A1R0HCW6|A0A1R0HCW6_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-235)
tr|A0A1R1LKR4|A0A1R1LKR4_9GAMM	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A1R4B3M2|A0A1R4B3M2_9VIBR	GT-A	GT2(1-250)
tr|A0A1R4HBT2|A0A1R4HBT2_9GAMM	GT-A	GT2_Chondriotin_Pol_N(4-233)
tr|A0A1R4J0C1|A0A1R4J0C1_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-224)
tr|A0A1R4J770|A0A1R4J770_9ACTN	GT-A	GT2(1-230)
tr|A0A1R4L4E2|A0A1R4L4E2_9SPHI	GT-A	GT2_Chondriotin_Pol_N(10-231)
tr|A0A1S1J4W5|A0A1S1J4W5_9FLAO	GT-A	Glyco_tranf_GTA_type(206-395)
tr|A0A1S1WZV5|A0A1S1WZV5_9NEIS	GT-A	GT2_Chondriotin_Pol_N(5-238)
tr|A0A1S1Y9U1|A0A1S1Y9U1_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1S2CES8|A0A1S2CES8_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1S2VQ58|A0A1S2VQ58_9BACT	GT-A	Glycos_transf_2(9-166)
tr|A0A1S6EZX1|A0A1S6EZX1_9CAUL	GT-A	GT2(1-283)
tr|A0A1S6FFP3|A0A1S6FFP3_9SPHN	GT-A	mycofact_glyco(7-227)
tr|A0A1S9ABE0|A0A1S9ABE0_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1S9HT87|A0A1S9HT87_9MICC	GT-A	GT2(1-279)
tr|A0A1T1B9M0|A0A1T1B9M0_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A1T1BIR2|A0A1T1BIR2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1T1BPT8|A0A1T1BPT8_9FLAO	GT-A	Glyco_tranf_GTA_type(240-416)
tr|A0A1T1BPX8|A0A1T1BPX8_9FLAO	GT-A	Glyco_tranf_GTA_type(4-201)
tr|A0A1T1BQ66|A0A1T1BQ66_9FLAO	GT-A	GT2(1-278)
tr|A0A1T1CL11|A0A1T1CL11_9FLAO	GT-A	GT2(3-298)
tr|A0A1T1CLB6|A0A1T1CLB6_9FLAO	GT-A	Glyco_tranf_GTA_type(242-413)
tr|A0A1T2L0D5|A0A1T2L0D5_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1T2L3B7|A0A1T2L3B7_9GAMM	GT-A	Glyco_tranf_GTA_type(9-159)
tr|A0A1T4PPM8|A0A1T4PPM8_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1T4R7L9|A0A1T4R7L9_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-235)
tr|A0A1T4RMS7|A0A1T4RMS7_9BACT	GT-A	Glyco_tranf_GTA_type(12-148)
tr|A0A1T4STB9|A0A1T4STB9_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-231)
tr|A0A1T4SXL8|A0A1T4SXL8_9RHIZ	GT-A	GT2(36-322)
tr|A0A1T4ZUW5|A0A1T4ZUW5_9SPHI	GT-A	GT2_Chondriotin_Pol_N(9-229)
tr|A0A1T4ZYB2|A0A1T4ZYB2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1T5BD21|A0A1T5BD21_9SPHI	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A1T5BDQ2|A0A1T5BDQ2_9SPHI	GT-A	GT2_Chondriotin_Pol_N(2-225)
tr|A0A1T5BE28|A0A1T5BE28_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-227)
tr|A0A1T5BEB4|A0A1T5BEB4_9SPHI	GT-A	GT2_Chondriotin_Pol_N(11-235)
tr|A0A1T5BTW5|A0A1T5BTW5_9BACT	GT-A	Glyco_tranf_GTA_type(15-188)
tr|A0A1T5EA43|A0A1T5EA43_9FLAO	GT-A	Glycos_transf_2(4-167)
tr|A0A1T5FLS1|A0A1T5FLS1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1T5FM52|A0A1T5FM52_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|A0A1T5KDN8|A0A1T5KDN8_9GAMM	GT-A	GT2_Chondriotin_Pol_N(14-237)
tr|A0A1T5N7X9|A0A1T5N7X9_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-231)
tr|A0A1T5PCN5|A0A1T5PCN5_9BACT	GT-A	Glyco_tranf_GTA_type(10-235)
tr|A0A1U7DTX3|A0A1U7DTX3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1U7I9Z6|A0A1U7I9Z6_9CYAN	GT-A	Glycos_transf_2(4-167)
tr|A0A1U7J3T3|A0A1U7J3T3_9CYAN	GT-A	Glyco_tranf_GTA_type(5-205)
tr|A0A1U7LA31|A0A1U7LA31_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1U7MRK4|A0A1U7MRK4_9MICO	GT-A	Glyco_tranf_GTA_type(73-231)
tr|A0A1U9Z7L2|A0A1U9Z7L2_9RHIZ	GT-A	Glyco_tranf_GTA_type(11-239)
tr|A0A1V0PWJ7|A0A1V0PWJ7_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A1V1ZE46|A0A1V1ZE46_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1V1ZE79|A0A1V1ZE79_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1V2RD24|A0A1V2RD24_9ACTN	GT-A	Glyco_tranf_GTA_type(2-222)
tr|A0A1V2SAI2|A0A1V2SAI2_9BACI	GT-A	Glyco_tranf_GTA_type(4-224)
tr|A0A1V3P0U8|A0A1V3P0U8_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|A0A1V3Q4N9|A0A1V3Q4N9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1V3Q8K9|A0A1V3Q8K9_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1V3QCV5|A0A1V3QCV5_9FLAO	GT-A	Glyco_tranf_GTA_type(12-186)
tr|A0A1V3R2R6|A0A1V3R2R6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A1V4CDV0|A0A1V4CDV0_9BURK	GT-A	Glyco_tranf_GTA_type(9-240)
tr|A0A1V4SEQ2|A0A1V4SEQ2_CLOHU	GT-A	Glyco_tranf_GTA_type(6-232)
tr|A0A1V4SHE6|A0A1V4SHE6_CLOHU	GT-A	Glyco_tranf_GTA_type(8-230)
tr|A0A1V4T1A1|A0A1V4T1A1_9GAMM	GT-A	Glyco_tranf_GTA_type(7-240)
tr|A0A1V6LR20|A0A1V6LR20_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A1V9DND0|A0A1V9DND0_9GAMM	GT-A	Glyco_tranf_GTA_type(7-219)
tr|A0A1V9GBT0|A0A1V9GBT0_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-232)
tr|A0A1W1HBW4|A0A1W1HBW4_9DELT	GT-A	Glyco_tranf_GTA_type(11-223)
tr|A0A1W2BEX2|A0A1W2BEX2_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-226)
tr|A0A1W2CUN8|A0A1W2CUN8_9RHIZ	GT-A	GT2(81-241)
tr|A0A1W2E869|A0A1W2E869_9SPHI	GT-A	GT2_Chondriotin_Pol_N(13-236)
tr|A0A1W2E8R1|A0A1W2E8R1_9SPHI	GT-A	GT2_Chondriotin_Pol_N(6-230)
tr|A0A1W6E984|A0A1W6E984_9BACT	GT-A	mycofact_glyco(3-187)
tr|A0A1W6MH42|A0A1W6MH42_9FLAO	GT-A	Glyco_tranf_GTA_type(5-209)
tr|A0A1W6MJ63|A0A1W6MJ63_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1W6MJ79|A0A1W6MJ79_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A1W6ZTI1|A0A1W6ZTI1_9RHIZ	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1W9G6W8|A0A1W9G6W8_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1W9HWH3|A0A1W9HWH3_9PROT	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A1W9J757|A0A1W9J757_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1W9SD37|A0A1W9SD37_9BACT	GT-A	Glyco_tranf_GTA_type(6-233)
tr|A0A1W9Z1A1|A0A1W9Z1A1_9MYCO	GT-A	Glyco_tranf_GTA_type(37-233)
tr|A0A1X0SWJ1|A0A1X0SWJ1_9RHIZ	GT-A	Glyco_tranf_GTA_type(2-217)
tr|A0A1X0UE92|A0A1X0UE92_9NOCA	GT-A	GT2(1-247)
tr|A0A1X0UEE9|A0A1X0UEE9_9NOCA	GT-A	Glyco_tranf_GTA_type(33-233)
tr|A0A1X1MWR0|A0A1X1MWR0_9VIBR	GT-A	GT2_Chondriotin_Pol_N(5-228)
tr|A0A1X4NFL5|A0A1X4NFL5_9PROT	GT-A	Glyco_tranf_GTA_type(9-239)
tr|A0A1X6X444|A0A1X6X444_9MICO	GT-A	Glyco_tranf_GTA_type(2-192)
tr|A0A1X6YHJ2|A0A1X6YHJ2_9RHOB	GT-A	Glyco_tranf_GTA_type(16-211)
tr|A0A1X7KKM8|A0A1X7KKM8_9BACT	GT-A	Glyco_tranf_GTA_type(58-222)
tr|A0A1X7LQ20|A0A1X7LQ20_9BACL	GT-A	Glyco_tranf_GTA_type(9-220)
tr|A0A1X9LS14|A0A1X9LS14_9MICO	GT-A	Glyco_tranf_GTA_type(24-224)
tr|A0A1Y0FYY3|A0A1Y0FYY3_9GAMM	GT-A	Glyco_tranf_GTA_type(6-159)
tr|A0A1Y0HMV7|A0A1Y0HMV7_9PROT	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|A0A1Y0M6W1|A0A1Y0M6W1_9FLAO	GT-A	Glyco_tranf_GTA_type(245-393)
tr|A0A1Y0M9S5|A0A1Y0M9S5_9FLAO	GT-A	Glyco_tranf_GTA_type(4-184)
tr|A0A1Y0MJG4|A0A1Y0MJG4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A1Y0MKP8|A0A1Y0MKP8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1Y0MNU2|A0A1Y0MNU2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A1Y0N3V9|A0A1Y0N3V9_9FLAO	GT-A	Glyco_tranf_GTA_type(3-127)
tr|A0A1Y0N453|A0A1Y0N453_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A1Y0RUX0|A0A1Y0RUX0_9CYAN	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A1Y1CE26|A0A1Y1CE26_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-231)
tr|A0A1Y1SH62|A0A1Y1SH62_9GAMM	GT-A	Glyco_tranf_GTA_type(5-234)
tr|A0A1Y1SYQ0|A0A1Y1SYQ0_9FLAO	GT-A	Glyco_tranf_GTA_type(24-209)
tr|A0A1Y1T8P6|A0A1Y1T8P6_9FLAO	GT-A	Glyco_tranf_GTA_type(240-424)
tr|A0A1Y2LGR9|A0A1Y2LGR9_9PROT	GT-A	Glyco_tranf_GTA_type(7-237)
tr|A0A1Y2PA01|A0A1Y2PA01_9FLAO	GT-A	Glyco_tranf_GTA_type(4-204)
tr|A0A1Y3A1C6|A0A1Y3A1C6_9GAMM	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A1Y3QQ34|A0A1Y3QQ34_9FIRM	GT-A	Glycos_transf_2(20-160)
tr|A0A1Y3VH80|A0A1Y3VH80_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A1Y4U0L2|A0A1Y4U0L2_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-224)
tr|A0A1Y6CFS5|A0A1Y6CFS5_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A1Y6K3H7|A0A1Y6K3H7_9CHLR	GT-A	Glyco_tranf_GTA_type(252-429)
tr|A0A1Z1FG64|A0A1Z1FG64_9SPHN	GT-A	Glyco_tranf_GTA_type(22-210)
tr|A0A1Z3HT33|A0A1Z3HT33_9CYAN	GT-A	Glyco_tranf_GTA_type(30-217)
tr|A0A1Z4FPT6|A0A1Z4FPT6_9CYAN	GT-A	Glyco_tranf_GTA_type(8-194)
tr|A0A1Z4FZT8|A0A1Z4FZT8_9CYAN	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A1Z4JQY4|A0A1Z4JQY4_LEPBY	GT-A	Glyco_tranf_GTA_type(5-186)
tr|A0A1Z4JVI9|A0A1Z4JVI9_9CYAN	GT-A	Glyco_tranf_GTA_type(30-231)
tr|A0A1Z4KX75|A0A1Z4KX75_NOSLI	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A1Z4LKU1|A0A1Z4LKU1_9CYAN	GT-A	GT2(1-285)
tr|A0A1Z4LKY7|A0A1Z4LKY7_9CYAN	GT-A	Glyco_tranf_GTA_type(5-206)
tr|A0A1Z4NHN4|A0A1Z4NHN4_9CYAN	GT-A	Glyco_tranf_GTA_type(9-210)
tr|A0A1Z4Q4M7|A0A1Z4Q4M7_9CYAN	GT-A	Glyco_tranf_GTA_type(49-264)
tr|A0A1Z4RFP0|A0A1Z4RFP0_9CYAN	GT-A	Glyco_tranf_GTA_type(7-163)
tr|A0A1Z4RJT2|A0A1Z4RJT2_9CYAN	GT-A	Glyco_tranf_GTA_type(30-230)
tr|A0A1Z4RPQ8|A0A1Z4RPQ8_9CHRO	GT-A	Glyco_tranf_GTA_type(5-187)
tr|A0A1Z9WWS0|A0A1Z9WWS0_9GAMM	GT-A	Glyco_tranf_GTA_type(15-230)
tr|A0A210RZR2|A0A210RZR2_9BURK	GT-A	GT2_Chondriotin_Pol_N(4-234)
tr|A0A212T6J7|A0A212T6J7_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-235)
tr|A0A218PXG8|A0A218PXG8_9CYAN	GT-A	Glycos_transf_2(33-181)
tr|A0A218PYD6|A0A218PYD6_9CYAN	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A218QEZ7|A0A218QEZ7_9CYAN	GT-A	Glyco_tranf_GTA_type(9-215)
tr|A0A223V141|A0A223V141_9FLAO	GT-A	GT2_Chondriotin_Pol_N(12-241)
tr|A0A227PFT4|A0A227PFT4_9FLAO	GT-A	Glyco_tranf_GTA_type(206-313)
tr|A0A231V1P2|A0A231V1P2_9RHIZ	GT-A	Glyco_tranf_GTA_type(15-214)
tr|A0A235E3U9|A0A235E3U9_9SPHI	GT-A	GT2_Chondriotin_Pol_N(8-232)
tr|A0A235E401|A0A235E401_9SPHI	GT-A	GT2_Chondriotin_Pol_N(13-237)
tr|A0A235I8H3|A0A235I8H3_9NOSO	GT-A	Glyco_tranf_GTA_type(13-214)
tr|A0A238D3Y9|A0A238D3Y9_THIDL	GT-A	Glyco_tranf_GTA_type(19-249)
tr|A0A238KJL3|A0A238KJL3_9RHOB	GT-A	Glyco_tranf_GTA_type(5-237)
tr|A0A238U919|A0A238U919_9FLAO	GT-A	Glyco_tranf_GTA_type(6-230)
tr|A0A238VGQ2|A0A238VGQ2_9BACT	GT-A	Glyco_tranf_GTA_type(2-79)
tr|A0A238VQP8|A0A238VQP8_9FLAO	GT-A	Glyco_tranf_GTA_type(4-201)
tr|A0A238WRN8|A0A238WRN8_9FLAO	GT-A	Glyco_tranf_GTA_type(241-412)
tr|A0A238WS07|A0A238WS07_9FLAO	GT-A	Glyco_tranf_GTA_type(4-201)
tr|A0A238WS67|A0A238WS67_9FLAO	GT-A	Glyco_tranf_GTA_type(7-190)
tr|A0A238YJ26|A0A238YJ26_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A238YKA2|A0A238YKA2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A238YXM5|A0A238YXM5_9FLAO	GT-A	Glyco_tranf_GTA_type(239-415)
